Périmètre;Nature;Date;Heures;Consommation
Grand Lyon;Données temps réel;01/01/2018;00:00;1106
Grand Lyon;Données temps réel;01/01/2018;00:15;1073
Grand Lyon;Données temps réel;01/01/2018;00:30;1050
Grand Lyon;Données temps réel;01/01/2018;00:45;1030
Grand Lyon;Données temps réel;01/01/2018;01:00;1014
Grand Lyon;Données temps réel;01/01/2018;01:15;1003
Grand Lyon;Données temps réel;01/01/2018;01:30;979
Grand Lyon;Données temps réel;01/01/2018;01:45;970
Grand Lyon;Données temps réel;01/01/2018;02:00;965
Grand Lyon;Données temps réel;01/01/2018;02:15;955
Grand Lyon;Données temps réel;01/01/2018;02:30;944
Grand Lyon;Données temps réel;01/01/2018;02:45;940
Grand Lyon;Données temps réel;01/01/2018;03:00;926
Grand Lyon;Données temps réel;01/01/2018;03:15;921
Grand Lyon;Données temps réel;01/01/2018;03:30;913
Grand Lyon;Données temps réel;01/01/2018;03:45;909
Grand Lyon;Données temps réel;01/01/2018;04:00;899
Grand Lyon;Données temps réel;01/01/2018;04:15;904
Grand Lyon;Données temps réel;01/01/2018;04:30;908
Grand Lyon;Données temps réel;01/01/2018;04:45;896
Grand Lyon;Données temps réel;01/01/2018;05:00;902
Grand Lyon;Données temps réel;01/01/2018;05:15;911
Grand Lyon;Données temps réel;01/01/2018;05:30;911
Grand Lyon;Données temps réel;01/01/2018;05:45;907
Grand Lyon;Données temps réel;01/01/2018;06:00;906
Grand Lyon;Données temps réel;01/01/2018;06:15;919
Grand Lyon;Données temps réel;01/01/2018;06:30;911
Grand Lyon;Données temps réel;01/01/2018;06:45;911
Grand Lyon;Données temps réel;01/01/2018;07:00;908
Grand Lyon;Données temps réel;01/01/2018;07:15;908
Grand Lyon;Données temps réel;01/01/2018;07:30;907
Grand Lyon;Données temps réel;01/01/2018;07:45;918
Grand Lyon;Données temps réel;01/01/2018;08:00;915
Grand Lyon;Données temps réel;01/01/2018;08:15;895
Grand Lyon;Données temps réel;01/01/2018;08:30;897
Grand Lyon;Données temps réel;01/01/2018;08:45;913
Grand Lyon;Données temps réel;01/01/2018;09:00;909
Grand Lyon;Données temps réel;01/01/2018;09:15;907
Grand Lyon;Données temps réel;01/01/2018;09:30;910
Grand Lyon;Données temps réel;01/01/2018;09:45;920
Grand Lyon;Données temps réel;01/01/2018;10:00;933
Grand Lyon;Données temps réel;01/01/2018;10:15;920
Grand Lyon;Données temps réel;01/01/2018;10:30;937
Grand Lyon;Données temps réel;01/01/2018;10:45;942
Grand Lyon;Données temps réel;01/01/2018;11:00;957
Grand Lyon;Données temps réel;01/01/2018;11:15;968
Grand Lyon;Données temps réel;01/01/2018;11:30;996
Grand Lyon;Données temps réel;01/01/2018;11:45;1018
Grand Lyon;Données temps réel;01/01/2018;12:00;1024
Grand Lyon;Données temps réel;01/01/2018;12:15;1027
Grand Lyon;Données temps réel;01/01/2018;12:30;1032
Grand Lyon;Données temps réel;01/01/2018;12:45;1050
Grand Lyon;Données temps réel;01/01/2018;13:00;1040
Grand Lyon;Données temps réel;01/01/2018;13:15;1036
Grand Lyon;Données temps réel;01/01/2018;13:30;1037
Grand Lyon;Données temps réel;01/01/2018;13:45;1029
Grand Lyon;Données temps réel;01/01/2018;14:00;1013
Grand Lyon;Données temps réel;01/01/2018;14:15;1023
Grand Lyon;Données temps réel;01/01/2018;14:30;1011
Grand Lyon;Données temps réel;01/01/2018;14:45;1017
Grand Lyon;Données temps réel;01/01/2018;15:00;1023
Grand Lyon;Données temps réel;01/01/2018;15:15;1033
Grand Lyon;Données temps réel;01/01/2018;15:30;1027
Grand Lyon;Données temps réel;01/01/2018;15:45;1038
Grand Lyon;Données temps réel;01/01/2018;16:00;1041
Grand Lyon;Données temps réel;01/01/2018;16:15;1045
Grand Lyon;Données temps réel;01/01/2018;16:30;1052
Grand Lyon;Données temps réel;01/01/2018;16:45;1060
Grand Lyon;Données temps réel;01/01/2018;17:00;1064
Grand Lyon;Données temps réel;01/01/2018;17:15;1080
Grand Lyon;Données temps réel;01/01/2018;17:30;1106
Grand Lyon;Données temps réel;01/01/2018;17:45;1118
Grand Lyon;Données temps réel;01/01/2018;18:00;1119
Grand Lyon;Données temps réel;01/01/2018;18:15;1131
Grand Lyon;Données temps réel;01/01/2018;18:30;1131
Grand Lyon;Données temps réel;01/01/2018;18:45;1148
Grand Lyon;Données temps réel;01/01/2018;19:00;1160
Grand Lyon;Données temps réel;01/01/2018;19:15;1153
Grand Lyon;Données temps réel;01/01/2018;19:30;1146
Grand Lyon;Données temps réel;01/01/2018;19:45;1149
Grand Lyon;Données temps réel;01/01/2018;20:00;1144
Grand Lyon;Données temps réel;01/01/2018;20:15;1135
Grand Lyon;Données temps réel;01/01/2018;20:30;1117
Grand Lyon;Données temps réel;01/01/2018;20:45;1129
Grand Lyon;Données temps réel;01/01/2018;21:00;1101
Grand Lyon;Données temps réel;01/01/2018;21:15;1090
Grand Lyon;Données temps réel;01/01/2018;21:30;1064
Grand Lyon;Données temps réel;01/01/2018;21:45;1052
Grand Lyon;Données temps réel;01/01/2018;22:00;1076
Grand Lyon;Données temps réel;01/01/2018;22:15;1060
