Périmètre;Nature;Date;Heures;Consommation;Production;Echanges physiques;;;;
Grand Lyon;Données temps réel;21/10/2019;22:30;890;;;;;;
Grand Lyon;Données temps réel;21/10/2019;22:45;932;;;;;;
Grand Lyon;Données temps réel;21/10/2019;23:00;947;;;;;;
Grand Lyon;Données temps réel;21/10/2019;23:15;956;;;;;;
Grand Lyon;Données temps réel;21/10/2019;23:30;941;;;;;;
Grand Lyon;Données temps réel;21/10/2019;23:45;882;;;;;;
Grand Lyon;Données temps réel;22/10/2019;00:00;842;;;;;;
Grand Lyon;Données temps réel;22/10/2019;00:15;819;;;;;;
Grand Lyon;Données temps réel;22/10/2019;00:30;776;;;;;;
Grand Lyon;Données temps réel;22/10/2019;00:45;758;;;;;;
Grand Lyon;Données temps réel;22/10/2019;01:00;745;;;;;;
Grand Lyon;Données temps réel;22/10/2019;01:15;722;;;;;;
Grand Lyon;Données temps réel;22/10/2019;01:30;702;;;;;;
Grand Lyon;Données temps réel;22/10/2019;01:45;713;;;;;;
Grand Lyon;Données temps réel;22/10/2019;02:00;710;;;;;;
Grand Lyon;Données temps réel;22/10/2019;02:15;696;;;;;;
Grand Lyon;Données temps réel;22/10/2019;02:30;678;;;;;;
Grand Lyon;Données temps réel;22/10/2019;02:45;680;;;;;;
Grand Lyon;Données temps réel;22/10/2019;03:00;678;;;;;;
Grand Lyon;Données temps réel;22/10/2019;03:15;679;;;;;;
Grand Lyon;Données temps réel;22/10/2019;03:30;664;;;;;;
Grand Lyon;Données temps réel;22/10/2019;03:45;665;;;;;;
Grand Lyon;Données temps réel;22/10/2019;04:00;674;;;;;;
Grand Lyon;Données temps réel;22/10/2019;04:15;666;;;;;;
Grand Lyon;Données temps réel;22/10/2019;04:30;666;;;;;;
Grand Lyon;Données temps réel;22/10/2019;04:45;671;;;;;;
Grand Lyon;Données temps réel;22/10/2019;05:00;679;;;;;;
Grand Lyon;Données temps réel;22/10/2019;05:15;707;;;;;;
Grand Lyon;Données temps réel;22/10/2019;05:30;714;;;;;;
Grand Lyon;Données temps réel;22/10/2019;05:45;743;;;;;;
Grand Lyon;Données temps réel;22/10/2019;06:00;756;;;;;;
Grand Lyon;Données temps réel;22/10/2019;06:15;798;;;;;;
Grand Lyon;Données temps réel;22/10/2019;06:30;827;;;;;;
Grand Lyon;Données temps réel;22/10/2019;06:45;845;;;;;;
Grand Lyon;Données temps réel;22/10/2019;07:00;895;;;;;;
Grand Lyon;Données temps réel;22/10/2019;07:15;916;;;;;;
Grand Lyon;Données temps réel;22/10/2019;07:30;955;;;;;;
Grand Lyon;Données temps réel;22/10/2019;07:45;979;;;;;;
Grand Lyon;Données temps réel;22/10/2019;08:00;995;;;;;;
Grand Lyon;Données temps réel;22/10/2019;08:15;1000;;;;;;
Grand Lyon;Données temps réel;22/10/2019;08:30;1001;;;;;;
Grand Lyon;Données temps réel;22/10/2019;08:45;1022;;;;;;
Grand Lyon;Données temps réel;22/10/2019;09:00;1037;;;;;;
Grand Lyon;Données temps réel;22/10/2019;09:15;1041;;;;;;
Grand Lyon;Données temps réel;22/10/2019;09:30;1044;;;;;;
Grand Lyon;Données temps réel;22/10/2019;09:45;1058;;;;;;
Grand Lyon;Données temps réel;22/10/2019;10:00;1055;;;;;;
Grand Lyon;Données temps réel;22/10/2019;10:15;1056;;;;;;
Grand Lyon;Données temps réel;22/10/2019;10:30;1075;;;;;;
Grand Lyon;Données temps réel;22/10/2019;10:45;1079;;;;;;
Grand Lyon;Données temps réel;22/10/2019;11:00;1083;;;;;;
Grand Lyon;Données temps réel;22/10/2019;11:15;1078;;;;;;
Grand Lyon;Données temps réel;22/10/2019;11:30;1087;;;;;;
Grand Lyon;Données temps réel;22/10/2019;11:45;1079;;;;;;
Grand Lyon;Données temps réel;22/10/2019;12:00;1086;;;;;;
Grand Lyon;Données temps réel;22/10/2019;12:15;1086;;;;;;
Grand Lyon;Données temps réel;22/10/2019;12:30;1106;;;;;;
Grand Lyon;Données temps réel;22/10/2019;12:45;1091;;;;;;
Grand Lyon;Données temps réel;22/10/2019;13:00;1079;;;;;;
Grand Lyon;Données temps réel;22/10/2019;13:15;1072;;;;;;
Grand Lyon;Données temps réel;22/10/2019;13:30;1074;;;;;;
Grand Lyon;Données temps réel;22/10/2019;13:45;1058;;;;;;
Grand Lyon;Données temps réel;22/10/2019;14:00;1048;;;;;;
Grand Lyon;Données temps réel;22/10/2019;14:15;1044;;;;;;
Grand Lyon;Données temps réel;22/10/2019;14:30;1041;;;;;;
Grand Lyon;Données temps réel;22/10/2019;14:45;1014;;;;;;
Grand Lyon;Données temps réel;22/10/2019;15:00;1033;;;;;;
Grand Lyon;Données temps réel;22/10/2019;15:15;1023;;;;;;
Grand Lyon;Données temps réel;22/10/2019;15:30;1009;;;;;;
Grand Lyon;Données temps réel;22/10/2019;15:45;995;;;;;;
Grand Lyon;Données temps réel;22/10/2019;16:00;974;;;;;;
Grand Lyon;Données temps réel;22/10/2019;16:15;971;;;;;;
Grand Lyon;Données temps réel;22/10/2019;16:30;974;;;;;;
Grand Lyon;Données temps réel;22/10/2019;16:45;972;;;;;;
Grand Lyon;Données temps réel;22/10/2019;17:00;969;;;;;;
Grand Lyon;Données temps réel;22/10/2019;17:15;971;;;;;;
Grand Lyon;Données temps réel;22/10/2019;17:30;975;;;;;;
Grand Lyon;Données temps réel;22/10/2019;17:45;975;;;;;;
Grand Lyon;Données temps réel;22/10/2019;18:00;1003;;;;;;
Grand Lyon;Données temps réel;22/10/2019;18:15;1010;;;;;;
Grand Lyon;Données temps réel;22/10/2019;18:30;1036;;;;;;
Grand Lyon;Données temps réel;22/10/2019;18:45;1049;;;;;;
Grand Lyon;Données temps réel;22/10/2019;19:00;1088;;;;;;
Grand Lyon;Données temps réel;22/10/2019;19:15;1095;;;;;;
Grand Lyon;Données temps réel;22/10/2019;19:30;1090;;;;;;
Grand Lyon;Données temps réel;22/10/2019;19:45;1065;;;;;;
Grand Lyon;Données temps réel;22/10/2019;20:00;1064;;;;;;
Grand Lyon;Données temps réel;22/10/2019;20:15;1029;;;;;;
Grand Lyon;Données temps réel;22/10/2019;20:30;1007;;;;;;
Grand Lyon;Données temps réel;22/10/2019;20:45;988;;;;;;
Grand Lyon;Données temps réel;22/10/2019;21:00;959;;;;;;
Grand Lyon;Données temps réel;22/10/2019;21:15;956;;;;;;
Grand Lyon;Données temps réel;22/10/2019;21:30;925;;;;;;
Grand Lyon;Données temps réel;22/10/2019;21:45;901;;;;;;
Grand Lyon;Données temps réel;22/10/2019;22:00;903;;;;;;
Grand Lyon;Données temps réel;22/10/2019;22:15;899;;;;;;
Grand Lyon;Données temps réel;22/10/2019;22:30;907;;;;;;
Grand Lyon;Données temps réel;22/10/2019;22:45;961;;;;;;
Grand Lyon;Données temps réel;22/10/2019;23:00;951;;;;;;
Grand Lyon;Données temps réel;22/10/2019;23:15;963;;;;;;
Grand Lyon;Données temps réel;22/10/2019;23:30;933;;;;;;
Grand Lyon;Données temps réel;22/10/2019;23:45;894;;;;;;
Grand Lyon;Données temps réel;23/10/2019;00:00;855;;;;;;
Grand Lyon;Données temps réel;23/10/2019;00:15;839;;;;;;
Grand Lyon;Données temps réel;23/10/2019;00:30;796;;;;;;
Grand Lyon;Données temps réel;23/10/2019;00:45;780;;;;;;
Grand Lyon;Données temps réel;23/10/2019;01:00;745;;;;;;
Grand Lyon;Données temps réel;23/10/2019;01:15;738;;;;;;
Grand Lyon;Données temps réel;23/10/2019;01:30;728;;;;;;
Grand Lyon;Données temps réel;23/10/2019;01:45;729;;;;;;
Grand Lyon;Données temps réel;23/10/2019;02:00;716;;;;;;
Grand Lyon;Données temps réel;23/10/2019;02:15;702;;;;;;
Grand Lyon;Données temps réel;23/10/2019;02:30;690;;;;;;
Grand Lyon;Données temps réel;23/10/2019;02:45;687;;;;;;
Grand Lyon;Données temps réel;23/10/2019;03:00;696;;;;;;
Grand Lyon;Données temps réel;23/10/2019;03:15;669;;;;;;
Grand Lyon;Données temps réel;23/10/2019;03:30;670;;;;;;
Grand Lyon;Données temps réel;23/10/2019;03:45;651;;;;;;
Grand Lyon;Données temps réel;23/10/2019;04:00;665;;;;;;
Grand Lyon;Données temps réel;23/10/2019;04:15;676;;;;;;
Grand Lyon;Données temps réel;23/10/2019;04:30;661;;;;;;
Grand Lyon;Données temps réel;23/10/2019;04:45;668;;;;;;
Grand Lyon;Données temps réel;23/10/2019;05:00;695;;;;;;
Grand Lyon;Données temps réel;23/10/2019;05:15;709;;;;;;
Grand Lyon;Données temps réel;23/10/2019;05:30;702;;;;;;
Grand Lyon;Données temps réel;23/10/2019;05:45;741;;;;;;
Grand Lyon;Données temps réel;23/10/2019;06:00;744;;;;;;
Grand Lyon;Données temps réel;23/10/2019;06:15;797;;;;;;
Grand Lyon;Données temps réel;23/10/2019;06:30;823;;;;;;
Grand Lyon;Données temps réel;23/10/2019;06:45;846;;;;;;
Grand Lyon;Données temps réel;23/10/2019;07:00;889;;;;;;
Grand Lyon;Données temps réel;23/10/2019;07:15;928;;;;;;
Grand Lyon;Données temps réel;23/10/2019;07:30;942;;;;;;
Grand Lyon;Données temps réel;23/10/2019;07:45;981;;;;;;
Grand Lyon;Données temps réel;23/10/2019;08:00;968;;;;;;
Grand Lyon;Données temps réel;23/10/2019;08:15;997;;;;;;
Grand Lyon;Données temps réel;23/10/2019;08:30;1007;;;;;;
Grand Lyon;Données temps réel;23/10/2019;08:45;1022;;;;;;
Grand Lyon;Données temps réel;23/10/2019;09:00;1020;;;;;;
Grand Lyon;Données temps réel;23/10/2019;09:15;1043;;;;;;
Grand Lyon;Données temps réel;23/10/2019;09:30;1032;;;;;;
Grand Lyon;Données temps réel;23/10/2019;09:45;1039;;;;;;
Grand Lyon;Données temps réel;23/10/2019;10:00;1049;;;;;;
Grand Lyon;Données temps réel;23/10/2019;10:15;1064;;;;;;
Grand Lyon;Données temps réel;23/10/2019;10:30;1065;;;;;;
Grand Lyon;Données temps réel;23/10/2019;10:45;1040;;;;;;
Grand Lyon;Données temps réel;23/10/2019;11:00;1053;;;;;;
Grand Lyon;Données temps réel;23/10/2019;11:15;1061;;;;;;
Grand Lyon;Données temps réel;23/10/2019;11:30;1059;;;;;;
Grand Lyon;Données temps réel;23/10/2019;11:45;1068;;;;;;
Grand Lyon;Données temps réel;23/10/2019;12:00;1082;;;;;;
Grand Lyon;Données temps réel;23/10/2019;12:15;1082;;;;;;
Grand Lyon;Données temps réel;23/10/2019;12:30;1064;;;;;;
Grand Lyon;Données temps réel;23/10/2019;12:45;1068;;;;;;
Grand Lyon;Données temps réel;23/10/2019;13:00;1056;;;;;;
Grand Lyon;Données temps réel;23/10/2019;13:15;1065;;;;;;
Grand Lyon;Données temps réel;23/10/2019;13:30;1048;;;;;;
Grand Lyon;Données temps réel;23/10/2019;13:45;1027;;;;;;
Grand Lyon;Données temps réel;23/10/2019;14:00;999;;;;;;
Grand Lyon;Données temps réel;23/10/2019;14:15;1019;;;;;;
Grand Lyon;Données temps réel;23/10/2019;14:30;1015;;;;;;
Grand Lyon;Données temps réel;23/10/2019;14:45;999;;;;;;
Grand Lyon;Données temps réel;23/10/2019;15:00;1001;;;;;;
Grand Lyon;Données temps réel;23/10/2019;15:15;997;;;;;;
Grand Lyon;Données temps réel;23/10/2019;15:30;1006;;;;;;
Grand Lyon;Données temps réel;23/10/2019;15:45;1000;;;;;;
Grand Lyon;Données temps réel;23/10/2019;16:00;1012;;;;;;
Grand Lyon;Données temps réel;23/10/2019;16:15;1001;;;;;;
Grand Lyon;Données temps réel;23/10/2019;16:30;977;;;;;;
Grand Lyon;Données temps réel;23/10/2019;16:45;1002;;;;;;
Grand Lyon;Données temps réel;23/10/2019;17:00;994;;;;;;
Grand Lyon;Données temps réel;23/10/2019;17:15;995;;;;;;
Grand Lyon;Données temps réel;23/10/2019;17:30;998;;;;;;
Grand Lyon;Données temps réel;23/10/2019;17:45;991;;;;;;
Grand Lyon;Données temps réel;23/10/2019;18:00;1002;;;;;;
Grand Lyon;Données temps réel;23/10/2019;18:15;1037;;;;;;
Grand Lyon;Données temps réel;23/10/2019;18:30;1056;;;;;;
Grand Lyon;Données temps réel;23/10/2019;18:45;1057;;;;;;
Grand Lyon;Données temps réel;23/10/2019;19:00;1117;;;;;;
Grand Lyon;Données temps réel;23/10/2019;19:15;1095;;;;;;
Grand Lyon;Données temps réel;23/10/2019;19:30;1089;;;;;;
Grand Lyon;Données temps réel;23/10/2019;19:45;1072;;;;;;
Grand Lyon;Données temps réel;23/10/2019;20:00;1063;;;;;;
Grand Lyon;Données temps réel;23/10/2019;20:15;1039;;;;;;
Grand Lyon;Données temps réel;23/10/2019;20:30;1018;;;;;;
Grand Lyon;Données temps réel;23/10/2019;20:45;996;;;;;;
Grand Lyon;Données temps réel;23/10/2019;21:00;1005;;;;;;
Grand Lyon;Données temps réel;23/10/2019;21:15;975;;;;;;
Grand Lyon;Données temps réel;23/10/2019;21:30;929;;;;;;
Grand Lyon;Données temps réel;23/10/2019;21:45;903;;;;;;
Grand Lyon;Données temps réel;23/10/2019;22:00;905;;;;;;
Grand Lyon;Données temps réel;23/10/2019;22:15;893;;;;;;
Grand Lyon;Données temps réel;23/10/2019;22:30;938;;;;;;
Grand Lyon;Données temps réel;23/10/2019;22:45;966;;;;;;
Grand Lyon;Données temps réel;23/10/2019;23:00;979;;;;;;
Grand Lyon;Données temps réel;23/10/2019;23:15;974;;;;;;
Grand Lyon;Données temps réel;23/10/2019;23:30;940;;;;;;
Grand Lyon;Données temps réel;23/10/2019;23:45;903;;;;;;
Grand Lyon;Données temps réel;24/10/2019;00:00;871;;;;;;
Grand Lyon;Données temps réel;24/10/2019;00:15;840;;;;;;
Grand Lyon;Données temps réel;24/10/2019;00:30;813;;;;;;
Grand Lyon;Données temps réel;24/10/2019;00:45;774;;;;;;
Grand Lyon;Données temps réel;24/10/2019;01:00;748;;;;;;
Grand Lyon;Données temps réel;24/10/2019;01:15;738;;;;;;
Grand Lyon;Données temps réel;24/10/2019;01:30;736;;;;;;
Grand Lyon;Données temps réel;24/10/2019;01:45;729;;;;;;
Grand Lyon;Données temps réel;24/10/2019;02:00;717;;;;;;
Grand Lyon;Données temps réel;24/10/2019;02:15;720;;;;;;
Grand Lyon;Données temps réel;24/10/2019;02:30;703;;;;;;
Grand Lyon;Données temps réel;24/10/2019;02:45;691;;;;;;
Grand Lyon;Données temps réel;24/10/2019;03:00;691;;;;;;
Grand Lyon;Données temps réel;24/10/2019;03:15;686;;;;;;
Grand Lyon;Données temps réel;24/10/2019;03:30;686;;;;;;
Grand Lyon;Données temps réel;24/10/2019;03:45;682;;;;;;
Grand Lyon;Données temps réel;24/10/2019;04:00;678;;;;;;
Grand Lyon;Données temps réel;24/10/2019;04:15;671;;;;;;
Grand Lyon;Données temps réel;24/10/2019;04:30;680;;;;;;
Grand Lyon;Données temps réel;24/10/2019;04:45;673;;;;;;
Grand Lyon;Données temps réel;24/10/2019;05:00;695;;;;;;
Grand Lyon;Données temps réel;24/10/2019;05:15;706;;;;;;
Grand Lyon;Données temps réel;24/10/2019;05:30;715;;;;;;
Grand Lyon;Données temps réel;24/10/2019;05:45;740;;;;;;
Grand Lyon;Données temps réel;24/10/2019;06:00;761;;;;;;
Grand Lyon;Données temps réel;24/10/2019;06:15;806;;;;;;
Grand Lyon;Données temps réel;24/10/2019;06:30;847;;;;;;
Grand Lyon;Données temps réel;24/10/2019;06:45;844;;;;;;
Grand Lyon;Données temps réel;24/10/2019;07:00;885;;;;;;
Grand Lyon;Données temps réel;24/10/2019;07:15;921;;;;;;
Grand Lyon;Données temps réel;24/10/2019;07:30;954;;;;;;
Grand Lyon;Données temps réel;24/10/2019;07:45;999;;;;;;
Grand Lyon;Données temps réel;24/10/2019;08:00;991;;;;;;
Grand Lyon;Données temps réel;24/10/2019;08:15;1000;;;;;;
Grand Lyon;Données temps réel;24/10/2019;08:30;1007;;;;;;
Grand Lyon;Données temps réel;24/10/2019;08:45;1021;;;;;;
Grand Lyon;Données temps réel;24/10/2019;09:00;1008;;;;;;
Grand Lyon;Données temps réel;24/10/2019;09:15;1029;;;;;;
Grand Lyon;Données temps réel;24/10/2019;09:30;1016;;;;;;
Grand Lyon;Données temps réel;24/10/2019;09:45;1020;;;;;;
Grand Lyon;Données temps réel;24/10/2019;10:00;1019;;;;;;
Grand Lyon;Données temps réel;24/10/2019;10:15;1010;;;;;;
Grand Lyon;Données temps réel;24/10/2019;10:30;1021;;;;;;
Grand Lyon;Données temps réel;24/10/2019;10:45;1004;;;;;;
Grand Lyon;Données temps réel;24/10/2019;11:00;1004;;;;;;
Grand Lyon;Données temps réel;24/10/2019;11:15;1014;;;;;;
Grand Lyon;Données temps réel;24/10/2019;11:30;1040;;;;;;
Grand Lyon;Données temps réel;24/10/2019;11:45;1031;;;;;;
Grand Lyon;Données temps réel;24/10/2019;12:00;1042;;;;;;
Grand Lyon;Données temps réel;24/10/2019;12:15;1028;;;;;;
Grand Lyon;Données temps réel;24/10/2019;12:30;1039;;;;;;
Grand Lyon;Données temps réel;24/10/2019;12:45;1017;;;;;;
Grand Lyon;Données temps réel;24/10/2019;13:00;1017;;;;;;
Grand Lyon;Données temps réel;24/10/2019;13:15;1026;;;;;;
Grand Lyon;Données temps réel;24/10/2019;13:30;993;;;;;;
Grand Lyon;Données temps réel;24/10/2019;13:45;983;;;;;;
Grand Lyon;Données temps réel;24/10/2019;14:00;971;;;;;;
Grand Lyon;Données temps réel;24/10/2019;14:15;977;;;;;;
Grand Lyon;Données temps réel;24/10/2019;14:30;966;;;;;;
Grand Lyon;Données temps réel;24/10/2019;14:45;954;;;;;;
Grand Lyon;Données temps réel;24/10/2019;15:00;952;;;;;;
Grand Lyon;Données temps réel;24/10/2019;15:15;952;;;;;;
Grand Lyon;Données temps réel;24/10/2019;15:30;953;;;;;;
Grand Lyon;Données temps réel;24/10/2019;15:45;939;;;;;;
Grand Lyon;Données temps réel;24/10/2019;16:00;932;;;;;;
Grand Lyon;Données temps réel;24/10/2019;16:15;928;;;;;;
Grand Lyon;Données temps réel;24/10/2019;16:30;904;;;;;;
Grand Lyon;Données temps réel;24/10/2019;16:45;924;;;;;;
Grand Lyon;Données temps réel;24/10/2019;17:00;902;;;;;;
Grand Lyon;Données temps réel;24/10/2019;17:15;909;;;;;;
Grand Lyon;Données temps réel;24/10/2019;17:30;915;;;;;;
Grand Lyon;Données temps réel;24/10/2019;17:45;901;;;;;;
Grand Lyon;Données temps réel;24/10/2019;18:00;925;;;;;;
Grand Lyon;Données temps réel;24/10/2019;18:15;939;;;;;;
Grand Lyon;Données temps réel;24/10/2019;18:30;952;;;;;;
Grand Lyon;Données temps réel;24/10/2019;18:45;980;;;;;;
Grand Lyon;Données temps réel;24/10/2019;19:00;1034;;;;;;
Grand Lyon;Données temps réel;24/10/2019;19:15;1046;;;;;;
Grand Lyon;Données temps réel;24/10/2019;19:30;1043;;;;;;
Grand Lyon;Données temps réel;24/10/2019;19:45;1035;;;;;;
Grand Lyon;Données temps réel;24/10/2019;20:00;1038;;;;;;
Grand Lyon;Données temps réel;24/10/2019;20:15;1017;;;;;;
Grand Lyon;Données temps réel;24/10/2019;20:30;992;;;;;;
Grand Lyon;Données temps réel;24/10/2019;20:45;971;;;;;;
Grand Lyon;Données temps réel;24/10/2019;21:00;942;;;;;;
Grand Lyon;Données temps réel;24/10/2019;21:15;936;;;;;;
Grand Lyon;Données temps réel;24/10/2019;21:30;898;;;;;;
Grand Lyon;Données temps réel;24/10/2019;21:45;878;;;;;;
Grand Lyon;Données temps réel;24/10/2019;22:00;865;;;;;;
Grand Lyon;Données temps réel;24/10/2019;22:15;870;;;;;;
Grand Lyon;Données temps réel;24/10/2019;22:30;879;;;;;;
Grand Lyon;Données temps réel;24/10/2019;22:45;944;;;;;;
Grand Lyon;Données temps réel;24/10/2019;23:00;939;;;;;;
Grand Lyon;Données temps réel;24/10/2019;23:15;952;;;;;;
Grand Lyon;Données temps réel;24/10/2019;23:30;921;;;;;;
Grand Lyon;Données temps réel;24/10/2019;23:45;887;;;;;;
Grand Lyon;Données temps réel;25/10/2019;00:00;842;;;;;;
Grand Lyon;Données temps réel;25/10/2019;00:15;801;;;;;;
Grand Lyon;Données temps réel;25/10/2019;00:30;796;;;;;;
Grand Lyon;Données temps réel;25/10/2019;00:45;750;;;;;;
Grand Lyon;Données temps réel;25/10/2019;01:00;735;;;;;;
Grand Lyon;Données temps réel;25/10/2019;01:15;716;;;;;;
Grand Lyon;Données temps réel;25/10/2019;01:30;711;;;;;;
Grand Lyon;Données temps réel;25/10/2019;01:45;703;;;;;;
Grand Lyon;Données temps réel;25/10/2019;02:00;695;;;;;;
Grand Lyon;Données temps réel;25/10/2019;02:15;690;;;;;;
Grand Lyon;Données temps réel;25/10/2019;02:30;681;;;;;;
Grand Lyon;Données temps réel;25/10/2019;02:45;679;;;;;;
Grand Lyon;Données temps réel;25/10/2019;03:00;665;;;;;;
Grand Lyon;Données temps réel;25/10/2019;03:15;671;;;;;;
Grand Lyon;Données temps réel;25/10/2019;03:30;663;;;;;;
Grand Lyon;Données temps réel;25/10/2019;03:45;654;;;;;;
Grand Lyon;Données temps réel;25/10/2019;04:00;666;;;;;;
Grand Lyon;Données temps réel;25/10/2019;04:15;666;;;;;;
Grand Lyon;Données temps réel;25/10/2019;04:30;673;;;;;;
Grand Lyon;Données temps réel;25/10/2019;04:45;670;;;;;;
Grand Lyon;Données temps réel;25/10/2019;05:00;691;;;;;;
Grand Lyon;Données temps réel;25/10/2019;05:15;708;;;;;;
Grand Lyon;Données temps réel;25/10/2019;05:30;713;;;;;;
Grand Lyon;Données temps réel;25/10/2019;05:45;732;;;;;;
Grand Lyon;Données temps réel;25/10/2019;06:00;747;;;;;;
Grand Lyon;Données temps réel;25/10/2019;06:15;788;;;;;;
Grand Lyon;Données temps réel;25/10/2019;06:30;818;;;;;;
Grand Lyon;Données temps réel;25/10/2019;06:45;837;;;;;;
Grand Lyon;Données temps réel;25/10/2019;07:00;885;;;;;;
Grand Lyon;Données temps réel;25/10/2019;07:15;913;;;;;;
Grand Lyon;Données temps réel;25/10/2019;07:30;945;;;;;;
Grand Lyon;Données temps réel;25/10/2019;07:45;954;;;;;;
Grand Lyon;Données temps réel;25/10/2019;08:00;980;;;;;;
Grand Lyon;Données temps réel;25/10/2019;08:15;987;;;;;;
Grand Lyon;Données temps réel;25/10/2019;08:30;988;;;;;;
Grand Lyon;Données temps réel;25/10/2019;08:45;1027;;;;;;
Grand Lyon;Données temps réel;25/10/2019;09:00;1015;;;;;;
Grand Lyon;Données temps réel;25/10/2019;09:15;1034;;;;;;
Grand Lyon;Données temps réel;25/10/2019;09:30;1025;;;;;;
Grand Lyon;Données temps réel;25/10/2019;09:45;1029;;;;;;
Grand Lyon;Données temps réel;25/10/2019;10:00;1013;;;;;;
Grand Lyon;Données temps réel;25/10/2019;10:15;1022;;;;;;
Grand Lyon;Données temps réel;25/10/2019;10:30;1029;;;;;;
Grand Lyon;Données temps réel;25/10/2019;10:45;1018;;;;;;
Grand Lyon;Données temps réel;25/10/2019;11:00;1007;;;;;;
Grand Lyon;Données temps réel;25/10/2019;11:15;1014;;;;;;
Grand Lyon;Données temps réel;25/10/2019;11:30;1021;;;;;;
Grand Lyon;Données temps réel;25/10/2019;11:45;1026;;;;;;
Grand Lyon;Données temps réel;25/10/2019;12:00;1028;;;;;;
Grand Lyon;Données temps réel;25/10/2019;12:15;1021;;;;;;
Grand Lyon;Données temps réel;25/10/2019;12:30;1023;;;;;;
Grand Lyon;Données temps réel;25/10/2019;12:45;1017;;;;;;
Grand Lyon;Données temps réel;25/10/2019;13:00;1008;;;;;;
Grand Lyon;Données temps réel;25/10/2019;13:15;1011;;;;;;
Grand Lyon;Données temps réel;25/10/2019;13:30;998;;;;;;
Grand Lyon;Données temps réel;25/10/2019;13:45;1014;;;;;;
Grand Lyon;Données temps réel;25/10/2019;14:00;981;;;;;;
Grand Lyon;Données temps réel;25/10/2019;14:15;968;;;;;;
Grand Lyon;Données temps réel;25/10/2019;14:30;964;;;;;;
Grand Lyon;Données temps réel;25/10/2019;14:45;955;;;;;;
Grand Lyon;Données temps réel;25/10/2019;15:00;936;;;;;;
Grand Lyon;Données temps réel;25/10/2019;15:15;943;;;;;;
Grand Lyon;Données temps réel;25/10/2019;15:30;919;;;;;;
Grand Lyon;Données temps réel;25/10/2019;15:45;915;;;;;;
Grand Lyon;Données temps réel;25/10/2019;16:00;892;;;;;;
Grand Lyon;Données temps réel;25/10/2019;16:15;897;;;;;;
Grand Lyon;Données temps réel;25/10/2019;16:30;895;;;;;;
Grand Lyon;Données temps réel;25/10/2019;16:45;905;;;;;;
Grand Lyon;Données temps réel;25/10/2019;17:00;893;;;;;;
Grand Lyon;Données temps réel;25/10/2019;17:15;885;;;;;;
Grand Lyon;Données temps réel;25/10/2019;17:30;874;;;;;;
Grand Lyon;Données temps réel;25/10/2019;17:45;892;;;;;;
Grand Lyon;Données temps réel;25/10/2019;18:00;887;;;;;;
Grand Lyon;Données temps réel;25/10/2019;18:15;902;;;;;;
Grand Lyon;Données temps réel;25/10/2019;18:30;916;;;;;;
Grand Lyon;Données temps réel;25/10/2019;18:45;943;;;;;;
Grand Lyon;Données temps réel;25/10/2019;19:00;998;;;;;;
Grand Lyon;Données temps réel;25/10/2019;19:15;1015;;;;;;
Grand Lyon;Données temps réel;25/10/2019;19:30;990;;;;;;
Grand Lyon;Données temps réel;25/10/2019;19:45;984;;;;;;
Grand Lyon;Données temps réel;25/10/2019;20:00;970;;;;;;
Grand Lyon;Données temps réel;25/10/2019;20:15;954;;;;;;
Grand Lyon;Données temps réel;25/10/2019;20:30;929;;;;;;
Grand Lyon;Données temps réel;25/10/2019;20:45;910;;;;;;
Grand Lyon;Données temps réel;25/10/2019;21:00;903;;;;;;
Grand Lyon;Données temps réel;25/10/2019;21:15;890;;;;;;
Grand Lyon;Données temps réel;25/10/2019;21:30;865;;;;;;
Grand Lyon;Données temps réel;25/10/2019;21:45;845;;;;;;
Grand Lyon;Données temps réel;25/10/2019;22:00;837;;;;;;
Grand Lyon;Données temps réel;25/10/2019;22:15;847;;;;;;
Grand Lyon;Données temps réel;25/10/2019;22:30;879;;;;;;
Grand Lyon;Données temps réel;25/10/2019;22:45;927;;;;;;
Grand Lyon;Données temps réel;25/10/2019;23:00;914;;;;;;
Grand Lyon;Données temps réel;25/10/2019;23:15;925;;;;;;
Grand Lyon;Données temps réel;25/10/2019;23:30;911;;;;;;
Grand Lyon;Données temps réel;25/10/2019;23:45;866;;;;;;
Grand Lyon;Données temps réel;26/10/2019;00:00;844;;;;;;
Grand Lyon;Données temps réel;26/10/2019;00:15;795;;;;;;
Grand Lyon;Données temps réel;26/10/2019;00:30;787;;;;;;
Grand Lyon;Données temps réel;26/10/2019;00:45;758;;;;;;
Grand Lyon;Données temps réel;26/10/2019;01:00;757;;;;;;
Grand Lyon;Données temps réel;26/10/2019;01:15;734;;;;;;
Grand Lyon;Données temps réel;26/10/2019;01:30;717;;;;;;
Grand Lyon;Données temps réel;26/10/2019;01:45;711;;;;;;
Grand Lyon;Données temps réel;26/10/2019;02:00;694;;;;;;
Grand Lyon;Données temps réel;26/10/2019;02:15;693;;;;;;
Grand Lyon;Données temps réel;26/10/2019;02:30;683;;;;;;
Grand Lyon;Données temps réel;26/10/2019;02:45;671;;;;;;
Grand Lyon;Données temps réel;26/10/2019;03:00;664;;;;;;
Grand Lyon;Données temps réel;26/10/2019;03:15;661;;;;;;
Grand Lyon;Données temps réel;26/10/2019;03:30;656;;;;;;
Grand Lyon;Données temps réel;26/10/2019;03:45;648;;;;;;
