Périmètre;Nature;Date;Heures;Consommation;Production;Echanges physiques;;;;
Grand Lyon;Données temps réel;26/02/2022;06:00;989;;;;;;
Grand Lyon;Données temps réel;26/02/2022;06:15;1009;;;;;;
Grand Lyon;Données temps réel;26/02/2022;06:30;1007;;;;;;
Grand Lyon;Données temps réel;26/02/2022;06:45;1019;;;;;;
Grand Lyon;Données temps réel;26/02/2022;07:00;1032;;;;;;
Grand Lyon;Données temps réel;26/02/2022;07:15;1031;;;;;;
Grand Lyon;Données temps réel;26/02/2022;07:30;1025;;;;;;
Grand Lyon;Données temps réel;26/02/2022;07:45;1044;;;;;;
Grand Lyon;Données temps réel;26/02/2022;08:00;1050;;;;;;
Grand Lyon;Données temps réel;26/02/2022;08:15;1086;;;;;;
Grand Lyon;Données temps réel;26/02/2022;08:30;1084;;;;;;
Grand Lyon;Données temps réel;26/02/2022;08:45;1089;;;;;;
Grand Lyon;Données temps réel;26/02/2022;09:00;1097;;;;;;
Grand Lyon;Données temps réel;26/02/2022;09:15;1103;;;;;;
Grand Lyon;Données temps réel;26/02/2022;09:30;1110;;;;;;
Grand Lyon;Données temps réel;26/02/2022;09:45;1118;;;;;;
Grand Lyon;Données temps réel;26/02/2022;10:00;1112;;;;;;
Grand Lyon;Données temps réel;26/02/2022;10:15;1135;;;;;;
Grand Lyon;Données temps réel;26/02/2022;10:30;1124;;;;;;
Grand Lyon;Données temps réel;26/02/2022;10:45;1126;;;;;;
Grand Lyon;Données temps réel;26/02/2022;11:00;1123;;;;;;
Grand Lyon;Données temps réel;26/02/2022;11:15;1118;;;;;;
Grand Lyon;Données temps réel;26/02/2022;11:30;1124;;;;;;
Grand Lyon;Données temps réel;26/02/2022;11:45;1131;;;;;;
Grand Lyon;Données temps réel;26/02/2022;12:00;1135;;;;;;
Grand Lyon;Données temps réel;26/02/2022;12:15;1147;;;;;;
Grand Lyon;Données temps réel;26/02/2022;12:30;1147;;;;;;
Grand Lyon;Données temps réel;26/02/2022;12:45;1146;;;;;;
Grand Lyon;Données temps réel;26/02/2022;13:00;1124;;;;;;
Grand Lyon;Données temps réel;26/02/2022;13:15;1117;;;;;;
Grand Lyon;Données temps réel;26/02/2022;13:30;1099;;;;;;
Grand Lyon;Données temps réel;26/02/2022;13:45;1077;;;;;;
Grand Lyon;Données temps réel;26/02/2022;14:00;1060;;;;;;
Grand Lyon;Données temps réel;26/02/2022;14:15;1058;;;;;;
Grand Lyon;Données temps réel;26/02/2022;14:30;1034;;;;;;
Grand Lyon;Données temps réel;26/02/2022;14:45;1028;;;;;;
Grand Lyon;Données temps réel;26/02/2022;15:00;1024;;;;;;
Grand Lyon;Données temps réel;26/02/2022;15:15;1014;;;;;;
Grand Lyon;Données temps réel;26/02/2022;15:30;994;;;;;;
Grand Lyon;Données temps réel;26/02/2022;15:45;988;;;;;;
Grand Lyon;Données temps réel;26/02/2022;16:00;982;;;;;;
Grand Lyon;Données temps réel;26/02/2022;16:15;987;;;;;;
Grand Lyon;Données temps réel;26/02/2022;16:30;972;;;;;;
Grand Lyon;Données temps réel;26/02/2022;16:45;988;;;;;;
Grand Lyon;Données temps réel;26/02/2022;17:00;967;;;;;;
Grand Lyon;Données temps réel;26/02/2022;17:15;996;;;;;;
Grand Lyon;Données temps réel;26/02/2022;17:30;992;;;;;;
Grand Lyon;Données temps réel;26/02/2022;17:45;1015;;;;;;
Grand Lyon;Données temps réel;26/02/2022;18:00;1016;;;;;;
Grand Lyon;Données temps réel;26/02/2022;18:15;1049;;;;;;
Grand Lyon;Données temps réel;26/02/2022;18:30;1068;;;;;;
Grand Lyon;Données temps réel;26/02/2022;18:45;1134;;;;;;
Grand Lyon;Données temps réel;26/02/2022;19:00;1151;;;;;;
Grand Lyon;Données temps réel;26/02/2022;19:15;1156;;;;;;
Grand Lyon;Données temps réel;26/02/2022;19:30;1172;;;;;;
Grand Lyon;Données temps réel;26/02/2022;19:45;1166;;;;;;
Grand Lyon;Données temps réel;26/02/2022;20:00;1167;;;;;;
Grand Lyon;Données temps réel;26/02/2022;20:15;1152;;;;;;
Grand Lyon;Données temps réel;26/02/2022;20:30;1148;;;;;;
Grand Lyon;Données temps réel;26/02/2022;20:45;1154;;;;;;
Grand Lyon;Données temps réel;26/02/2022;21:00;1125;;;;;;
Grand Lyon;Données temps réel;26/02/2022;21:15;1114;;;;;;
Grand Lyon;Données temps réel;26/02/2022;21:30;1107;;;;;;
Grand Lyon;Données temps réel;26/02/2022;21:45;1104;;;;;;
Grand Lyon;Données temps réel;26/02/2022;22:00;1089;;;;;;
Grand Lyon;Données temps réel;26/02/2022;22:15;1122;;;;;;
Grand Lyon;Données temps réel;26/02/2022;22:30;1159;;;;;;
Grand Lyon;Données temps réel;26/02/2022;22:45;1182;;;;;;
Grand Lyon;Données temps réel;26/02/2022;23:00;1167;;;;;;
Grand Lyon;Données temps réel;26/02/2022;23:15;1179;;;;;;
Grand Lyon;Données temps réel;26/02/2022;23:30;1163;;;;;;
Grand Lyon;Données temps réel;26/02/2022;23:45;1149;;;;;;
Grand Lyon;Données temps réel;27/02/2022;00:00;1120;;;;;;
Grand Lyon;Données temps réel;27/02/2022;00:15;1113;;;;;;
Grand Lyon;Données temps réel;27/02/2022;00:30;1083;;;;;;
Grand Lyon;Données temps réel;27/02/2022;00:45;1067;;;;;;
Grand Lyon;Données temps réel;27/02/2022;01:00;1060;;;;;;
Grand Lyon;Données temps réel;27/02/2022;01:15;1063;;;;;;
Grand Lyon;Données temps réel;27/02/2022;01:30;1040;;;;;;
Grand Lyon;Données temps réel;27/02/2022;01:45;1049;;;;;;
Grand Lyon;Données temps réel;27/02/2022;02:00;1047;;;;;;
Grand Lyon;Données temps réel;27/02/2022;02:15;1037;;;;;;
Grand Lyon;Données temps réel;27/02/2022;02:30;1011;;;;;;
Grand Lyon;Données temps réel;27/02/2022;02:45;1021;;;;;;
Grand Lyon;Données temps réel;27/02/2022;03:00;1014;;;;;;
Grand Lyon;Données temps réel;27/02/2022;03:15;1020;;;;;;
Grand Lyon;Données temps réel;27/02/2022;03:30;1009;;;;;;
Grand Lyon;Données temps réel;27/02/2022;03:45;1013;;;;;;
Grand Lyon;Données temps réel;27/02/2022;04:00;1008;;;;;;
Grand Lyon;Données temps réel;27/02/2022;04:15;1021;;;;;;
Grand Lyon;Données temps réel;27/02/2022;04:30;1003;;;;;;
Grand Lyon;Données temps réel;27/02/2022;04:45;1020;;;;;;
Grand Lyon;Données temps réel;27/02/2022;05:00;1012;;;;;;
Grand Lyon;Données temps réel;27/02/2022;05:15;1037;;;;;;
Grand Lyon;Données temps réel;27/02/2022;05:30;1016;;;;;;
Grand Lyon;Données temps réel;27/02/2022;05:45;1031;;;;;;
Grand Lyon;Données temps réel;27/02/2022;06:00;1017;;;;;;
Grand Lyon;Données temps réel;27/02/2022;06:15;1030;;;;;;
Grand Lyon;Données temps réel;27/02/2022;06:30;1022;;;;;;
Grand Lyon;Données temps réel;27/02/2022;06:45;1024;;;;;;
Grand Lyon;Données temps réel;27/02/2022;07:00;1046;;;;;;
Grand Lyon;Données temps réel;27/02/2022;07:15;1031;;;;;;
Grand Lyon;Données temps réel;27/02/2022;07:30;1037;;;;;;
Grand Lyon;Données temps réel;27/02/2022;07:45;1044;;;;;;
Grand Lyon;Données temps réel;27/02/2022;08:00;1062;;;;;;
Grand Lyon;Données temps réel;27/02/2022;08:15;1071;;;;;;
Grand Lyon;Données temps réel;27/02/2022;08:30;1079;;;;;;
Grand Lyon;Données temps réel;27/02/2022;08:45;1080;;;;;;
Grand Lyon;Données temps réel;27/02/2022;09:00;1095;;;;;;
Grand Lyon;Données temps réel;27/02/2022;09:15;1103;;;;;;
Grand Lyon;Données temps réel;27/02/2022;09:30;1091;;;;;;
Grand Lyon;Données temps réel;27/02/2022;09:45;1099;;;;;;
Grand Lyon;Données temps réel;27/02/2022;10:00;1104;;;;;;
Grand Lyon;Données temps réel;27/02/2022;10:15;1120;;;;;;
Grand Lyon;Données temps réel;27/02/2022;10:30;1116;;;;;;
Grand Lyon;Données temps réel;27/02/2022;10:45;1124;;;;;;
Grand Lyon;Données temps réel;27/02/2022;11:00;1116;;;;;;
Grand Lyon;Données temps réel;27/02/2022;11:15;1115;;;;;;
Grand Lyon;Données temps réel;27/02/2022;11:30;1131;;;;;;
Grand Lyon;Données temps réel;27/02/2022;11:45;1143;;;;;;
Grand Lyon;Données temps réel;27/02/2022;12:00;1152;;;;;;
Grand Lyon;Données temps réel;27/02/2022;12:15;1160;;;;;;
Grand Lyon;Données temps réel;27/02/2022;12:30;1152;;;;;;
Grand Lyon;Données temps réel;27/02/2022;12:45;1138;;;;;;
Grand Lyon;Données temps réel;27/02/2022;13:00;1120;;;;;;
Grand Lyon;Données temps réel;27/02/2022;13:15;1100;;;;;;
Grand Lyon;Données temps réel;27/02/2022;13:30;1078;;;;;;
Grand Lyon;Données temps réel;27/02/2022;13:45;1062;;;;;;
Grand Lyon;Données temps réel;27/02/2022;14:00;1037;;;;;;
Grand Lyon;Données temps réel;27/02/2022;14:15;1027;;;;;;
Grand Lyon;Données temps réel;27/02/2022;14:30;1007;;;;;;
Grand Lyon;Données temps réel;27/02/2022;14:45;1005;;;;;;
Grand Lyon;Données temps réel;27/02/2022;15:00;1005;;;;;;
Grand Lyon;Données temps réel;27/02/2022;15:15;1008;;;;;;
Grand Lyon;Données temps réel;27/02/2022;15:30;984;;;;;;
Grand Lyon;Données temps réel;27/02/2022;15:45;975;;;;;;
Grand Lyon;Données temps réel;27/02/2022;16:00;992;;;;;;
Grand Lyon;Données temps réel;27/02/2022;16:15;977;;;;;;
Grand Lyon;Données temps réel;27/02/2022;16:30;961;;;;;;
Grand Lyon;Données temps réel;27/02/2022;16:45;980;;;;;;
Grand Lyon;Données temps réel;27/02/2022;17:00;986;;;;;;
Grand Lyon;Données temps réel;27/02/2022;17:15;990;;;;;;
Grand Lyon;Données temps réel;27/02/2022;17:30;1007;;;;;;
Grand Lyon;Données temps réel;27/02/2022;17:45;1026;;;;;;
Grand Lyon;Données temps réel;27/02/2022;18:00;1039;;;;;;
Grand Lyon;Données temps réel;27/02/2022;18:15;1088;;;;;;
Grand Lyon;Données temps réel;27/02/2022;18:30;1118;;;;;;
Grand Lyon;Données temps réel;27/02/2022;18:45;1185;;;;;;
Grand Lyon;Données temps réel;27/02/2022;19:00;1211;;;;;;
Grand Lyon;Données temps réel;27/02/2022;19:15;1237;;;;;;
Grand Lyon;Données temps réel;27/02/2022;19:30;1236;;;;;;
Grand Lyon;Données temps réel;27/02/2022;19:45;1240;;;;;;
Grand Lyon;Données temps réel;27/02/2022;20:00;1236;;;;;;
Grand Lyon;Données temps réel;27/02/2022;20:15;1219;;;;;;
Grand Lyon;Données temps réel;27/02/2022;20:30;1218;;;;;;
Grand Lyon;Données temps réel;27/02/2022;20:45;1210;;;;;;
Grand Lyon;Données temps réel;27/02/2022;21:00;1203;;;;;;
Grand Lyon;Données temps réel;27/02/2022;21:15;1184;;;;;;
Grand Lyon;Données temps réel;27/02/2022;21:30;1181;;;;;;
Grand Lyon;Données temps réel;27/02/2022;21:45;1160;;;;;;
Grand Lyon;Données temps réel;27/02/2022;22:00;1154;;;;;;
Grand Lyon;Données temps réel;27/02/2022;22:15;1164;;;;;;
Grand Lyon;Données temps réel;27/02/2022;22:30;1164;;;;;;
Grand Lyon;Données temps réel;27/02/2022;22:45;1226;;;;;;
Grand Lyon;Données temps réel;27/02/2022;23:00;1205;;;;;;
Grand Lyon;Données temps réel;27/02/2022;23:15;1227;;;;;;
Grand Lyon;Données temps réel;27/02/2022;23:30;1199;;;;;;
Grand Lyon;Données temps réel;27/02/2022;23:45;1179;;;;;;
Grand Lyon;Données temps réel;28/02/2022;00:00;1156;;;;;;
Grand Lyon;Données temps réel;28/02/2022;00:15;1139;;;;;;
Grand Lyon;Données temps réel;28/02/2022;00:30;1104;;;;;;
Grand Lyon;Données temps réel;28/02/2022;00:45;1110;;;;;;
Grand Lyon;Données temps réel;28/02/2022;01:00;1089;;;;;;
Grand Lyon;Données temps réel;28/02/2022;01:15;1092;;;;;;
Grand Lyon;Données temps réel;28/02/2022;01:30;1082;;;;;;
Grand Lyon;Données temps réel;28/02/2022;01:45;1075;;;;;;
Grand Lyon;Données temps réel;28/02/2022;02:00;1068;;;;;;
Grand Lyon;Données temps réel;28/02/2022;02:15;1078;;;;;;
Grand Lyon;Données temps réel;28/02/2022;02:30;1056;;;;;;
Grand Lyon;Données temps réel;28/02/2022;02:45;1067;;;;;;
Grand Lyon;Données temps réel;28/02/2022;03:00;1050;;;;;;
Grand Lyon;Données temps réel;28/02/2022;03:15;1050;;;;;;
Grand Lyon;Données temps réel;28/02/2022;03:30;1046;;;;;;
Grand Lyon;Données temps réel;28/02/2022;03:45;1055;;;;;;
Grand Lyon;Données temps réel;28/02/2022;04:00;1048;;;;;;
Grand Lyon;Données temps réel;28/02/2022;04:15;1058;;;;;;
Grand Lyon;Données temps réel;28/02/2022;04:30;1053;;;;;;
Grand Lyon;Données temps réel;28/02/2022;04:45;1072;;;;;;
Grand Lyon;Données temps réel;28/02/2022;05:00;1079;;;;;;
Grand Lyon;Données temps réel;28/02/2022;05:15;1116;;;;;;
Grand Lyon;Données temps réel;28/02/2022;05:30;1119;;;;;;
Grand Lyon;Données temps réel;28/02/2022;05:45;1141;;;;;;
Grand Lyon;Données temps réel;28/02/2022;06:00;1162;;;;;;
Grand Lyon;Données temps réel;28/02/2022;06:15;1207;;;;;;
Grand Lyon;Données temps réel;28/02/2022;06:30;1226;;;;;;
Grand Lyon;Données temps réel;28/02/2022;06:45;1264;;;;;;
Grand Lyon;Données temps réel;28/02/2022;07:00;1317;;;;;;
Grand Lyon;Données temps réel;28/02/2022;07:15;1334;;;;;;
Grand Lyon;Données temps réel;28/02/2022;07:30;1359;;;;;;
Grand Lyon;Données temps réel;28/02/2022;07:45;1384;;;;;;
Grand Lyon;Données temps réel;28/02/2022;08:00;1378;;;;;;
Grand Lyon;Données temps réel;28/02/2022;08:15;1390;;;;;;
Grand Lyon;Données temps réel;28/02/2022;08:30;1401;;;;;;
Grand Lyon;Données temps réel;28/02/2022;08:45;1405;;;;;;
Grand Lyon;Données temps réel;28/02/2022;09:00;1398;;;;;;
Grand Lyon;Données temps réel;28/02/2022;09:15;1393;;;;;;
Grand Lyon;Données temps réel;28/02/2022;09:30;1384;;;;;;
Grand Lyon;Données temps réel;28/02/2022;09:45;1393;;;;;;
Grand Lyon;Données temps réel;28/02/2022;10:00;1351;;;;;;
Grand Lyon;Données temps réel;28/02/2022;10:15;1348;;;;;;
Grand Lyon;Données temps réel;28/02/2022;10:30;1349;;;;;;
Grand Lyon;Données temps réel;28/02/2022;10:45;1348;;;;;;
Grand Lyon;Données temps réel;28/02/2022;11:00;1345;;;;;;
Grand Lyon;Données temps réel;28/02/2022;11:15;1328;;;;;;
Grand Lyon;Données temps réel;28/02/2022;11:30;1335;;;;;;
Grand Lyon;Données temps réel;28/02/2022;11:45;1328;;;;;;
Grand Lyon;Données temps réel;28/02/2022;12:00;1323;;;;;;
Grand Lyon;Données temps réel;28/02/2022;12:15;1331;;;;;;
Grand Lyon;Données temps réel;28/02/2022;12:30;1318;;;;;;
Grand Lyon;Données temps réel;28/02/2022;12:45;1326;;;;;;
Grand Lyon;Données temps réel;28/02/2022;13:00;1284;;;;;;
Grand Lyon;Données temps réel;28/02/2022;13:15;1274;;;;;;
Grand Lyon;Données temps réel;28/02/2022;13:30;1255;;;;;;
Grand Lyon;Données temps réel;28/02/2022;13:45;1244;;;;;;
Grand Lyon;Données temps réel;28/02/2022;14:00;1223;;;;;;
Grand Lyon;Données temps réel;28/02/2022;14:15;1199;;;;;;
Grand Lyon;Données temps réel;28/02/2022;14:30;1210;;;;;;
Grand Lyon;Données temps réel;28/02/2022;14:45;1166;;;;;;
Grand Lyon;Données temps réel;28/02/2022;15:00;1170;;;;;;
Grand Lyon;Données temps réel;28/02/2022;15:15;1167;;;;;;
Grand Lyon;Données temps réel;28/02/2022;15:30;1149;;;;;;
Grand Lyon;Données temps réel;28/02/2022;15:45;1136;;;;;;
Grand Lyon;Données temps réel;28/02/2022;16:00;1125;;;;;;
Grand Lyon;Données temps réel;28/02/2022;16:15;1136;;;;;;
Grand Lyon;Données temps réel;28/02/2022;16:30;1105;;;;;;
Grand Lyon;Données temps réel;28/02/2022;16:45;1111;;;;;;
Grand Lyon;Données temps réel;28/02/2022;17:00;1114;;;;;;
Grand Lyon;Données temps réel;28/02/2022;17:15;1111;;;;;;
Grand Lyon;Données temps réel;28/02/2022;17:30;1122;;;;;;
Grand Lyon;Données temps réel;28/02/2022;17:45;1136;;;;;;
Grand Lyon;Données temps réel;28/02/2022;18:00;1145;;;;;;
Grand Lyon;Données temps réel;28/02/2022;18:15;1171;;;;;;
Grand Lyon;Données temps réel;28/02/2022;18:30;1202;;;;;;
Grand Lyon;Données temps réel;28/02/2022;18:45;1286;;;;;;
Grand Lyon;Données temps réel;28/02/2022;19:00;1312;;;;;;
Grand Lyon;Données temps réel;28/02/2022;19:15;1311;;;;;;
Grand Lyon;Données temps réel;28/02/2022;19:30;1330;;;;;;
Grand Lyon;Données temps réel;28/02/2022;19:45;1317;;;;;;
Grand Lyon;Données temps réel;28/02/2022;20:00;1319;;;;;;
Grand Lyon;Données temps réel;28/02/2022;20:15;1302;;;;;;
Grand Lyon;Données temps réel;28/02/2022;20:30;1274;;;;;;
Grand Lyon;Données temps réel;28/02/2022;20:45;1263;;;;;;
Grand Lyon;Données temps réel;28/02/2022;21:00;1235;;;;;;
Grand Lyon;Données temps réel;28/02/2022;21:15;1212;;;;;;
Grand Lyon;Données temps réel;28/02/2022;21:30;1199;;;;;;
Grand Lyon;Données temps réel;28/02/2022;21:45;1178;;;;;;
Grand Lyon;Données temps réel;28/02/2022;22:00;1170;;;;;;
Grand Lyon;Données temps réel;28/02/2022;22:15;1158;;;;;;
Grand Lyon;Données temps réel;28/02/2022;22:30;1177;;;;;;
Grand Lyon;Données temps réel;28/02/2022;22:45;1230;;;;;;
Grand Lyon;Données temps réel;28/02/2022;23:00;1207;;;;;;
Grand Lyon;Données temps réel;28/02/2022;23:15;1221;;;;;;
Grand Lyon;Données temps réel;28/02/2022;23:30;1194;;;;;;
Grand Lyon;Données temps réel;28/02/2022;23:45;1173;;;;;;
Grand Lyon;Données temps réel;01/03/2022;00:00;1123;;;;;;
Grand Lyon;Données temps réel;01/03/2022;00:15;1095;;;;;;
Grand Lyon;Données temps réel;01/03/2022;00:30;1071;;;;;;
Grand Lyon;Données temps réel;01/03/2022;00:45;1064;;;;;;
Grand Lyon;Données temps réel;01/03/2022;01:00;1050;;;;;;
Grand Lyon;Données temps réel;01/03/2022;01:15;1053;;;;;;
Grand Lyon;Données temps réel;01/03/2022;01:30;1037;;;;;;
Grand Lyon;Données temps réel;01/03/2022;01:45;1049;;;;;;
Grand Lyon;Données temps réel;01/03/2022;02:00;1028;;;;;;
Grand Lyon;Données temps réel;01/03/2022;02:15;1033;;;;;;
Grand Lyon;Données temps réel;01/03/2022;02:30;1013;;;;;;
Grand Lyon;Données temps réel;01/03/2022;02:45;1036;;;;;;
Grand Lyon;Données temps réel;01/03/2022;03:00;1018;;;;;;
Grand Lyon;Données temps réel;01/03/2022;03:15;1015;;;;;;
Grand Lyon;Données temps réel;01/03/2022;03:30;1010;;;;;;
Grand Lyon;Données temps réel;01/03/2022;03:45;1016;;;;;;
Grand Lyon;Données temps réel;01/03/2022;04:00;998;;;;;;
Grand Lyon;Données temps réel;01/03/2022;04:15;1028;;;;;;
Grand Lyon;Données temps réel;01/03/2022;04:30;1016;;;;;;
Grand Lyon;Données temps réel;01/03/2022;04:45;1031;;;;;;
Grand Lyon;Données temps réel;01/03/2022;05:00;1066;;;;;;
Grand Lyon;Données temps réel;01/03/2022;05:15;1085;;;;;;
Grand Lyon;Données temps réel;01/03/2022;05:30;1090;;;;;;
Grand Lyon;Données temps réel;01/03/2022;05:45;1118;;;;;;
Grand Lyon;Données temps réel;01/03/2022;06:00;1125;;;;;;
Grand Lyon;Données temps réel;01/03/2022;06:15;1186;;;;;;
Grand Lyon;Données temps réel;01/03/2022;06:30;1238;;;;;;
Grand Lyon;Données temps réel;01/03/2022;06:45;1245;;;;;;
Grand Lyon;Données temps réel;01/03/2022;07:00;1307;;;;;;
Grand Lyon;Données temps réel;01/03/2022;07:15;1328;;;;;;
Grand Lyon;Données temps réel;01/03/2022;07:30;1329;;;;;;
Grand Lyon;Données temps réel;01/03/2022;07:45;1372;;;;;;
Grand Lyon;Données temps réel;01/03/2022;08:00;1364;;;;;;
Grand Lyon;Données temps réel;01/03/2022;08:15;1368;;;;;;
Grand Lyon;Données temps réel;01/03/2022;08:30;1373;;;;;;
Grand Lyon;Données temps réel;01/03/2022;08:45;1368;;;;;;
Grand Lyon;Données temps réel;01/03/2022;09:00;1357;;;;;;
Grand Lyon;Données temps réel;01/03/2022;09:15;1342;;;;;;
Grand Lyon;Données temps réel;01/03/2022;09:30;1352;;;;;;
Grand Lyon;Données temps réel;01/03/2022;09:45;1342;;;;;;
Grand Lyon;Données temps réel;01/03/2022;10:00;1327;;;;;;
Grand Lyon;Données temps réel;01/03/2022;10:15;1314;;;;;;
Grand Lyon;Données temps réel;01/03/2022;10:30;1309;;;;;;
Grand Lyon;Données temps réel;01/03/2022;10:45;1315;;;;;;
Grand Lyon;Données temps réel;01/03/2022;11:00;1324;;;;;;
Grand Lyon;Données temps réel;01/03/2022;11:15;1298;;;;;;
Grand Lyon;Données temps réel;01/03/2022;11:30;1293;;;;;;
Grand Lyon;Données temps réel;01/03/2022;11:45;1295;;;;;;
Grand Lyon;Données temps réel;01/03/2022;12:00;1305;;;;;;
Grand Lyon;Données temps réel;01/03/2022;12:15;1302;;;;;;
Grand Lyon;Données temps réel;01/03/2022;12:30;1286;;;;;;
Grand Lyon;Données temps réel;01/03/2022;12:45;1283;;;;;;
Grand Lyon;Données temps réel;01/03/2022;13:00;1254;;;;;;
Grand Lyon;Données temps réel;01/03/2022;13:15;1245;;;;;;
Grand Lyon;Données temps réel;01/03/2022;13:30;1231;;;;;;
Grand Lyon;Données temps réel;01/03/2022;13:45;1224;;;;;;
Grand Lyon;Données temps réel;01/03/2022;14:00;1217;;;;;;
Grand Lyon;Données temps réel;01/03/2022;14:15;1172;;;;;;
Grand Lyon;Données temps réel;01/03/2022;14:30;1155;;;;;;
Grand Lyon;Données temps réel;01/03/2022;14:45;1150;;;;;;
Grand Lyon;Données temps réel;01/03/2022;15:00;1146;;;;;;
Grand Lyon;Données temps réel;01/03/2022;15:15;1151;;;;;;
Grand Lyon;Données temps réel;01/03/2022;15:30;1142;;;;;;
Grand Lyon;Données temps réel;01/03/2022;15:45;1129;;;;;;
Grand Lyon;Données temps réel;01/03/2022;16:00;1116;;;;;;
Grand Lyon;Données temps réel;01/03/2022;16:15;1130;;;;;;
Grand Lyon;Données temps réel;01/03/2022;16:30;1113;;;;;;
Grand Lyon;Données temps réel;01/03/2022;16:45;1113;;;;;;
Grand Lyon;Données temps réel;01/03/2022;17:00;1095;;;;;;
Grand Lyon;Données temps réel;01/03/2022;17:15;1102;;;;;;
Grand Lyon;Données temps réel;01/03/2022;17:30;1104;;;;;;
Grand Lyon;Données temps réel;01/03/2022;17:45;1105;;;;;;
Grand Lyon;Données temps réel;01/03/2022;18:00;1128;;;;;;
Grand Lyon;Données temps réel;01/03/2022;18:15;1154;;;;;;
Grand Lyon;Données temps réel;01/03/2022;18:30;1196;;;;;;
Grand Lyon;Données temps réel;01/03/2022;18:45;1251;;;;;;
Grand Lyon;Données temps réel;01/03/2022;19:00;1285;;;;;;
Grand Lyon;Données temps réel;01/03/2022;19:15;1287;;;;;;
Grand Lyon;Données temps réel;01/03/2022;19:30;1287;;;;;;
Grand Lyon;Données temps réel;01/03/2022;19:45;1292;;;;;;
Grand Lyon;Données temps réel;01/03/2022;20:00;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;20:15;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;20:30;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;20:45;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;21:00;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;21:15;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;21:30;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;21:45;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;22:00;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;22:15;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;22:30;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;22:45;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;23:00;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;23:15;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;23:30;ND;;;;;;
Grand Lyon;Données temps réel;01/03/2022;23:45;ND;;;;;;
Grand Lyon;Données temps réel;02/03/2022;00:00;1114;;;;;;
Grand Lyon;Données temps réel;02/03/2022;00:15;1093;;;;;;
Grand Lyon;Données temps réel;02/03/2022;00:30;1058;;;;;;
Grand Lyon;Données temps réel;02/03/2022;00:45;1036;;;;;;
Grand Lyon;Données temps réel;02/03/2022;01:00;1014;;;;;;
Grand Lyon;Données temps réel;02/03/2022;01:15;1026;;;;;;
Grand Lyon;Données temps réel;02/03/2022;01:30;1031;;;;;;
Grand Lyon;Données temps réel;02/03/2022;01:45;1022;;;;;;
Grand Lyon;Données temps réel;02/03/2022;02:00;1009;;;;;;
Grand Lyon;Données temps réel;02/03/2022;02:15;1014;;;;;;
Grand Lyon;Données temps réel;02/03/2022;02:30;985;;;;;;
Grand Lyon;Données temps réel;02/03/2022;02:45;1001;;;;;;
Grand Lyon;Données temps réel;02/03/2022;03:00;979;;;;;;
Grand Lyon;Données temps réel;02/03/2022;03:15;995;;;;;;
Grand Lyon;Données temps réel;02/03/2022;03:30;977;;;;;;
Grand Lyon;Données temps réel;02/03/2022;03:45;976;;;;;;
Grand Lyon;Données temps réel;02/03/2022;04:00;976;;;;;;
Grand Lyon;Données temps réel;02/03/2022;04:15;985;;;;;;
Grand Lyon;Données temps réel;02/03/2022;04:30;986;;;;;;
Grand Lyon;Données temps réel;02/03/2022;04:45;1008;;;;;;
Grand Lyon;Données temps réel;02/03/2022;05:00;1018;;;;;;
Grand Lyon;Données temps réel;02/03/2022;05:15;1041;;;;;;
Grand Lyon;Données temps réel;02/03/2022;05:30;1039;;;;;;
Grand Lyon;Données temps réel;02/03/2022;05:45;1087;;;;;;
Grand Lyon;Données temps réel;02/03/2022;06:00;1065;;;;;;
Grand Lyon;Données temps réel;02/03/2022;06:15;1125;;;;;;
Grand Lyon;Données temps réel;02/03/2022;06:30;1152;;;;;;
Grand Lyon;Données temps réel;02/03/2022;06:45;1177;;;;;;
Grand Lyon;Données temps réel;02/03/2022;07:00;1221;;;;;;
Grand Lyon;Données temps réel;02/03/2022;07:15;1228;;;;;;
Grand Lyon;Données temps réel;02/03/2022;07:30;1241;;;;;;
Grand Lyon;Données temps réel;02/03/2022;07:45;1259;;;;;;
Grand Lyon;Données temps réel;02/03/2022;08:00;1299;;;;;;
Grand Lyon;Données temps réel;02/03/2022;08:15;1295;;;;;;
Grand Lyon;Données temps réel;02/03/2022;08:30;1305;;;;;;
Grand Lyon;Données temps réel;02/03/2022;08:45;1322;;;;;;
Grand Lyon;Données temps réel;02/03/2022;09:00;1328;;;;;;
Grand Lyon;Données temps réel;02/03/2022;09:15;1321;;;;;;
Grand Lyon;Données temps réel;02/03/2022;09:30;1332;;;;;;
