Périmètre;Nature;Date;Heures;Consommation;;;;;;
Bordeaux;Données temps réel;14/05/2018;07:00;535;;;;;;
Bordeaux;Données temps réel;14/05/2018;07:15;563;;;;;;
Bordeaux;Données temps réel;14/05/2018;07:30;579;;;;;;
Bordeaux;Données temps réel;14/05/2018;07:45;566;;;;;;
Bordeaux;Données temps réel;14/05/2018;08:00;564;;;;;;
Bordeaux;Données temps réel;14/05/2018;08:15;548;;;;;;
Bordeaux;Données temps réel;14/05/2018;08:30;552;;;;;;
Bordeaux;Données temps réel;14/05/2018;08:45;564;;;;;;
Bordeaux;Données temps réel;14/05/2018;09:00;552;;;;;;
Bordeaux;Données temps réel;14/05/2018;09:15;554;;;;;;
Bordeaux;Données temps réel;14/05/2018;09:30;563;;;;;;
Bordeaux;Données temps réel;14/05/2018;09:45;564;;;;;;
Bordeaux;Données temps réel;14/05/2018;10:00;591;;;;;;
Bordeaux;Données temps réel;14/05/2018;10:15;598;;;;;;
Bordeaux;Données temps réel;14/05/2018;10:30;585;;;;;;
Bordeaux;Données temps réel;14/05/2018;10:45;599;;;;;;
Bordeaux;Données temps réel;14/05/2018;11:00;577;;;;;;
Bordeaux;Données temps réel;14/05/2018;11:15;551;;;;;;
Bordeaux;Données temps réel;14/05/2018;11:30;558;;;;;;
Bordeaux;Données temps réel;14/05/2018;11:45;589;;;;;;
Bordeaux;Données temps réel;14/05/2018;12:00;597;;;;;;
Bordeaux;Données temps réel;14/05/2018;12:15;584;;;;;;
Bordeaux;Données temps réel;14/05/2018;12:30;566;;;;;;
Bordeaux;Données temps réel;14/05/2018;12:45;562;;;;;;
Bordeaux;Données temps réel;14/05/2018;13:00;576;;;;;;
Bordeaux;Données temps réel;14/05/2018;13:15;563;;;;;;
Bordeaux;Données temps réel;14/05/2018;13:30;523;;;;;;
Bordeaux;Données temps réel;14/05/2018;13:45;529;;;;;;
Bordeaux;Données temps réel;14/05/2018;14:00;539;;;;;;
Bordeaux;Données temps réel;14/05/2018;14:15;569;;;;;;
Bordeaux;Données temps réel;14/05/2018;14:30;550;;;;;;
Bordeaux;Données temps réel;14/05/2018;14:45;550;;;;;;
Bordeaux;Données temps réel;14/05/2018;15:00;542;;;;;;
Bordeaux;Données temps réel;14/05/2018;15:15;543;;;;;;
Bordeaux;Données temps réel;14/05/2018;15:30;517;;;;;;
Bordeaux;Données temps réel;14/05/2018;15:45;503;;;;;;
Bordeaux;Données temps réel;14/05/2018;16:00;505;;;;;;
Bordeaux;Données temps réel;14/05/2018;16:15;488;;;;;;
Bordeaux;Données temps réel;14/05/2018;16:30;488;;;;;;
Bordeaux;Données temps réel;14/05/2018;16:45;484;;;;;;
Bordeaux;Données temps réel;14/05/2018;17:00;498;;;;;;
Bordeaux;Données temps réel;14/05/2018;17:15;484;;;;;;
Bordeaux;Données temps réel;14/05/2018;17:30;524;;;;;;
Bordeaux;Données temps réel;14/05/2018;17:45;527;;;;;;
Bordeaux;Données temps réel;14/05/2018;18:00;558;;;;;;
Bordeaux;Données temps réel;14/05/2018;18:15;566;;;;;;
Bordeaux;Données temps réel;14/05/2018;18:30;577;;;;;;
Bordeaux;Données temps réel;14/05/2018;18:45;603;;;;;;
Bordeaux;Données temps réel;14/05/2018;19:00;621;;;;;;
Bordeaux;Données temps réel;14/05/2018;19:15;631;;;;;;
Bordeaux;Données temps réel;14/05/2018;19:30;636;;;;;;
Bordeaux;Données temps réel;14/05/2018;19:45;635;;;;;;
Bordeaux;Données temps réel;14/05/2018;20:00;630;;;;;;
Bordeaux;Données temps réel;14/05/2018;20:15;623;;;;;;
Bordeaux;Données temps réel;14/05/2018;20:30;618;;;;;;
Bordeaux;Données temps réel;14/05/2018;20:45;610;;;;;;
Bordeaux;Données temps réel;14/05/2018;21:00;601;;;;;;
Bordeaux;Données temps réel;14/05/2018;21:15;591;;;;;;
Bordeaux;Données temps réel;14/05/2018;21:30;593;;;;;;
Bordeaux;Données temps réel;14/05/2018;21:45;583;;;;;;
Bordeaux;Données temps réel;14/05/2018;22:00;577;;;;;;
Bordeaux;Données temps réel;14/05/2018;22:15;570;;;;;;
Bordeaux;Données temps réel;14/05/2018;22:30;613;;;;;;
Bordeaux;Données temps réel;14/05/2018;22:45;665;;;;;;
Bordeaux;Données temps réel;14/05/2018;23:00;649;;;;;;
Bordeaux;Données temps réel;14/05/2018;23:15;629;;;;;;
Bordeaux;Données temps réel;14/05/2018;23:30;618;;;;;;
Bordeaux;Données temps réel;14/05/2018;23:45;ND;;;;;;
Bordeaux;Données temps réel;15/05/2018;00:00;593;;;;;;
Bordeaux;Données temps réel;15/05/2018;00:15;597;;;;;;
Bordeaux;Données temps réel;15/05/2018;00:30;570;;;;;;
Bordeaux;Données temps réel;15/05/2018;00:45;553;;;;;;
Bordeaux;Données temps réel;15/05/2018;01:00;547;;;;;;
Bordeaux;Données temps réel;15/05/2018;01:15;542;;;;;;
Bordeaux;Données temps réel;15/05/2018;01:30;536;;;;;;
Bordeaux;Données temps réel;15/05/2018;01:45;516;;;;;;
Bordeaux;Données temps réel;15/05/2018;02:00;526;;;;;;
Bordeaux;Données temps réel;15/05/2018;02:15;540;;;;;;
Bordeaux;Données temps réel;15/05/2018;02:30;523;;;;;;
Bordeaux;Données temps réel;15/05/2018;02:45;508;;;;;;
Bordeaux;Données temps réel;15/05/2018;03:00;491;;;;;;
Bordeaux;Données temps réel;15/05/2018;03:15;487;;;;;;
Bordeaux;Données temps réel;15/05/2018;03:30;474;;;;;;
Bordeaux;Données temps réel;15/05/2018;03:45;465;;;;;;
Bordeaux;Données temps réel;15/05/2018;04:00;462;;;;;;
Bordeaux;Données temps réel;15/05/2018;04:15;461;;;;;;
Bordeaux;Données temps réel;15/05/2018;04:30;457;;;;;;
Bordeaux;Données temps réel;15/05/2018;04:45;462;;;;;;
Bordeaux;Données temps réel;15/05/2018;05:00;468;;;;;;
Bordeaux;Données temps réel;15/05/2018;05:15;477;;;;;;
Bordeaux;Données temps réel;15/05/2018;05:30;488;;;;;;
Bordeaux;Données temps réel;15/05/2018;05:45;493;;;;;;
Bordeaux;Données temps réel;15/05/2018;06:00;508;;;;;;
Bordeaux;Données temps réel;15/05/2018;06:15;521;;;;;;
Bordeaux;Données temps réel;15/05/2018;06:30;530;;;;;;
Bordeaux;Données temps réel;15/05/2018;06:45;544;;;;;;
Bordeaux;Données temps réel;15/05/2018;07:00;556;;;;;;
Bordeaux;Données temps réel;15/05/2018;07:15;562;;;;;;
Bordeaux;Données temps réel;15/05/2018;07:30;583;;;;;;
Bordeaux;Données temps réel;15/05/2018;07:45;584;;;;;;
Bordeaux;Données temps réel;15/05/2018;08:00;571;;;;;;
Bordeaux;Données temps réel;15/05/2018;08:15;561;;;;;;
Bordeaux;Données temps réel;15/05/2018;08:30;540;;;;;;
Bordeaux;Données temps réel;15/05/2018;08:45;531;;;;;;
Bordeaux;Données temps réel;15/05/2018;09:00;537;;;;;;
Bordeaux;Données temps réel;15/05/2018;09:15;554;;;;;;
Bordeaux;Données temps réel;15/05/2018;09:30;535;;;;;;
Bordeaux;Données temps réel;15/05/2018;09:45;530;;;;;;
Bordeaux;Données temps réel;15/05/2018;10:00;524;;;;;;
Bordeaux;Données temps réel;15/05/2018;10:15;496;;;;;;
Bordeaux;Données temps réel;15/05/2018;10:30;455;;;;;;
Bordeaux;Données temps réel;15/05/2018;10:45;457;;;;;;
Bordeaux;Données temps réel;15/05/2018;11:00;425;;;;;;
Bordeaux;Données temps réel;15/05/2018;11:15;440;;;;;;
Bordeaux;Données temps réel;15/05/2018;11:30;447;;;;;;
Bordeaux;Données temps réel;15/05/2018;11:45;457;;;;;;
Bordeaux;Données temps réel;15/05/2018;12:00;422;;;;;;
Bordeaux;Données temps réel;15/05/2018;12:15;419;;;;;;
Bordeaux;Données temps réel;15/05/2018;12:30;460;;;;;;
Bordeaux;Données temps réel;15/05/2018;12:45;475;;;;;;
Bordeaux;Données temps réel;15/05/2018;13:00;467;;;;;;
Bordeaux;Données temps réel;15/05/2018;13:15;463;;;;;;
Bordeaux;Données temps réel;15/05/2018;13:30;446;;;;;;
Bordeaux;Données temps réel;15/05/2018;13:45;443;;;;;;
Bordeaux;Données temps réel;15/05/2018;14:00;402;;;;;;
Bordeaux;Données temps réel;15/05/2018;14:15;399;;;;;;
Bordeaux;Données temps réel;15/05/2018;14:30;366;;;;;;
Bordeaux;Données temps réel;15/05/2018;14:45;358;;;;;;
Bordeaux;Données temps réel;15/05/2018;15:00;361;;;;;;
Bordeaux;Données temps réel;15/05/2018;15:15;354;;;;;;
Bordeaux;Données temps réel;15/05/2018;15:30;338;;;;;;
Bordeaux;Données temps réel;15/05/2018;15:45;336;;;;;;
Bordeaux;Données temps réel;15/05/2018;16:00;334;;;;;;
Bordeaux;Données temps réel;15/05/2018;16:15;352;;;;;;
Bordeaux;Données temps réel;15/05/2018;16:30;333;;;;;;
Bordeaux;Données temps réel;15/05/2018;16:45;333;;;;;;
Bordeaux;Données temps réel;15/05/2018;17:00;344;;;;;;
Bordeaux;Données temps réel;15/05/2018;17:15;345;;;;;;
Bordeaux;Données temps réel;15/05/2018;17:30;353;;;;;;
Bordeaux;Données temps réel;15/05/2018;17:45;374;;;;;;
Bordeaux;Données temps réel;15/05/2018;18:00;362;;;;;;
Bordeaux;Données temps réel;15/05/2018;18:15;385;;;;;;
Bordeaux;Données temps réel;15/05/2018;18:30;405;;;;;;
Bordeaux;Données temps réel;15/05/2018;18:45;410;;;;;;
Bordeaux;Données temps réel;15/05/2018;19:00;464;;;;;;
Bordeaux;Données temps réel;15/05/2018;19:15;489;;;;;;
Bordeaux;Données temps réel;15/05/2018;19:30;495;;;;;;
Bordeaux;Données temps réel;15/05/2018;19:45;494;;;;;;
Bordeaux;Données temps réel;15/05/2018;20:00;497;;;;;;
Bordeaux;Données temps réel;15/05/2018;20:15;514;;;;;;
Bordeaux;Données temps réel;15/05/2018;20:30;511;;;;;;
Bordeaux;Données temps réel;15/05/2018;20:45;512;;;;;;
Bordeaux;Données temps réel;15/05/2018;21:00;511;;;;;;
Bordeaux;Données temps réel;15/05/2018;21:15;507;;;;;;
Bordeaux;Données temps réel;15/05/2018;21:30;515;;;;;;
Bordeaux;Données temps réel;15/05/2018;21:45;525;;;;;;
Bordeaux;Données temps réel;15/05/2018;22:00;520;;;;;;
Bordeaux;Données temps réel;15/05/2018;22:15;511;;;;;;
Bordeaux;Données temps réel;15/05/2018;22:30;571;;;;;;
Bordeaux;Données temps réel;15/05/2018;22:45;613;;;;;;
Bordeaux;Données temps réel;15/05/2018;23:00;592;;;;;;
Bordeaux;Données temps réel;15/05/2018;23:15;588;;;;;;
Bordeaux;Données temps réel;15/05/2018;23:30;565;;;;;;
Bordeaux;Données temps réel;15/05/2018;23:45;538;;;;;;
Bordeaux;Données temps réel;16/05/2018;00:00;535;;;;;;
Bordeaux;Données temps réel;16/05/2018;00:15;541;;;;;;
Bordeaux;Données temps réel;16/05/2018;00:30;529;;;;;;
Bordeaux;Données temps réel;16/05/2018;00:45;505;;;;;;
Bordeaux;Données temps réel;16/05/2018;01:00;497;;;;;;
Bordeaux;Données temps réel;16/05/2018;01:15;501;;;;;;
Bordeaux;Données temps réel;16/05/2018;01:30;482;;;;;;
Bordeaux;Données temps réel;16/05/2018;01:45;469;;;;;;
Bordeaux;Données temps réel;16/05/2018;02:00;479;;;;;;
Bordeaux;Données temps réel;16/05/2018;02:15;502;;;;;;
Bordeaux;Données temps réel;16/05/2018;02:30;479;;;;;;
Bordeaux;Données temps réel;16/05/2018;02:45;462;;;;;;
Bordeaux;Données temps réel;16/05/2018;03:00;450;;;;;;
Bordeaux;Données temps réel;16/05/2018;03:15;439;;;;;;
Bordeaux;Données temps réel;16/05/2018;03:30;438;;;;;;
Bordeaux;Données temps réel;16/05/2018;03:45;431;;;;;;
Bordeaux;Données temps réel;16/05/2018;04:00;433;;;;;;
Bordeaux;Données temps réel;16/05/2018;04:15;429;;;;;;
Bordeaux;Données temps réel;16/05/2018;04:30;430;;;;;;
Bordeaux;Données temps réel;16/05/2018;04:45;434;;;;;;
Bordeaux;Données temps réel;16/05/2018;05:00;433;;;;;;
Bordeaux;Données temps réel;16/05/2018;05:15;442;;;;;;
Bordeaux;Données temps réel;16/05/2018;05:30;450;;;;;;
Bordeaux;Données temps réel;16/05/2018;05:45;457;;;;;;
Bordeaux;Données temps réel;16/05/2018;06:00;456;;;;;;
Bordeaux;Données temps réel;16/05/2018;06:15;485;;;;;;
Bordeaux;Données temps réel;16/05/2018;06:30;491;;;;;;
Bordeaux;Données temps réel;16/05/2018;06:45;499;;;;;;
Bordeaux;Données temps réel;16/05/2018;07:00;520;;;;;;
Bordeaux;Données temps réel;16/05/2018;07:15;527;;;;;;
Bordeaux;Données temps réel;16/05/2018;07:30;540;;;;;;
Bordeaux;Données temps réel;16/05/2018;07:45;546;;;;;;
Bordeaux;Données temps réel;16/05/2018;08:00;538;;;;;;
Bordeaux;Données temps réel;16/05/2018;08:15;529;;;;;;
Bordeaux;Données temps réel;16/05/2018;08:30;531;;;;;;
Bordeaux;Données temps réel;16/05/2018;08:45;529;;;;;;
Bordeaux;Données temps réel;16/05/2018;09:00;549;;;;;;
Bordeaux;Données temps réel;16/05/2018;09:15;549;;;;;;
Bordeaux;Données temps réel;16/05/2018;09:30;535;;;;;;
Bordeaux;Données temps réel;16/05/2018;09:45;527;;;;;;
Bordeaux;Données temps réel;16/05/2018;10:00;521;;;;;;
Bordeaux;Données temps réel;16/05/2018;10:15;522;;;;;;
Bordeaux;Données temps réel;16/05/2018;10:30;514;;;;;;
Bordeaux;Données temps réel;16/05/2018;10:45;514;;;;;;
Bordeaux;Données temps réel;16/05/2018;11:00;472;;;;;;
Bordeaux;Données temps réel;16/05/2018;11:15;465;;;;;;
Bordeaux;Données temps réel;16/05/2018;11:30;462;;;;;;
Bordeaux;Données temps réel;16/05/2018;11:45;454;;;;;;
Bordeaux;Données temps réel;16/05/2018;12:00;450;;;;;;
Bordeaux;Données temps réel;16/05/2018;12:15;435;;;;;;
Bordeaux;Données temps réel;16/05/2018;12:30;452;;;;;;
Bordeaux;Données temps réel;16/05/2018;12:45;461;;;;;;
Bordeaux;Données temps réel;16/05/2018;13:00;412;;;;;;
Bordeaux;Données temps réel;16/05/2018;13:15;403;;;;;;
Bordeaux;Données temps réel;16/05/2018;13:30;415;;;;;;
Bordeaux;Données temps réel;16/05/2018;13:45;432;;;;;;
Bordeaux;Données temps réel;16/05/2018;14:00;389;;;;;;
Bordeaux;Données temps réel;16/05/2018;14:15;398;;;;;;
Bordeaux;Données temps réel;16/05/2018;14:30;380;;;;;;
Bordeaux;Données temps réel;16/05/2018;14:45;339;;;;;;
Bordeaux;Données temps réel;16/05/2018;15:00;340;;;;;;
Bordeaux;Données temps réel;16/05/2018;15:15;331;;;;;;
Bordeaux;Données temps réel;16/05/2018;15:30;335;;;;;;
Bordeaux;Données temps réel;16/05/2018;15:45;320;;;;;;
Bordeaux;Données temps réel;16/05/2018;16:00;331;;;;;;
Bordeaux;Données temps réel;16/05/2018;16:15;324;;;;;;
Bordeaux;Données temps réel;16/05/2018;16:30;316;;;;;;
Bordeaux;Données temps réel;16/05/2018;16:45;336;;;;;;
Bordeaux;Données temps réel;16/05/2018;17:00;326;;;;;;
Bordeaux;Données temps réel;16/05/2018;17:15;327;;;;;;
Bordeaux;Données temps réel;16/05/2018;17:30;334;;;;;;
Bordeaux;Données temps réel;16/05/2018;17:45;345;;;;;;
Bordeaux;Données temps réel;16/05/2018;18:00;363;;;;;;
Bordeaux;Données temps réel;16/05/2018;18:15;361;;;;;;
Bordeaux;Données temps réel;16/05/2018;18:30;368;;;;;;
Bordeaux;Données temps réel;16/05/2018;18:45;415;;;;;;
Bordeaux;Données temps réel;16/05/2018;19:00;440;;;;;;
Bordeaux;Données temps réel;16/05/2018;19:15;455;;;;;;
Bordeaux;Données temps réel;16/05/2018;19:30;485;;;;;;
Bordeaux;Données temps réel;16/05/2018;19:45;494;;;;;;
Bordeaux;Données temps réel;16/05/2018;20:00;502;;;;;;
Bordeaux;Données temps réel;16/05/2018;20:15;501;;;;;;
Bordeaux;Données temps réel;16/05/2018;20:30;497;;;;;;
Bordeaux;Données temps réel;16/05/2018;20:45;500;;;;;;
Bordeaux;Données temps réel;16/05/2018;21:00;500;;;;;;
Bordeaux;Données temps réel;16/05/2018;21:15;501;;;;;;
Bordeaux;Données temps réel;16/05/2018;21:30;499;;;;;;
Bordeaux;Données temps réel;16/05/2018;21:45;508;;;;;;
Bordeaux;Données temps réel;16/05/2018;22:00;503;;;;;;
Bordeaux;Données temps réel;16/05/2018;22:15;498;;;;;;
Bordeaux;Données temps réel;16/05/2018;22:30;550;;;;;;
Bordeaux;Données temps réel;16/05/2018;22:45;593;;;;;;
Bordeaux;Données temps réel;16/05/2018;23:00;581;;;;;;
Bordeaux;Données temps réel;16/05/2018;23:15;569;;;;;;
Bordeaux;Données temps réel;16/05/2018;23:30;543;;;;;;
Bordeaux;Données temps réel;16/05/2018;23:45;ND;;;;;;
Bordeaux;Données temps réel;17/05/2018;00:00;515;;;;;;
Bordeaux;Données temps réel;17/05/2018;00:15;521;;;;;;
Bordeaux;Données temps réel;17/05/2018;00:30;510;;;;;;
Bordeaux;Données temps réel;17/05/2018;00:45;494;;;;;;
Bordeaux;Données temps réel;17/05/2018;01:00;478;;;;;;
Bordeaux;Données temps réel;17/05/2018;01:15;478;;;;;;
Bordeaux;Données temps réel;17/05/2018;01:30;459;;;;;;
Bordeaux;Données temps réel;17/05/2018;01:45;450;;;;;;
Bordeaux;Données temps réel;17/05/2018;02:00;452;;;;;;
Bordeaux;Données temps réel;17/05/2018;02:15;477;;;;;;
Bordeaux;Données temps réel;17/05/2018;02:30;458;;;;;;
Bordeaux;Données temps réel;17/05/2018;02:45;439;;;;;;
Bordeaux;Données temps réel;17/05/2018;03:00;425;;;;;;
Bordeaux;Données temps réel;17/05/2018;03:15;424;;;;;;
Bordeaux;Données temps réel;17/05/2018;03:30;410;;;;;;
Bordeaux;Données temps réel;17/05/2018;03:45;404;;;;;;
Bordeaux;Données temps réel;17/05/2018;04:00;404;;;;;;
Bordeaux;Données temps réel;17/05/2018;04:15;400;;;;;;
Bordeaux;Données temps réel;17/05/2018;04:30;405;;;;;;
Bordeaux;Données temps réel;17/05/2018;04:45;413;;;;;;
Bordeaux;Données temps réel;17/05/2018;05:00;410;;;;;;
Bordeaux;Données temps réel;17/05/2018;05:15;416;;;;;;
Bordeaux;Données temps réel;17/05/2018;05:30;418;;;;;;
Bordeaux;Données temps réel;17/05/2018;05:45;429;;;;;;
Bordeaux;Données temps réel;17/05/2018;06:00;438;;;;;;
Bordeaux;Données temps réel;17/05/2018;06:15;460;;;;;;
Bordeaux;Données temps réel;17/05/2018;06:30;462;;;;;;
Bordeaux;Données temps réel;17/05/2018;06:45;473;;;;;;
Bordeaux;Données temps réel;17/05/2018;07:00;482;;;;;;
Bordeaux;Données temps réel;17/05/2018;07:15;514;;;;;;
Bordeaux;Données temps réel;17/05/2018;07:30;512;;;;;;
Bordeaux;Données temps réel;17/05/2018;07:45;536;;;;;;
Bordeaux;Données temps réel;17/05/2018;08:00;529;;;;;;
Bordeaux;Données temps réel;17/05/2018;08:15;528;;;;;;
Bordeaux;Données temps réel;17/05/2018;08:30;533;;;;;;
Bordeaux;Données temps réel;17/05/2018;08:45;541;;;;;;
Bordeaux;Données temps réel;17/05/2018;09:00;544;;;;;;
Bordeaux;Données temps réel;17/05/2018;09:15;559;;;;;;
Bordeaux;Données temps réel;17/05/2018;09:30;562;;;;;;
Bordeaux;Données temps réel;17/05/2018;09:45;574;;;;;;
Bordeaux;Données temps réel;17/05/2018;10:00;560;;;;;;
Bordeaux;Données temps réel;17/05/2018;10:15;558;;;;;;
Bordeaux;Données temps réel;17/05/2018;10:30;558;;;;;;
Bordeaux;Données temps réel;17/05/2018;10:45;560;;;;;;
Bordeaux;Données temps réel;17/05/2018;11:00;553;;;;;;
Bordeaux;Données temps réel;17/05/2018;11:15;533;;;;;;
Bordeaux;Données temps réel;17/05/2018;11:30;513;;;;;;
Bordeaux;Données temps réel;17/05/2018;11:45;505;;;;;;
Bordeaux;Données temps réel;17/05/2018;12:00;487;;;;;;
Bordeaux;Données temps réel;17/05/2018;12:15;488;;;;;;
Bordeaux;Données temps réel;17/05/2018;12:30;474;;;;;;
Bordeaux;Données temps réel;17/05/2018;12:45;461;;;;;;
Bordeaux;Données temps réel;17/05/2018;13:00;424;;;;;;
Bordeaux;Données temps réel;17/05/2018;13:15;424;;;;;;
Bordeaux;Données temps réel;17/05/2018;13:30;416;;;;;;
Bordeaux;Données temps réel;17/05/2018;13:45;439;;;;;;
Bordeaux;Données temps réel;17/05/2018;14:00;422;;;;;;
Bordeaux;Données temps réel;17/05/2018;14:15;453;;;;;;
Bordeaux;Données temps réel;17/05/2018;14:30;411;;;;;;
Bordeaux;Données temps réel;17/05/2018;14:45;390;;;;;;
Bordeaux;Données temps réel;17/05/2018;15:00;332;;;;;;
Bordeaux;Données temps réel;17/05/2018;15:15;351;;;;;;
Bordeaux;Données temps réel;17/05/2018;15:30;370;;;;;;
Bordeaux;Données temps réel;17/05/2018;15:45;406;;;;;;
Bordeaux;Données temps réel;17/05/2018;16:00;412;;;;;;
Bordeaux;Données temps réel;17/05/2018;16:15;450;;;;;;
Bordeaux;Données temps réel;17/05/2018;16:30;426;;;;;;
Bordeaux;Données temps réel;17/05/2018;16:45;367;;;;;;
Bordeaux;Données temps réel;17/05/2018;17:00;417;;;;;;
Bordeaux;Données temps réel;17/05/2018;17:15;450;;;;;;
Bordeaux;Données temps réel;17/05/2018;17:30;439;;;;;;
Bordeaux;Données temps réel;17/05/2018;17:45;463;;;;;;
Bordeaux;Données temps réel;17/05/2018;18:00;474;;;;;;
Bordeaux;Données temps réel;17/05/2018;18:15;460;;;;;;
Bordeaux;Données temps réel;17/05/2018;18:30;457;;;;;;
Bordeaux;Données temps réel;17/05/2018;18:45;472;;;;;;
Bordeaux;Données temps réel;17/05/2018;19:00;474;;;;;;
Bordeaux;Données temps réel;17/05/2018;19:15;474;;;;;;
Bordeaux;Données temps réel;17/05/2018;19:30;485;;;;;;
Bordeaux;Données temps réel;17/05/2018;19:45;487;;;;;;
Bordeaux;Données temps réel;17/05/2018;20:00;502;;;;;;
Bordeaux;Données temps réel;17/05/2018;20:15;488;;;;;;
Bordeaux;Données temps réel;17/05/2018;20:30;496;;;;;;
Bordeaux;Données temps réel;17/05/2018;20:45;493;;;;;;
Bordeaux;Données temps réel;17/05/2018;21:00;498;;;;;;
Bordeaux;Données temps réel;17/05/2018;21:15;494;;;;;;
Bordeaux;Données temps réel;17/05/2018;21:30;496;;;;;;
Bordeaux;Données temps réel;17/05/2018;21:45;500;;;;;;
Bordeaux;Données temps réel;17/05/2018;22:00;493;;;;;;
Bordeaux;Données temps réel;17/05/2018;22:15;490;;;;;;
Bordeaux;Données temps réel;17/05/2018;22:30;540;;;;;;
Bordeaux;Données temps réel;17/05/2018;22:45;585;;;;;;
Bordeaux;Données temps réel;17/05/2018;23:00;573;;;;;;
Bordeaux;Données temps réel;17/05/2018;23:15;562;;;;;;
Bordeaux;Données temps réel;17/05/2018;23:30;536;;;;;;
Bordeaux;Données temps réel;17/05/2018;23:45;517;;;;;;
Bordeaux;Données temps réel;18/05/2018;00:00;512;;;;;;
Bordeaux;Données temps réel;18/05/2018;00:15;520;;;;;;
Bordeaux;Données temps réel;18/05/2018;00:30;495;;;;;;
Bordeaux;Données temps réel;18/05/2018;00:45;476;;;;;;
Bordeaux;Données temps réel;18/05/2018;01:00;476;;;;;;
Bordeaux;Données temps réel;18/05/2018;01:15;479;;;;;;
Bordeaux;Données temps réel;18/05/2018;01:30;465;;;;;;
Bordeaux;Données temps réel;18/05/2018;01:45;446;;;;;;
Bordeaux;Données temps réel;18/05/2018;02:00;458;;;;;;
Bordeaux;Données temps réel;18/05/2018;02:15;481;;;;;;
Bordeaux;Données temps réel;18/05/2018;02:30;466;;;;;;
Bordeaux;Données temps réel;18/05/2018;02:45;441;;;;;;
Bordeaux;Données temps réel;18/05/2018;03:00;423;;;;;;
Bordeaux;Données temps réel;18/05/2018;03:15;411;;;;;;
Bordeaux;Données temps réel;18/05/2018;03:30;413;;;;;;
Bordeaux;Données temps réel;18/05/2018;03:45;406;;;;;;
Bordeaux;Données temps réel;18/05/2018;04:00;399;;;;;;
Bordeaux;Données temps réel;18/05/2018;04:15;402;;;;;;
Bordeaux;Données temps réel;18/05/2018;04:30;400;;;;;;
Bordeaux;Données temps réel;18/05/2018;04:45;401;;;;;;
Bordeaux;Données temps réel;18/05/2018;05:00;403;;;;;;
Bordeaux;Données temps réel;18/05/2018;05:15;417;;;;;;
Bordeaux;Données temps réel;18/05/2018;05:30;416;;;;;;
Bordeaux;Données temps réel;18/05/2018;05:45;429;;;;;;
Bordeaux;Données temps réel;18/05/2018;06:00;438;;;;;;
Bordeaux;Données temps réel;18/05/2018;06:15;458;;;;;;
Bordeaux;Données temps réel;18/05/2018;06:30;460;;;;;;
Bordeaux;Données temps réel;18/05/2018;06:45;468;;;;;;
Bordeaux;Données temps réel;18/05/2018;07:00;478;;;;;;
Bordeaux;Données temps réel;18/05/2018;07:15;496;;;;;;
Bordeaux;Données temps réel;18/05/2018;07:30;497;;;;;;
Bordeaux;Données temps réel;18/05/2018;07:45;511;;;;;;
Bordeaux;Données temps réel;18/05/2018;08:00;492;;;;;;
Bordeaux;Données temps réel;18/05/2018;08:15;475;;;;;;
Bordeaux;Données temps réel;18/05/2018;08:30;456;;;;;;
Bordeaux;Données temps réel;18/05/2018;08:45;453;;;;;;
Bordeaux;Données temps réel;18/05/2018;09:00;439;;;;;;
Bordeaux;Données temps réel;18/05/2018;09:15;426;;;;;;
Bordeaux;Données temps réel;18/05/2018;09:30;411;;;;;;
Bordeaux;Données temps réel;18/05/2018;09:45;398;;;;;;
Bordeaux;Données temps réel;18/05/2018;10:00;393;;;;;;
Bordeaux;Données temps réel;18/05/2018;10:15;385;;;;;;
Bordeaux;Données temps réel;18/05/2018;10:30;371;;;;;;
Bordeaux;Données temps réel;18/05/2018;10:45;359;;;;;;
Bordeaux;Données temps réel;18/05/2018;11:00;364;;;;;;
Bordeaux;Données temps réel;18/05/2018;11:15;351;;;;;;
Bordeaux;Données temps réel;18/05/2018;11:30;343;;;;;;
Bordeaux;Données temps réel;18/05/2018;11:45;330;;;;;;
Bordeaux;Données temps réel;18/05/2018;12:00;346;;;;;;
Bordeaux;Données temps réel;18/05/2018;12:15;326;;;;;;
Bordeaux;Données temps réel;18/05/2018;12:30;331;;;;;;
Bordeaux;Données temps réel;18/05/2018;12:45;345;;;;;;
Bordeaux;Données temps réel;18/05/2018;13:00;334;;;;;;
Bordeaux;Données temps réel;18/05/2018;13:15;337;;;;;;
Bordeaux;Données temps réel;18/05/2018;13:30;340;;;;;;
Bordeaux;Données temps réel;18/05/2018;13:45;354;;;;;;
Bordeaux;Données temps réel;18/05/2018;14:00;334;;;;;;
Bordeaux;Données temps réel;18/05/2018;14:15;377;;;;;;
Bordeaux;Données temps réel;18/05/2018;14:30;308;;;;;;
Bordeaux;Données temps réel;18/05/2018;14:45;308;;;;;;
Bordeaux;Données temps réel;18/05/2018;15:00;330;;;;;;
Bordeaux;Données temps réel;18/05/2018;15:15;392;;;;;;
Bordeaux;Données temps réel;18/05/2018;15:30;301;;;;;;
Bordeaux;Données temps réel;18/05/2018;15:45;291;;;;;;
Bordeaux;Données temps réel;18/05/2018;16:00;349;;;;;;
Bordeaux;Données temps réel;18/05/2018;16:15;269;;;;;;
Bordeaux;Données temps réel;18/05/2018;16:30;379;;;;;;
