Périmètre;Nature;Date;Heures;Consommation;;;;;;
Bordeaux;Données temps réel;17/08/2020;02:00;400;;;;;;
Bordeaux;Données temps réel;17/08/2020;02:15;413;;;;;;
Bordeaux;Données temps réel;17/08/2020;02:30;395;;;;;;
Bordeaux;Données temps réel;17/08/2020;02:45;379;;;;;;
Bordeaux;Données temps réel;17/08/2020;03:00;376;;;;;;
Bordeaux;Données temps réel;17/08/2020;03:15;368;;;;;;
Bordeaux;Données temps réel;17/08/2020;03:30;364;;;;;;
Bordeaux;Données temps réel;17/08/2020;03:45;361;;;;;;
Bordeaux;Données temps réel;17/08/2020;04:00;356;;;;;;
Bordeaux;Données temps réel;17/08/2020;04:15;362;;;;;;
Bordeaux;Données temps réel;17/08/2020;04:30;356;;;;;;
Bordeaux;Données temps réel;17/08/2020;04:45;362;;;;;;
Bordeaux;Données temps réel;17/08/2020;05:00;367;;;;;;
Bordeaux;Données temps réel;17/08/2020;05:15;360;;;;;;
Bordeaux;Données temps réel;17/08/2020;05:30;362;;;;;;
Bordeaux;Données temps réel;17/08/2020;05:45;372;;;;;;
Bordeaux;Données temps réel;17/08/2020;06:00;382;;;;;;
Bordeaux;Données temps réel;17/08/2020;06:15;392;;;;;;
Bordeaux;Données temps réel;17/08/2020;06:30;387;;;;;;
Bordeaux;Données temps réel;17/08/2020;06:45;389;;;;;;
Bordeaux;Données temps réel;17/08/2020;07:00;396;;;;;;
Bordeaux;Données temps réel;17/08/2020;07:15;381;;;;;;
Bordeaux;Données temps réel;17/08/2020;07:30;391;;;;;;
Bordeaux;Données temps réel;17/08/2020;07:45;384;;;;;;
Bordeaux;Données temps réel;17/08/2020;08:00;391;;;;;;
Bordeaux;Données temps réel;17/08/2020;08:15;385;;;;;;
Bordeaux;Données temps réel;17/08/2020;08:30;380;;;;;;
Bordeaux;Données temps réel;17/08/2020;08:45;381;;;;;;
Bordeaux;Données temps réel;17/08/2020;09:00;379;;;;;;
Bordeaux;Données temps réel;17/08/2020;09:15;385;;;;;;
Bordeaux;Données temps réel;17/08/2020;09:30;372;;;;;;
Bordeaux;Données temps réel;17/08/2020;09:45;411;;;;;;
Bordeaux;Données temps réel;17/08/2020;10:00;425;;;;;;
Bordeaux;Données temps réel;17/08/2020;10:15;407;;;;;;
Bordeaux;Données temps réel;17/08/2020;10:30;418;;;;;;
Bordeaux;Données temps réel;17/08/2020;10:45;385;;;;;;
Bordeaux;Données temps réel;17/08/2020;11:00;395;;;;;;
Bordeaux;Données temps réel;17/08/2020;11:15;418;;;;;;
Bordeaux;Données temps réel;17/08/2020;11:30;431;;;;;;
Bordeaux;Données temps réel;17/08/2020;11:45;422;;;;;;
Bordeaux;Données temps réel;17/08/2020;12:00;409;;;;;;
Bordeaux;Données temps réel;17/08/2020;12:15;389;;;;;;
Bordeaux;Données temps réel;17/08/2020;12:30;381;;;;;;
Bordeaux;Données temps réel;17/08/2020;12:45;436;;;;;;
Bordeaux;Données temps réel;17/08/2020;13:00;399;;;;;;
Bordeaux;Données temps réel;17/08/2020;13:15;355;;;;;;
Bordeaux;Données temps réel;17/08/2020;13:30;334;;;;;;
Bordeaux;Données temps réel;17/08/2020;13:45;352;;;;;;
Bordeaux;Données temps réel;17/08/2020;14:00;325;;;;;;
Bordeaux;Données temps réel;17/08/2020;14:15;328;;;;;;
Bordeaux;Données temps réel;17/08/2020;14:30;378;;;;;;
Bordeaux;Données temps réel;17/08/2020;14:45;357;;;;;;
Bordeaux;Données temps réel;17/08/2020;15:00;331;;;;;;
Bordeaux;Données temps réel;17/08/2020;15:15;307;;;;;;
Bordeaux;Données temps réel;17/08/2020;15:30;272;;;;;;
Bordeaux;Données temps réel;17/08/2020;15:45;302;;;;;;
Bordeaux;Données temps réel;17/08/2020;16:00;311;;;;;;
Bordeaux;Données temps réel;17/08/2020;16:15;358;;;;;;
Bordeaux;Données temps réel;17/08/2020;16:30;307;;;;;;
Bordeaux;Données temps réel;17/08/2020;16:45;385;;;;;;
Bordeaux;Données temps réel;17/08/2020;17:00;382;;;;;;
Bordeaux;Données temps réel;17/08/2020;17:15;383;;;;;;
Bordeaux;Données temps réel;17/08/2020;17:30;396;;;;;;
Bordeaux;Données temps réel;17/08/2020;17:45;397;;;;;;
Bordeaux;Données temps réel;17/08/2020;18:00;400;;;;;;
Bordeaux;Données temps réel;17/08/2020;18:15;415;;;;;;
Bordeaux;Données temps réel;17/08/2020;18:30;408;;;;;;
Bordeaux;Données temps réel;17/08/2020;18:45;417;;;;;;
Bordeaux;Données temps réel;17/08/2020;19:00;419;;;;;;
Bordeaux;Données temps réel;17/08/2020;19:15;432;;;;;;
Bordeaux;Données temps réel;17/08/2020;19:30;436;;;;;;
Bordeaux;Données temps réel;17/08/2020;19:45;441;;;;;;
Bordeaux;Données temps réel;17/08/2020;20:00;443;;;;;;
Bordeaux;Données temps réel;17/08/2020;20:15;447;;;;;;
Bordeaux;Données temps réel;17/08/2020;20:30;446;;;;;;
Bordeaux;Données temps réel;17/08/2020;20:45;455;;;;;;
Bordeaux;Données temps réel;17/08/2020;21:00;436;;;;;;
Bordeaux;Données temps réel;17/08/2020;21:15;444;;;;;;
Bordeaux;Données temps réel;17/08/2020;21:30;451;;;;;;
Bordeaux;Données temps réel;17/08/2020;21:45;442;;;;;;
Bordeaux;Données temps réel;17/08/2020;22:00;433;;;;;;
Bordeaux;Données temps réel;17/08/2020;22:15;431;;;;;;
Bordeaux;Données temps réel;17/08/2020;22:30;463;;;;;;
Bordeaux;Données temps réel;17/08/2020;22:45;503;;;;;;
Bordeaux;Données temps réel;17/08/2020;23:00;494;;;;;;
Bordeaux;Données temps réel;17/08/2020;23:15;476;;;;;;
Bordeaux;Données temps réel;17/08/2020;23:30;458;;;;;;
Bordeaux;Données temps réel;17/08/2020;23:45;441;;;;;;
Bordeaux;Données temps réel;18/08/2020;00:00;435;;;;;;
Bordeaux;Données temps réel;18/08/2020;00:15;433;;;;;;
Bordeaux;Données temps réel;18/08/2020;00:30;432;;;;;;
Bordeaux;Données temps réel;18/08/2020;00:45;418;;;;;;
Bordeaux;Données temps réel;18/08/2020;01:00;422;;;;;;
Bordeaux;Données temps réel;18/08/2020;01:15;427;;;;;;
Bordeaux;Données temps réel;18/08/2020;01:30;410;;;;;;
Bordeaux;Données temps réel;18/08/2020;01:45;401;;;;;;
Bordeaux;Données temps réel;18/08/2020;02:00;406;;;;;;
Bordeaux;Données temps réel;18/08/2020;02:15;421;;;;;;
Bordeaux;Données temps réel;18/08/2020;02:30;407;;;;;;
Bordeaux;Données temps réel;18/08/2020;02:45;385;;;;;;
Bordeaux;Données temps réel;18/08/2020;03:00;383;;;;;;
Bordeaux;Données temps réel;18/08/2020;03:15;373;;;;;;
Bordeaux;Données temps réel;18/08/2020;03:30;373;;;;;;
Bordeaux;Données temps réel;18/08/2020;03:45;372;;;;;;
Bordeaux;Données temps réel;18/08/2020;04:00;369;;;;;;
Bordeaux;Données temps réel;18/08/2020;04:15;366;;;;;;
Bordeaux;Données temps réel;18/08/2020;04:30;366;;;;;;
Bordeaux;Données temps réel;18/08/2020;04:45;370;;;;;;
Bordeaux;Données temps réel;18/08/2020;05:00;371;;;;;;
Bordeaux;Données temps réel;18/08/2020;05:15;377;;;;;;
Bordeaux;Données temps réel;18/08/2020;05:30;378;;;;;;
Bordeaux;Données temps réel;18/08/2020;05:45;377;;;;;;
Bordeaux;Données temps réel;18/08/2020;06:00;389;;;;;;
Bordeaux;Données temps réel;18/08/2020;06:15;396;;;;;;
Bordeaux;Données temps réel;18/08/2020;06:30;398;;;;;;
Bordeaux;Données temps réel;18/08/2020;06:45;403;;;;;;
Bordeaux;Données temps réel;18/08/2020;07:00;399;;;;;;
Bordeaux;Données temps réel;18/08/2020;07:15;397;;;;;;
Bordeaux;Données temps réel;18/08/2020;07:30;396;;;;;;
Bordeaux;Données temps réel;18/08/2020;07:45;402;;;;;;
Bordeaux;Données temps réel;18/08/2020;08:00;392;;;;;;
Bordeaux;Données temps réel;18/08/2020;08:15;390;;;;;;
Bordeaux;Données temps réel;18/08/2020;08:30;390;;;;;;
Bordeaux;Données temps réel;18/08/2020;08:45;374;;;;;;
Bordeaux;Données temps réel;18/08/2020;09:00;384;;;;;;
Bordeaux;Données temps réel;18/08/2020;09:15;380;;;;;;
Bordeaux;Données temps réel;18/08/2020;09:30;388;;;;;;
Bordeaux;Données temps réel;18/08/2020;09:45;408;;;;;;
Bordeaux;Données temps réel;18/08/2020;10:00;381;;;;;;
Bordeaux;Données temps réel;18/08/2020;10:15;400;;;;;;
Bordeaux;Données temps réel;18/08/2020;10:30;385;;;;;;
Bordeaux;Données temps réel;18/08/2020;10:45;364;;;;;;
Bordeaux;Données temps réel;18/08/2020;11:00;328;;;;;;
Bordeaux;Données temps réel;18/08/2020;11:15;361;;;;;;
Bordeaux;Données temps réel;18/08/2020;11:30;354;;;;;;
Bordeaux;Données temps réel;18/08/2020;11:45;358;;;;;;
Bordeaux;Données temps réel;18/08/2020;12:00;301;;;;;;
Bordeaux;Données temps réel;18/08/2020;12:15;334;;;;;;
Bordeaux;Données temps réel;18/08/2020;12:30;377;;;;;;
Bordeaux;Données temps réel;18/08/2020;12:45;356;;;;;;
Bordeaux;Données temps réel;18/08/2020;13:00;333;;;;;;
Bordeaux;Données temps réel;18/08/2020;13:15;337;;;;;;
Bordeaux;Données temps réel;18/08/2020;13:30;370;;;;;;
Bordeaux;Données temps réel;18/08/2020;13:45;346;;;;;;
Bordeaux;Données temps réel;18/08/2020;14:00;330;;;;;;
Bordeaux;Données temps réel;18/08/2020;14:15;314;;;;;;
Bordeaux;Données temps réel;18/08/2020;14:30;297;;;;;;
Bordeaux;Données temps réel;18/08/2020;14:45;346;;;;;;
Bordeaux;Données temps réel;18/08/2020;15:00;306;;;;;;
Bordeaux;Données temps réel;18/08/2020;15:15;369;;;;;;
Bordeaux;Données temps réel;18/08/2020;15:30;299;;;;;;
Bordeaux;Données temps réel;18/08/2020;15:45;352;;;;;;
Bordeaux;Données temps réel;18/08/2020;16:00;329;;;;;;
Bordeaux;Données temps réel;18/08/2020;16:15;363;;;;;;
Bordeaux;Données temps réel;18/08/2020;16:30;314;;;;;;
Bordeaux;Données temps réel;18/08/2020;16:45;297;;;;;;
Bordeaux;Données temps réel;18/08/2020;17:00;346;;;;;;
Bordeaux;Données temps réel;18/08/2020;17:15;335;;;;;;
Bordeaux;Données temps réel;18/08/2020;17:30;333;;;;;;
Bordeaux;Données temps réel;18/08/2020;17:45;341;;;;;;
Bordeaux;Données temps réel;18/08/2020;18:00;351;;;;;;
Bordeaux;Données temps réel;18/08/2020;18:15;370;;;;;;
Bordeaux;Données temps réel;18/08/2020;18:30;378;;;;;;
Bordeaux;Données temps réel;18/08/2020;18:45;406;;;;;;
Bordeaux;Données temps réel;18/08/2020;19:00;420;;;;;;
Bordeaux;Données temps réel;18/08/2020;19:15;437;;;;;;
Bordeaux;Données temps réel;18/08/2020;19:30;444;;;;;;
Bordeaux;Données temps réel;18/08/2020;19:45;459;;;;;;
Bordeaux;Données temps réel;18/08/2020;20:00;470;;;;;;
Bordeaux;Données temps réel;18/08/2020;20:15;471;;;;;;
Bordeaux;Données temps réel;18/08/2020;20:30;467;;;;;;
Bordeaux;Données temps réel;18/08/2020;20:45;471;;;;;;
Bordeaux;Données temps réel;18/08/2020;21:00;459;;;;;;
Bordeaux;Données temps réel;18/08/2020;21:15;463;;;;;;
Bordeaux;Données temps réel;18/08/2020;21:30;468;;;;;;
Bordeaux;Données temps réel;18/08/2020;21:45;468;;;;;;
Bordeaux;Données temps réel;18/08/2020;22:00;456;;;;;;
Bordeaux;Données temps réel;18/08/2020;22:15;445;;;;;;
Bordeaux;Données temps réel;18/08/2020;22:30;478;;;;;;
Bordeaux;Données temps réel;18/08/2020;22:45;512;;;;;;
Bordeaux;Données temps réel;18/08/2020;23:00;503;;;;;;
Bordeaux;Données temps réel;18/08/2020;23:15;479;;;;;;
Bordeaux;Données temps réel;18/08/2020;23:30;461;;;;;;
Bordeaux;Données temps réel;18/08/2020;23:45;439;;;;;;
Bordeaux;Données temps réel;19/08/2020;00:00;443;;;;;;
Bordeaux;Données temps réel;19/08/2020;00:15;453;;;;;;
Bordeaux;Données temps réel;19/08/2020;00:30;436;;;;;;
Bordeaux;Données temps réel;19/08/2020;00:45;415;;;;;;
Bordeaux;Données temps réel;19/08/2020;01:00;428;;;;;;
Bordeaux;Données temps réel;19/08/2020;01:15;438;;;;;;
Bordeaux;Données temps réel;19/08/2020;01:30;422;;;;;;
Bordeaux;Données temps réel;19/08/2020;01:45;412;;;;;;
Bordeaux;Données temps réel;19/08/2020;02:00;421;;;;;;
Bordeaux;Données temps réel;19/08/2020;02:15;437;;;;;;
Bordeaux;Données temps réel;19/08/2020;02:30;410;;;;;;
Bordeaux;Données temps réel;19/08/2020;02:45;397;;;;;;
Bordeaux;Données temps réel;19/08/2020;03:00;393;;;;;;
Bordeaux;Données temps réel;19/08/2020;03:15;382;;;;;;
Bordeaux;Données temps réel;19/08/2020;03:30;365;;;;;;
Bordeaux;Données temps réel;19/08/2020;03:45;370;;;;;;
Bordeaux;Données temps réel;19/08/2020;04:00;370;;;;;;
Bordeaux;Données temps réel;19/08/2020;04:15;374;;;;;;
Bordeaux;Données temps réel;19/08/2020;04:30;372;;;;;;
Bordeaux;Données temps réel;19/08/2020;04:45;370;;;;;;
Bordeaux;Données temps réel;19/08/2020;05:00;373;;;;;;
Bordeaux;Données temps réel;19/08/2020;05:15;384;;;;;;
Bordeaux;Données temps réel;19/08/2020;05:30;384;;;;;;
Bordeaux;Données temps réel;19/08/2020;05:45;391;;;;;;
Bordeaux;Données temps réel;19/08/2020;06:00;395;;;;;;
Bordeaux;Données temps réel;19/08/2020;06:15;393;;;;;;
Bordeaux;Données temps réel;19/08/2020;06:30;402;;;;;;
Bordeaux;Données temps réel;19/08/2020;06:45;408;;;;;;
Bordeaux;Données temps réel;19/08/2020;07:00;405;;;;;;
Bordeaux;Données temps réel;19/08/2020;07:15;396;;;;;;
Bordeaux;Données temps réel;19/08/2020;07:30;415;;;;;;
Bordeaux;Données temps réel;19/08/2020;07:45;403;;;;;;
Bordeaux;Données temps réel;19/08/2020;08:00;405;;;;;;
Bordeaux;Données temps réel;19/08/2020;08:15;415;;;;;;
Bordeaux;Données temps réel;19/08/2020;08:30;414;;;;;;
Bordeaux;Données temps réel;19/08/2020;08:45;430;;;;;;
Bordeaux;Données temps réel;19/08/2020;09:00;430;;;;;;
Bordeaux;Données temps réel;19/08/2020;09:15;414;;;;;;
Bordeaux;Données temps réel;19/08/2020;09:30;430;;;;;;
Bordeaux;Données temps réel;19/08/2020;09:45;425;;;;;;
Bordeaux;Données temps réel;19/08/2020;10:00;366;;;;;;
Bordeaux;Données temps réel;19/08/2020;10:15;365;;;;;;
Bordeaux;Données temps réel;19/08/2020;10:30;348;;;;;;
Bordeaux;Données temps réel;19/08/2020;10:45;355;;;;;;
Bordeaux;Données temps réel;19/08/2020;11:00;352;;;;;;
Bordeaux;Données temps réel;19/08/2020;11:15;337;;;;;;
Bordeaux;Données temps réel;19/08/2020;11:30;336;;;;;;
Bordeaux;Données temps réel;19/08/2020;11:45;346;;;;;;
Bordeaux;Données temps réel;19/08/2020;12:00;335;;;;;;
Bordeaux;Données temps réel;19/08/2020;12:15;344;;;;;;
Bordeaux;Données temps réel;19/08/2020;12:30;350;;;;;;
Bordeaux;Données temps réel;19/08/2020;12:45;349;;;;;;
Bordeaux;Données temps réel;19/08/2020;13:00;347;;;;;;
Bordeaux;Données temps réel;19/08/2020;13:15;340;;;;;;
Bordeaux;Données temps réel;19/08/2020;13:30;347;;;;;;
Bordeaux;Données temps réel;19/08/2020;13:45;359;;;;;;
Bordeaux;Données temps réel;19/08/2020;14:00;347;;;;;;
Bordeaux;Données temps réel;19/08/2020;14:15;330;;;;;;
Bordeaux;Données temps réel;19/08/2020;14:30;329;;;;;;
Bordeaux;Données temps réel;19/08/2020;14:45;334;;;;;;
Bordeaux;Données temps réel;19/08/2020;15:00;360;;;;;;
Bordeaux;Données temps réel;19/08/2020;15:15;339;;;;;;
Bordeaux;Données temps réel;19/08/2020;15:30;389;;;;;;
Bordeaux;Données temps réel;19/08/2020;15:45;351;;;;;;
Bordeaux;Données temps réel;19/08/2020;16:00;327;;;;;;
Bordeaux;Données temps réel;19/08/2020;16:15;339;;;;;;
Bordeaux;Données temps réel;19/08/2020;16:30;336;;;;;;
Bordeaux;Données temps réel;19/08/2020;16:45;350;;;;;;
Bordeaux;Données temps réel;19/08/2020;17:00;353;;;;;;
Bordeaux;Données temps réel;19/08/2020;17:15;361;;;;;;
Bordeaux;Données temps réel;19/08/2020;17:30;365;;;;;;
Bordeaux;Données temps réel;19/08/2020;17:45;384;;;;;;
Bordeaux;Données temps réel;19/08/2020;18:00;401;;;;;;
Bordeaux;Données temps réel;19/08/2020;18:15;409;;;;;;
Bordeaux;Données temps réel;19/08/2020;18:30;431;;;;;;
Bordeaux;Données temps réel;19/08/2020;18:45;430;;;;;;
Bordeaux;Données temps réel;19/08/2020;19:00;456;;;;;;
Bordeaux;Données temps réel;19/08/2020;19:15;471;;;;;;
Bordeaux;Données temps réel;19/08/2020;19:30;475;;;;;;
Bordeaux;Données temps réel;19/08/2020;19:45;497;;;;;;
Bordeaux;Données temps réel;19/08/2020;20:00;498;;;;;;
Bordeaux;Données temps réel;19/08/2020;20:15;505;;;;;;
Bordeaux;Données temps réel;19/08/2020;20:30;490;;;;;;
Bordeaux;Données temps réel;19/08/2020;20:45;493;;;;;;
Bordeaux;Données temps réel;19/08/2020;21:00;491;;;;;;
Bordeaux;Données temps réel;19/08/2020;21:15;486;;;;;;
Bordeaux;Données temps réel;19/08/2020;21:30;493;;;;;;
Bordeaux;Données temps réel;19/08/2020;21:45;482;;;;;;
Bordeaux;Données temps réel;19/08/2020;22:00;486;;;;;;
Bordeaux;Données temps réel;19/08/2020;22:15;489;;;;;;
Bordeaux;Données temps réel;19/08/2020;22:30;513;;;;;;
Bordeaux;Données temps réel;19/08/2020;22:45;541;;;;;;
Bordeaux;Données temps réel;19/08/2020;23:00;535;;;;;;
Bordeaux;Données temps réel;19/08/2020;23:15;518;;;;;;
Bordeaux;Données temps réel;19/08/2020;23:30;496;;;;;;
Bordeaux;Données temps réel;19/08/2020;23:45;481;;;;;;
Bordeaux;Données temps réel;20/08/2020;00:00;474;;;;;;
Bordeaux;Données temps réel;20/08/2020;00:15;483;;;;;;
Bordeaux;Données temps réel;20/08/2020;00:30;464;;;;;;
Bordeaux;Données temps réel;20/08/2020;00:45;454;;;;;;
Bordeaux;Données temps réel;20/08/2020;01:00;451;;;;;;
Bordeaux;Données temps réel;20/08/2020;01:15;454;;;;;;
Bordeaux;Données temps réel;20/08/2020;01:30;450;;;;;;
Bordeaux;Données temps réel;20/08/2020;01:45;431;;;;;;
Bordeaux;Données temps réel;20/08/2020;02:00;450;;;;;;
Bordeaux;Données temps réel;20/08/2020;02:15;464;;;;;;
Bordeaux;Données temps réel;20/08/2020;02:30;441;;;;;;
Bordeaux;Données temps réel;20/08/2020;02:45;424;;;;;;
Bordeaux;Données temps réel;20/08/2020;03:00;415;;;;;;
Bordeaux;Données temps réel;20/08/2020;03:15;412;;;;;;
Bordeaux;Données temps réel;20/08/2020;03:30;407;;;;;;
Bordeaux;Données temps réel;20/08/2020;03:45;401;;;;;;
Bordeaux;Données temps réel;20/08/2020;04:00;400;;;;;;
Bordeaux;Données temps réel;20/08/2020;04:15;397;;;;;;
Bordeaux;Données temps réel;20/08/2020;04:30;393;;;;;;
Bordeaux;Données temps réel;20/08/2020;04:45;397;;;;;;
Bordeaux;Données temps réel;20/08/2020;05:00;403;;;;;;
Bordeaux;Données temps réel;20/08/2020;05:15;402;;;;;;
Bordeaux;Données temps réel;20/08/2020;05:30;402;;;;;;
Bordeaux;Données temps réel;20/08/2020;05:45;408;;;;;;
Bordeaux;Données temps réel;20/08/2020;06:00;417;;;;;;
Bordeaux;Données temps réel;20/08/2020;06:15;416;;;;;;
Bordeaux;Données temps réel;20/08/2020;06:30;418;;;;;;
Bordeaux;Données temps réel;20/08/2020;06:45;426;;;;;;
Bordeaux;Données temps réel;20/08/2020;07:00;427;;;;;;
Bordeaux;Données temps réel;20/08/2020;07:15;423;;;;;;
Bordeaux;Données temps réel;20/08/2020;07:30;428;;;;;;
Bordeaux;Données temps réel;20/08/2020;07:45;431;;;;;;
Bordeaux;Données temps réel;20/08/2020;08:00;439;;;;;;
Bordeaux;Données temps réel;20/08/2020;08:15;430;;;;;;
Bordeaux;Données temps réel;20/08/2020;08:30;421;;;;;;
Bordeaux;Données temps réel;20/08/2020;08:45;446;;;;;;
Bordeaux;Données temps réel;20/08/2020;09:00;422;;;;;;
Bordeaux;Données temps réel;20/08/2020;09:15;429;;;;;;
Bordeaux;Données temps réel;20/08/2020;09:30;420;;;;;;
Bordeaux;Données temps réel;20/08/2020;09:45;432;;;;;;
Bordeaux;Données temps réel;20/08/2020;10:00;413;;;;;;
Bordeaux;Données temps réel;20/08/2020;10:15;387;;;;;;
Bordeaux;Données temps réel;20/08/2020;10:30;362;;;;;;
Bordeaux;Données temps réel;20/08/2020;10:45;360;;;;;;
Bordeaux;Données temps réel;20/08/2020;11:00;352;;;;;;
Bordeaux;Données temps réel;20/08/2020;11:15;355;;;;;;
Bordeaux;Données temps réel;20/08/2020;11:30;364;;;;;;
Bordeaux;Données temps réel;20/08/2020;11:45;335;;;;;;
Bordeaux;Données temps réel;20/08/2020;12:00;389;;;;;;
Bordeaux;Données temps réel;20/08/2020;12:15;422;;;;;;
Bordeaux;Données temps réel;20/08/2020;12:30;365;;;;;;
Bordeaux;Données temps réel;20/08/2020;12:45;370;;;;;;
Bordeaux;Données temps réel;20/08/2020;13:00;379;;;;;;
Bordeaux;Données temps réel;20/08/2020;13:15;374;;;;;;
Bordeaux;Données temps réel;20/08/2020;13:30;365;;;;;;
Bordeaux;Données temps réel;20/08/2020;13:45;374;;;;;;
Bordeaux;Données temps réel;20/08/2020;14:00;350;;;;;;
Bordeaux;Données temps réel;20/08/2020;14:15;360;;;;;;
Bordeaux;Données temps réel;20/08/2020;14:30;423;;;;;;
Bordeaux;Données temps réel;20/08/2020;14:45;354;;;;;;
Bordeaux;Données temps réel;20/08/2020;15:00;435;;;;;;
Bordeaux;Données temps réel;20/08/2020;15:15;449;;;;;;
Bordeaux;Données temps réel;20/08/2020;15:30;392;;;;;;
Bordeaux;Données temps réel;20/08/2020;15:45;380;;;;;;
Bordeaux;Données temps réel;20/08/2020;16:00;351;;;;;;
Bordeaux;Données temps réel;20/08/2020;16:15;363;;;;;;
Bordeaux;Données temps réel;20/08/2020;16:30;404;;;;;;
Bordeaux;Données temps réel;20/08/2020;16:45;383;;;;;;
Bordeaux;Données temps réel;20/08/2020;17:00;370;;;;;;
Bordeaux;Données temps réel;20/08/2020;17:15;406;;;;;;
Bordeaux;Données temps réel;20/08/2020;17:30;425;;;;;;
Bordeaux;Données temps réel;20/08/2020;17:45;490;;;;;;
Bordeaux;Données temps réel;20/08/2020;18:00;496;;;;;;
Bordeaux;Données temps réel;20/08/2020;18:15;471;;;;;;
Bordeaux;Données temps réel;20/08/2020;18:30;508;;;;;;
Bordeaux;Données temps réel;20/08/2020;18:45;528;;;;;;
Bordeaux;Données temps réel;20/08/2020;19:00;541;;;;;;
Bordeaux;Données temps réel;20/08/2020;19:15;526;;;;;;
Bordeaux;Données temps réel;20/08/2020;19:30;534;;;;;;
Bordeaux;Données temps réel;20/08/2020;19:45;528;;;;;;
Bordeaux;Données temps réel;20/08/2020;20:00;518;;;;;;
Bordeaux;Données temps réel;20/08/2020;20:15;514;;;;;;
Bordeaux;Données temps réel;20/08/2020;20:30;508;;;;;;
Bordeaux;Données temps réel;20/08/2020;20:45;508;;;;;;
Bordeaux;Données temps réel;20/08/2020;21:00;514;;;;;;
Bordeaux;Données temps réel;20/08/2020;21:15;500;;;;;;
Bordeaux;Données temps réel;20/08/2020;21:30;501;;;;;;
Bordeaux;Données temps réel;20/08/2020;21:45;495;;;;;;
Bordeaux;Données temps réel;20/08/2020;22:00;498;;;;;;
Bordeaux;Données temps réel;20/08/2020;22:15;488;;;;;;
Bordeaux;Données temps réel;20/08/2020;22:30;520;;;;;;
Bordeaux;Données temps réel;20/08/2020;22:45;548;;;;;;
Bordeaux;Données temps réel;20/08/2020;23:00;533;;;;;;
Bordeaux;Données temps réel;20/08/2020;23:15;519;;;;;;
Bordeaux;Données temps réel;20/08/2020;23:30;492;;;;;;
Bordeaux;Données temps réel;20/08/2020;23:45;476;;;;;;
Bordeaux;Données temps réel;21/08/2020;00:00;473;;;;;;
Bordeaux;Données temps réel;21/08/2020;00:15;486;;;;;;
Bordeaux;Données temps réel;21/08/2020;00:30;467;;;;;;
Bordeaux;Données temps réel;21/08/2020;00:45;461;;;;;;
Bordeaux;Données temps réel;21/08/2020;01:00;462;;;;;;
Bordeaux;Données temps réel;21/08/2020;01:15;471;;;;;;
Bordeaux;Données temps réel;21/08/2020;01:30;459;;;;;;
Bordeaux;Données temps réel;21/08/2020;01:45;449;;;;;;
Bordeaux;Données temps réel;21/08/2020;02:00;449;;;;;;
Bordeaux;Données temps réel;21/08/2020;02:15;465;;;;;;
Bordeaux;Données temps réel;21/08/2020;02:30;441;;;;;;
Bordeaux;Données temps réel;21/08/2020;02:45;438;;;;;;
Bordeaux;Données temps réel;21/08/2020;03:00;424;;;;;;
Bordeaux;Données temps réel;21/08/2020;03:15;421;;;;;;
Bordeaux;Données temps réel;21/08/2020;03:30;412;;;;;;
Bordeaux;Données temps réel;21/08/2020;03:45;414;;;;;;
Bordeaux;Données temps réel;21/08/2020;04:00;406;;;;;;
Bordeaux;Données temps réel;21/08/2020;04:15;405;;;;;;
Bordeaux;Données temps réel;21/08/2020;04:30;406;;;;;;
Bordeaux;Données temps réel;21/08/2020;04:45;415;;;;;;
Bordeaux;Données temps réel;21/08/2020;05:00;416;;;;;;
Bordeaux;Données temps réel;21/08/2020;05:15;423;;;;;;
Bordeaux;Données temps réel;21/08/2020;05:30;422;;;;;;
Bordeaux;Données temps réel;21/08/2020;05:45;427;;;;;;
Bordeaux;Données temps réel;21/08/2020;06:00;440;;;;;;
Bordeaux;Données temps réel;21/08/2020;06:15;441;;;;;;
Bordeaux;Données temps réel;21/08/2020;06:30;437;;;;;;
Bordeaux;Données temps réel;21/08/2020;06:45;455;;;;;;
Bordeaux;Données temps réel;21/08/2020;07:00;446;;;;;;
Bordeaux;Données temps réel;21/08/2020;07:15;452;;;;;;
Bordeaux;Données temps réel;21/08/2020;07:30;456;;;;;;
Bordeaux;Données temps réel;21/08/2020;07:45;460;;;;;;
Bordeaux;Données temps réel;21/08/2020;08:00;461;;;;;;
Bordeaux;Données temps réel;21/08/2020;08:15;468;;;;;;
Bordeaux;Données temps réel;21/08/2020;08:30;472;;;;;;
Bordeaux;Données temps réel;21/08/2020;08:45;461;;;;;;
Bordeaux;Données temps réel;21/08/2020;09:00;468;;;;;;
Bordeaux;Données temps réel;21/08/2020;09:15;484;;;;;;
Bordeaux;Données temps réel;21/08/2020;09:30;474;;;;;;
Bordeaux;Données temps réel;21/08/2020;09:45;482;;;;;;
Bordeaux;Données temps réel;21/08/2020;10:00;483;;;;;;
Bordeaux;Données temps réel;21/08/2020;10:15;474;;;;;;
Bordeaux;Données temps réel;21/08/2020;10:30;477;;;;;;
Bordeaux;Données temps réel;21/08/2020;10:45;489;;;;;;
Bordeaux;Données temps réel;21/08/2020;11:00;487;;;;;;
Bordeaux;Données temps réel;21/08/2020;11:15;484;;;;;;
Bordeaux;Données temps réel;21/08/2020;11:30;456;;;;;;
