commune;Région;Département;Code INSEE;Code Postal;GRD Elec;GRD Elec EIC;GRD Gaz;GRD Gaz EIC;Code GRD Elec 1;Code GRD Elec 2;Code GRD Gaz;Code GRD Gaz 2;EPCI;Code dept;Code région;Libellé EPCI;code_insee_commune_1;code_insee_commune_2;Commune fusionnée;GRD Join;GRD EIC Join;grd_elec_2_eic;geom;geo_point_2d
Aigueperse;Auvergne-Rhône-Alpes;Rhône;69002;69790;Enedis;17X100A100A0001A;;;ENED;;;;200067817;69;84;CC Saône-Beaujolais;69002;69002;;;;;"{""coordinates"": [[[[4.396290109, 46.274737555], [4.396349392, 46.275025026], [4.39687068, 46.275094284], [4.397328691, 46.275279595], [4.397933933, 46.275686451], [4.39837284, 46.276242146], [4.3986972, 46.277550364], [4.397848456, 46.278493826], [4.397708835, 46.27958799], [4.397494927, 46.279909434], [4.397736603, 46.280472056], [4.396822532, 46.280690414], [4.39715963, 46.281225749], [4.397658869, 46.281751888], [4.3976262, 46.282049492], [4.397300673, 46.282680317], [4.397253371, 46.283168132], [4.397947659, 46.283446908], [4.398267521, 46.283814936], [4.399015101, 46.283789543], [4.399321875, 46.284254996], [4.399666457, 46.284573183], [4.399774233, 46.284876267], [4.400388341, 46.285421696], [4.40047441, 46.285891661], [4.402107331, 46.286804609], [4.402576301, 46.287413056], [4.403466796, 46.287285006], [4.403975552, 46.2875192], [4.40423522, 46.28796901], [4.403958473, 46.288474066], [4.404145159, 46.289167943], [4.4045799, 46.289959629], [4.40465665, 46.290368464], [4.405014594, 46.290900818], [4.407532435, 46.292619632], [4.406935355, 46.293904987], [4.406324157, 46.294642036], [4.406112067, 46.295388565], [4.406075411, 46.296186965], [4.406614733, 46.296140679], [4.407984983, 46.295767105], [4.410800723, 46.29542065], [4.412160742, 46.295558704], [4.413869437, 46.29616704], [4.41454533, 46.296227095], [4.415706383, 46.296055963], [4.416217446, 46.295821753], [4.422682228, 46.294951345], [4.423423673, 46.295433822], [4.424658884, 46.295966858], [4.425089864, 46.29640097], [4.425727598, 46.297838488], [4.426125495, 46.299345651], [4.426728193, 46.300932205], [4.42716858, 46.302771162], [4.429174458, 46.301607628], [4.431032375, 46.301348341], [4.432325949, 46.301372612], [4.43316531, 46.301072054], [4.434307835, 46.300241709], [4.435822184, 46.299618313], [4.436467171, 46.299141857], [4.436836183, 46.298745432], [4.438192461, 46.298042941], [4.4381204, 46.297921365], [4.438417846, 46.297324098], [4.43802314, 46.296247432], [4.437970685, 46.295635669], [4.439016331, 46.293895065], [4.438793234, 46.293415148], [4.439146878, 46.293226953], [4.439895176, 46.293125631], [4.439899621, 46.292306907], [4.440922864, 46.292138158], [4.441541261, 46.290706443], [4.442158858, 46.287618483], [4.4426948, 46.287349613], [4.443790494, 46.28712408], [4.444734343, 46.286560026], [4.445543516, 46.286258856], [4.447435234, 46.285335101], [4.44792774, 46.284899241], [4.448754146, 46.284563604], [4.44943069, 46.284161421], [4.455186155, 46.279693849], [4.457046409, 46.27755358], [4.457490648, 46.276920155], [4.456256428, 46.275785842], [4.456314913, 46.275250119], [4.456029649, 46.272044821], [4.455902615, 46.271760945], [4.45533606, 46.271700641], [4.454585299, 46.271941698], [4.448022481, 46.271096805], [4.440953148, 46.270341708], [4.440155449, 46.270132948], [4.439478255, 46.27020996], [4.438449206, 46.269450228], [4.438014814, 46.268981085], [4.437684228, 46.268211622], [4.436300999, 46.265878445], [4.436040368, 46.265150423], [4.433643109, 46.263857618], [4.429561916, 46.265852493], [4.423645189, 46.265289896], [4.419213112, 46.263534982], [4.415105852, 46.261675892], [4.408700526, 46.265011986], [4.396946242, 46.2668572], [4.396799746, 46.267375952], [4.396342454, 46.267929138], [4.396094437, 46.268795873], [4.396738436, 46.269757941], [4.396670335, 46.273452213], [4.396290109, 46.274737555]]]], ""type"": ""MultiPolygon""}";46.28014488246091, 4.424089276103166
Aveize;Auvergne-Rhône-Alpes;Rhône;69014;69610;Enedis;17X100A100A0001A;GRDF;17X100A100A00028;ENED;;GRDF;;200066587;69;84;CC des Monts du Lyonnais;69014;69014;;;;;"{""coordinates"": [[[[4.478795156, 45.702698488], [4.480173607, 45.702237272], [4.480381645, 45.702085933], [4.480966761, 45.700751596], [4.480864385, 45.700432313], [4.481170391, 45.700051822], [4.481684593, 45.699814496], [4.481540392, 45.699517379], [4.481925982, 45.698749463], [4.482175352, 45.698654317], [4.482071646, 45.698285517], [4.48265104, 45.698035621], [4.482546669, 45.697546143], [4.482655124, 45.697180856], [4.482553709, 45.696897587], [4.483165358, 45.695981688], [4.483365326, 45.695961943], [4.483876946, 45.695390503], [4.4849094, 45.694975213], [4.485259659, 45.694904849], [4.485546665, 45.694632673], [4.486081589, 45.694499528], [4.48606078, 45.694298959], [4.486900391, 45.694360833], [4.48725712, 45.694196711], [4.487902256, 45.694099929], [4.488974967, 45.693702083], [4.489713006, 45.693619374], [4.490309895, 45.693688035], [4.49126012, 45.693276475], [4.491659023, 45.692913638], [4.492228303, 45.69310244], [4.493154098, 45.692738922], [4.494292312, 45.692627462], [4.494897563, 45.692482534], [4.495800871, 45.692001308], [4.496741461, 45.691853718], [4.497105889, 45.691595794], [4.49803766, 45.691217746], [4.498653762, 45.69133204], [4.499353271, 45.691157013], [4.499506297, 45.690638906], [4.500263977, 45.690382041], [4.50141266, 45.689758801], [4.502523264, 45.689343205], [4.502989253, 45.689277547], [4.503729695, 45.689333413], [4.504748314, 45.687048377], [4.506597347, 45.682370915], [4.507596334, 45.680317581], [4.506459148, 45.672904256], [4.506455092, 45.671433553], [4.506053527, 45.671122797], [4.506453369, 45.670945425], [4.507129417, 45.670107785], [4.50685771, 45.669187357], [4.503457038, 45.667710717], [4.50222307, 45.667398449], [4.501070112, 45.667088691], [4.500358198, 45.666794661], [4.499450855, 45.666019582], [4.499225401, 45.665663227], [4.498793019, 45.665444722], [4.498380061, 45.665469131], [4.497705427, 45.665222323], [4.497437277, 45.665233995], [4.496688309, 45.664898105], [4.495906735, 45.665161572], [4.495372117, 45.665056993], [4.493843498, 45.665007933], [4.493739111, 45.664804871], [4.492687959, 45.664455851], [4.4920144, 45.66410452], [4.491363789, 45.663603375], [4.490729401, 45.663322669], [4.489783221, 45.663054191], [4.489697725, 45.662836466], [4.488356506, 45.662254374], [4.487599312, 45.662230156], [4.485378891, 45.662580098], [4.484811921, 45.662273251], [4.484574658, 45.661376639], [4.484155613, 45.661220948], [4.483941373, 45.660847304], [4.482616845, 45.660356791], [4.481964916, 45.660329348], [4.481125052, 45.659950421], [4.480634624, 45.660006407], [4.479979638, 45.659480037], [4.479700371, 45.659074817], [4.479576591, 45.658624322], [4.479025896, 45.657962382], [4.478720389, 45.65777636], [4.478016545, 45.657679326], [4.477325984, 45.657454223], [4.476640375, 45.657510951], [4.475809038, 45.657834373], [4.47469059, 45.65803546], [4.474306878, 45.657757684], [4.474485556, 45.657232974], [4.474334926, 45.657074632], [4.473729708, 45.65691864], [4.473115253, 45.657284235], [4.47225149, 45.657209972], [4.47207674, 45.656820479], [4.471703972, 45.65714688], [4.471618793, 45.657614525], [4.470723524, 45.657998186], [4.46998421, 45.657677307], [4.469706746, 45.657336886], [4.469338003, 45.657670431], [4.469261202, 45.658551357], [4.466519862, 45.660568499], [4.462533422, 45.662332461], [4.461685789, 45.662093091], [4.460933176, 45.661998384], [4.459158514, 45.662160995], [4.456993559, 45.66223316], [4.456822937, 45.664388788], [4.456956321, 45.665064341], [4.457774003, 45.666409216], [4.457535163, 45.666949087], [4.457044628, 45.667248142], [4.45606897, 45.667564276], [4.455121102, 45.668058368], [4.454357284, 45.668175411], [4.454069655, 45.668375464], [4.449807609, 45.668628555], [4.449355084, 45.670087104], [4.448894897, 45.670370421], [4.448171765, 45.670325684], [4.447176792, 45.670447451], [4.446499589, 45.670882152], [4.446131262, 45.671535339], [4.446988404, 45.671201902], [4.44755118, 45.67145135], [4.446913134, 45.671811698], [4.445995284, 45.672821389], [4.44479339, 45.673433935], [4.444265321, 45.673579406], [4.443686305, 45.673938977], [4.443423857, 45.674516045], [4.442878252, 45.674777916], [4.442708078, 45.67519889], [4.442422375, 45.675377273], [4.442069992, 45.675856419], [4.441747777, 45.675965018], [4.44155259, 45.676461964], [4.441168696, 45.676767689], [4.441876883, 45.67815911], [4.442594552, 45.678729929], [4.443354854, 45.67896426], [4.443353444, 45.679402887], [4.443634129, 45.679918055], [4.445398776, 45.681956077], [4.446182071, 45.682330594], [4.447451389, 45.683503129], [4.448069527, 45.683751865], [4.448149918, 45.683975991], [4.449170444, 45.685066145], [4.449351569, 45.685456492], [4.449771514, 45.685692458], [4.450174392, 45.686110572], [4.449731877, 45.686680966], [4.449120912, 45.686511402], [4.447660277, 45.686821988], [4.44752833, 45.68742711], [4.446617777, 45.68774232], [4.44641248, 45.68824571], [4.446832064, 45.688614986], [4.447514916, 45.689763531], [4.447604681, 45.690100116], [4.448020469, 45.690519873], [4.448192348, 45.691194942], [4.448830083, 45.692041446], [4.44893365, 45.692512047], [4.449175143, 45.692753014], [4.44938694, 45.6933321], [4.449689802, 45.693756906], [4.450201658, 45.694162811], [4.451368281, 45.694395463], [4.453290748, 45.69497591], [4.45484343, 45.695910547], [4.455633955, 45.696110185], [4.45626242, 45.696891022], [4.456613742, 45.697152169], [4.457247281, 45.698173407], [4.457720296, 45.698418566], [4.458092348, 45.698831648], [4.45868188, 45.698864547], [4.463786281, 45.695142652], [4.464432251, 45.695561161], [4.465040643, 45.69514256], [4.465745937, 45.694840679], [4.468588049, 45.696506779], [4.47076107, 45.699975624], [4.472343698, 45.70119784], [4.473345587, 45.701751248], [4.473751727, 45.702473656], [4.474798162, 45.702864353], [4.475603785, 45.702997008], [4.476819331, 45.702932449], [4.477782638, 45.702760406], [4.47831749, 45.702861467], [4.478795156, 45.702698488]]]], ""type"": ""MultiPolygon""}";45.67929715577774, 4.475384747058074
Azolette;Auvergne-Rhône-Alpes;Rhône;69016;69790;Enedis;17X100A100A0001A;;;ENED;;;;200067817;69;84;CC Saône-Beaujolais;69016;69016;;;;;"{""coordinates"": [[[[4.4141643, 46.180111569], [4.41264259, 46.180279995], [4.411824345, 46.180124446], [4.411391129, 46.180873746], [4.410712781, 46.181368506], [4.410332475, 46.181957733], [4.409823651, 46.182238737], [4.407875731, 46.182121482], [4.406777183, 46.1821594], [4.406303835, 46.182257121], [4.405274259, 46.182861567], [4.403852774, 46.183555502], [4.40322419, 46.18437743], [4.402506617, 46.184965389], [4.402079518, 46.18580824], [4.401793088, 46.186117986], [4.400793902, 46.186698598], [4.399673077, 46.187137499], [4.398744322, 46.187227285], [4.397879751, 46.187545934], [4.39755184, 46.187806644], [4.396926692, 46.188667219], [4.39612525, 46.189123775], [4.396005544, 46.189311674], [4.395935285, 46.190677884], [4.395679028, 46.191614978], [4.395422505, 46.19361211], [4.395775102, 46.195389217], [4.415359357, 46.2004446], [4.417274617, 46.200326178], [4.41911978, 46.200606676], [4.422287551, 46.202521461], [4.422878755, 46.203260687], [4.423579206, 46.203011452], [4.424704523, 46.201991355], [4.426748058, 46.199872667], [4.426966519, 46.199296224], [4.427532003, 46.198448837], [4.429053374, 46.197652481], [4.42986759, 46.196448008], [4.43172431, 46.195683422], [4.433698494, 46.194006785], [4.432618902, 46.194282478], [4.43210018, 46.194532184], [4.431647602, 46.194384776], [4.430953125, 46.193714443], [4.430773234, 46.193331237], [4.430773402, 46.192741321], [4.431672673, 46.192166204], [4.431911497, 46.19182636], [4.431607104, 46.191095278], [4.431757654, 46.191050152], [4.43142248, 46.189437738], [4.431201926, 46.18923517], [4.430610888, 46.189196678], [4.429027994, 46.188020547], [4.428726249, 46.188085583], [4.428106032, 46.187971791], [4.427807043, 46.188043094], [4.424371872, 46.186692011], [4.424045869, 46.187470638], [4.423008383, 46.187117073], [4.421922218, 46.187236038], [4.421600527, 46.187032016], [4.421264395, 46.187171313], [4.420051303, 46.18729635], [4.419693695, 46.187107182], [4.418699264, 46.186962887], [4.41820802, 46.187021253], [4.417596591, 46.187597177], [4.416838597, 46.186917645], [4.417063675, 46.186795957], [4.416690993, 46.186273733], [4.416542067, 46.185578502], [4.415899666, 46.18510557], [4.41812014, 46.183723343], [4.419243425, 46.183237394], [4.419762529, 46.182553637], [4.419770068, 46.181742976], [4.418543455, 46.181691644], [4.417299185, 46.181308186], [4.416274525, 46.18139481], [4.415423844, 46.181189255], [4.415026914, 46.180931213], [4.414521518, 46.18028815], [4.4141643, 46.180111569]]]], ""type"": ""MultiPolygon""}";46.19182842432142, 4.413937830376586
Bessenay;Auvergne-Rhône-Alpes;Rhône;69021;69690,69690,69690,69690,69690,69690;Enedis;17X100A100A0001A;;;ENED;;;;246900625;69;84;CC du Pays de l'Arbresle (CCPA);69021;69021;;;;;"{""coordinates"": [[[[4.532301906, 45.790435324], [4.532783468, 45.790298189], [4.533853455, 45.790209798], [4.534442775, 45.789919881], [4.535144774, 45.789886016], [4.535515709, 45.790030479], [4.536034707, 45.789665855], [4.537118748, 45.789620473], [4.537312823, 45.789238651], [4.537991973, 45.788800684], [4.539195404, 45.788743747], [4.540108802, 45.788996981], [4.540844552, 45.788742859], [4.541632661, 45.788658241], [4.542270443, 45.788169475], [4.54310868, 45.787805857], [4.543682259, 45.787784503], [4.544975133, 45.787382228], [4.54568251, 45.787541866], [4.545921559, 45.787803387], [4.547372091, 45.787974448], [4.547752684, 45.78832499], [4.54804895, 45.7882849], [4.548962659, 45.788502032], [4.549561998, 45.788159658], [4.550382508, 45.788037608], [4.550744945, 45.788245184], [4.551327742, 45.788322738], [4.551950345, 45.787846733], [4.552245573, 45.787815653], [4.55406206, 45.788226574], [4.554527484, 45.788387688], [4.555356819, 45.78807634], [4.556141994, 45.788162787], [4.556834123, 45.788327971], [4.557983683, 45.788735419], [4.558494098, 45.788802226], [4.560824192, 45.788524142], [4.561302162, 45.788080708], [4.561629546, 45.788003224], [4.562799947, 45.78914618], [4.563293424, 45.78916006], [4.563854521, 45.788970352], [4.564771037, 45.789465624], [4.565570566, 45.789512178], [4.566142767, 45.79003203], [4.566384406, 45.790017868], [4.566711696, 45.7895738], [4.567424025, 45.789995328], [4.568393134, 45.7901647], [4.568791935, 45.790561756], [4.569253218, 45.79048419], [4.569957942, 45.789912372], [4.570447977, 45.78994068], [4.57124344, 45.789527009], [4.572332089, 45.789644246], [4.572770117, 45.789112152], [4.573750975, 45.78969382], [4.574317444, 45.790145261], [4.575102963, 45.789835278], [4.575498906, 45.789363205], [4.576860352, 45.78911452], [4.578190119, 45.789424676], [4.578981243, 45.789311834], [4.580095745, 45.789432237], [4.580683649, 45.78892143], [4.582966427, 45.788567894], [4.583950981, 45.788511748], [4.584722968, 45.788001939], [4.583796047, 45.787418707], [4.582378533, 45.786696439], [4.582833669, 45.786316278], [4.583049125, 45.785748536], [4.583729657, 45.785148147], [4.583651204, 45.784746648], [4.582711517, 45.78470399], [4.580981112, 45.783976187], [4.578897505, 45.78359015], [4.577434447, 45.782845043], [4.576685419, 45.782219639], [4.576056647, 45.781477265], [4.575809773, 45.781035782], [4.576068671, 45.780409804], [4.57585588, 45.779854362], [4.575203293, 45.779449166], [4.57410627, 45.778172917], [4.573561163, 45.776614258], [4.572596253, 45.774775938], [4.572304672, 45.77448008], [4.571504175, 45.774211125], [4.570713223, 45.774005979], [4.569895516, 45.773176136], [4.569463371, 45.772552583], [4.569590863, 45.772419312], [4.570578742, 45.772218225], [4.571478414, 45.772174174], [4.571682828, 45.771894821], [4.571465075, 45.770935942], [4.570471704, 45.769222295], [4.569836226, 45.768733971], [4.568813156, 45.767557521], [4.567472167, 45.766468342], [4.566100267, 45.764559071], [4.563963408, 45.764398676], [4.563392283, 45.763542855], [4.562653094, 45.763341441], [4.562584659, 45.762832613], [4.563148041, 45.762096169], [4.56357961, 45.761840704], [4.562713718, 45.761207827], [4.562309218, 45.76050911], [4.561552933, 45.760247582], [4.560845841, 45.760224044], [4.559765384, 45.760329957], [4.559367902, 45.76056242], [4.558635598, 45.760603164], [4.558212918, 45.760307281], [4.557737204, 45.75972752], [4.556962568, 45.758219696], [4.556194062, 45.757293612], [4.555596557, 45.757047867], [4.554035871, 45.756637964], [4.552666013, 45.755600353], [4.552113481, 45.755351269], [4.551126845, 45.755083836], [4.550342315, 45.754773987], [4.549816396, 45.754188579], [4.550142362, 45.753470776], [4.550076325, 45.752997034], [4.549654526, 45.752545295], [4.548855614, 45.752041992], [4.548375432, 45.751847738], [4.547720068, 45.752243117], [4.547309306, 45.752368541], [4.546954218, 45.752690445], [4.5462247, 45.75291931], [4.546050773, 45.75369266], [4.545492302, 45.753689506], [4.544735536, 45.753818761], [4.543506009, 45.754249898], [4.543085918, 45.754641129], [4.543039358, 45.755277632], [4.542815728, 45.75547073], [4.542298019, 45.755453493], [4.54161876, 45.755225906], [4.54048966, 45.755199903], [4.539396759, 45.755272467], [4.5391649, 45.755124321], [4.538554258, 45.755003858], [4.537898436, 45.755386576], [4.537541013, 45.755395952], [4.536743966, 45.755234789], [4.535802522, 45.75473874], [4.534333432, 45.755164032], [4.533651021, 45.755748833], [4.532294931, 45.755425015], [4.531619542, 45.75538195], [4.530805517, 45.755536206], [4.530167626, 45.75526746], [4.529787301, 45.755286129], [4.529191126, 45.7556878], [4.528541515, 45.756344179], [4.528235515, 45.756957169], [4.526716275, 45.758226054], [4.526294875, 45.758808177], [4.526039618, 45.758883684], [4.52503649, 45.758762152], [4.524575025, 45.759805046], [4.525865334, 45.763056983], [4.528625194, 45.76392838], [4.528853589, 45.764416143], [4.529261222, 45.766311906], [4.52871254, 45.769969709], [4.528157143, 45.770641918], [4.528195922, 45.771392542], [4.52810687, 45.772035016], [4.526308789, 45.771564895], [4.523636859, 45.771467714], [4.522371607, 45.771089406], [4.521546499, 45.770990656], [4.519041783, 45.771356751], [4.518702242, 45.771645929], [4.518063505, 45.771632009], [4.516314795, 45.772159892], [4.515801064, 45.772808962], [4.515385683, 45.773665661], [4.515021779, 45.774100161], [4.514831036, 45.774982662], [4.51345845, 45.776089973], [4.512081801, 45.777850297], [4.513558914, 45.778582539], [4.51404161, 45.77872377], [4.514538987, 45.779165622], [4.515014711, 45.77975637], [4.516068036, 45.780427621], [4.516603014, 45.780643794], [4.517401705, 45.780806883], [4.517095168, 45.781690946], [4.516692149, 45.782202532], [4.516890375, 45.782624076], [4.516947873, 45.783077234], [4.517581835, 45.783709076], [4.518551152, 45.784176987], [4.519607364, 45.784340198], [4.520752958, 45.784850749], [4.522408353, 45.785221115], [4.522874659, 45.785185101], [4.524961931, 45.785670289], [4.52564295, 45.785670992], [4.525807999, 45.786286611], [4.526496536, 45.786698808], [4.529550175, 45.788140846], [4.531962009, 45.789877927], [4.532301906, 45.790435324]]]], ""type"": ""MultiPolygon""}";45.77419141115487, 4.546944613489313
Bibost;Auvergne-Rhône-Alpes;Rhône;69022;69690,6969;Enedis;17X100A100A0001A;;;ENED;;;;246900625;69;84;CC du Pays de l'Arbresle (CCPA);69022;69022;;;;;"{""coordinates"": [[[[4.569253218, 45.79048419], [4.568791935, 45.790561756], [4.568393134, 45.7901647], [4.567424025, 45.789995328], [4.566711696, 45.7895738], [4.566384406, 45.790017868], [4.566142767, 45.79003203], [4.565570566, 45.789512178], [4.564771037, 45.789465624], [4.563854521, 45.788970352], [4.563293424, 45.78916006], [4.562799947, 45.78914618], [4.561629546, 45.788003224], [4.561302162, 45.788080708], [4.560824192, 45.788524142], [4.558494098, 45.788802226], [4.557983683, 45.788735419], [4.556834123, 45.788327971], [4.556141994, 45.788162787], [4.555356819, 45.78807634], [4.554527484, 45.788387688], [4.55406206, 45.788226574], [4.552245573, 45.787815653], [4.551950345, 45.787846733], [4.551327742, 45.788322738], [4.550744945, 45.788245184], [4.550382508, 45.788037608], [4.549561998, 45.788159658], [4.548962659, 45.788502032], [4.54804895, 45.7882849], [4.547752684, 45.78832499], [4.547372091, 45.787974448], [4.545921559, 45.787803387], [4.54568251, 45.787541866], [4.544975133, 45.787382228], [4.543682259, 45.787784503], [4.54310868, 45.787805857], [4.542270443, 45.788169475], [4.541632661, 45.788658241], [4.540844552, 45.788742859], [4.540108802, 45.788996981], [4.539195404, 45.788743747], [4.537991973, 45.788800684], [4.537312823, 45.789238651], [4.537118748, 45.789620473], [4.536034707, 45.789665855], [4.535515709, 45.790030479], [4.535144774, 45.789886016], [4.534442775, 45.789919881], [4.533853455, 45.790209798], [4.532783468, 45.790298189], [4.532301906, 45.790435324], [4.531860038, 45.790564713], [4.530878103, 45.790671705], [4.530738132, 45.790173738], [4.530289063, 45.789857392], [4.529067728, 45.789780278], [4.528351919, 45.789826901], [4.528103786, 45.791235288], [4.52776413, 45.791290323], [4.52727988, 45.792075947], [4.527270223, 45.792657903], [4.52695698, 45.794227485], [4.5269911, 45.794623314], [4.52659016, 45.795489767], [4.526787124, 45.79590771], [4.526722872, 45.796098618], [4.528073799, 45.79717824], [4.52895031, 45.797584276], [4.530950261, 45.798198437], [4.53296074, 45.799329399], [4.533758701, 45.799547327], [4.534611586, 45.799980661], [4.534946464, 45.80100286], [4.534102357, 45.803806382], [4.534521611, 45.803879041], [4.534546563, 45.804128185], [4.535249788, 45.804919311], [4.535770324, 45.805762454], [4.535940253, 45.80654732], [4.536576162, 45.806953871], [4.537021857, 45.807096413], [4.537024474, 45.807514284], [4.538426661, 45.807781595], [4.539889208, 45.807765258], [4.540803676, 45.807676224], [4.541592023, 45.80786721], [4.541950253, 45.807505656], [4.542371017, 45.807262133], [4.543801106, 45.80732905], [4.545842885, 45.806980474], [4.547384795, 45.806993575], [4.548644445, 45.806677282], [4.549748106, 45.806172175], [4.550318872, 45.805585212], [4.550925781, 45.805185086], [4.551771039, 45.804880755], [4.553127753, 45.804675659], [4.554635748, 45.803806476], [4.555147396, 45.80377511], [4.557179715, 45.803006747], [4.558243482, 45.802690345], [4.5586555, 45.802688259], [4.559106735, 45.802524411], [4.560150312, 45.802542417], [4.561078304, 45.802298116], [4.562908757, 45.802318721], [4.56487799, 45.80137456], [4.565334588, 45.801264653], [4.567331611, 45.801710693], [4.568000247, 45.801676188], [4.569200419, 45.801948625], [4.570938702, 45.801943361], [4.57104615, 45.801827481], [4.571993057, 45.801571118], [4.572099175, 45.801363387], [4.571600091, 45.801246945], [4.571643455, 45.800779795], [4.570518759, 45.79845191], [4.569304045, 45.798707482], [4.56671882, 45.798947846], [4.567149969, 45.79844109], [4.567766194, 45.797196816], [4.568389063, 45.796459523], [4.568786643, 45.795361487], [4.569316519, 45.795113643], [4.569534667, 45.794861124], [4.569576587, 45.794478658], [4.569093755, 45.79325506], [4.569135808, 45.792288058], [4.568952802, 45.791420558], [4.569402843, 45.79090182], [4.569253218, 45.79048419]]]], ""type"": ""MultiPolygon""}";45.79665738003008, 4.548686562258502
Bron;Auvergne-Rhône-Alpes;Rhône;69029;69500;Enedis;17X100A100A0001A;GRDF;17X100A100A00028;ENED;;GRDF;;200046977;69;84;Métropole de Lyon;69029;69029;;;;;"{""coordinates"": [[[[4.909645113, 45.718053968], [4.907751344, 45.719928072], [4.905646433, 45.721239142], [4.904654903, 45.721499104], [4.904518379, 45.721604997], [4.903423165, 45.721804548], [4.900214811, 45.721921736], [4.896488969, 45.722211476], [4.895266597, 45.72241669], [4.894512399, 45.722999542], [4.893345742, 45.723630751], [4.891071595, 45.724594894], [4.886997948, 45.726117866], [4.886728452, 45.72922544], [4.8869994, 45.72992889], [4.887454869, 45.730348217], [4.887696132, 45.730332468], [4.888659189, 45.733072616], [4.88973283, 45.735093911], [4.891850584, 45.738529867], [4.891880371, 45.73909954], [4.892062096, 45.739598206], [4.892711179, 45.740033181], [4.89435409, 45.743078937], [4.894863283, 45.743784674], [4.89642019, 45.746754386], [4.896798907, 45.748080222], [4.897178569, 45.750107724], [4.897430546, 45.750588987], [4.897708152, 45.751629184], [4.898395707, 45.752916491], [4.900381756, 45.75241195], [4.906607805, 45.75128541], [4.90918195, 45.750750049], [4.911403877, 45.750188173], [4.915083444, 45.748918736], [4.916386356, 45.74857233], [4.917686461, 45.748442138], [4.919406257, 45.748504755], [4.919920506, 45.748456367], [4.927705535, 45.745719465], [4.932536533, 45.744247804], [4.933202008, 45.742823108], [4.933963263, 45.739651096], [4.934712811, 45.737690798], [4.935281132, 45.736764973], [4.935659801, 45.735676662], [4.935394344, 45.735111941], [4.936503982, 45.725955598], [4.933639615, 45.725029252], [4.928450407, 45.723077041], [4.921259058, 45.721043447], [4.918068751, 45.719973645], [4.914942697, 45.719084616], [4.911136976, 45.718395285], [4.909645113, 45.718053968]]]], ""type"": ""MultiPolygon""}";45.73467815777193, 4.911945477981871
