"année";"nom territoire";"code insee";"nom commune";"nom réseau";"indicateur";"unités";"valeur"
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production biogaz";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production biomasse solide";"MWh";1019,23
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production charbon";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production enr hors bois";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production gaz naturel";"MWh";169,53
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production totale";"MWh";1188,76
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"niveau de rejet en CO2 des réseaux";"MWh";0,11
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"niveau de rejet en CO2 des réseaux";"MWh";0,11
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"densité";"MWh";4173
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"densité";"MWh";2461,02
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"longueur réseau";"MWh";2
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"longueur réseau";"MWh";4,51
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production autres";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production autres";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production biogaz";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production biogaz";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production biomasse solide";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production biomasse solide";"MWh";8746
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production chaleur fatale";"MWh";5231,58
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production charbon";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production charbon";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production enr hors bois";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production enr hors bois";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production gaz naturel";"MWh";3070,91
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production gaz naturel";"MWh";2351
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production produits pétroliers ";"MWh";43,52
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production totale";"MWh";8346
"2022";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production totale";"MWh";11097
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"niveau de rejet en CO2 des réseaux";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"densité";"MWh";2473,94
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"longueur réseau";"MWh";0,44
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production autres";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production biogaz";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production biomasse solide";"MWh";870,83
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production charbon";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production enr hors bois";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production gaz naturel";"MWh";0
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production produits pétroliers ";"MWh";217,71
"2022";"Rhône";"69107";"Lamure-sur-Azergues";"RESEAU DE CHALEUR COMMUNAL";"production totale";"MWh";1088,53
"2022";"Rhône";"69119";"Longes";"Longes";"niveau de rejet en CO2 des réseaux";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"densité";"MWh";2461,02
"2022";"Rhône";"69119";"Longes";"Longes";"longueur réseau";"MWh";0,14
"2022";"Rhône";"69119";"Longes";"Longes";"production autres";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production biogaz";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production biomasse solide";"MWh";340,71
"2022";"Rhône";"69119";"Longes";"Longes";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production charbon";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production enr hors bois";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production gaz naturel";"MWh";0
"2022";"Rhône";"69119";"Longes";"Longes";"production produits pétroliers ";"MWh";15,33
"2022";"Rhône";"69119";"Longes";"Longes";"production totale";"MWh";356,04
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"niveau de rejet en CO2 des réseaux";"MWh";0,07
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"densité";"MWh";2461,02
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"longueur réseau";"MWh";0,14
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production autres";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production biogaz";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production biomasse solide";"MWh";283,8
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production charbon";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production enr hors bois";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production gaz naturel";"MWh";0
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production produits pétroliers ";"MWh";51,64
"2022";"Rhône";"69120";"Longessaigne";"Longessaigne";"production totale";"MWh";335,44
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"niveau de rejet en CO2 des réseaux";"MWh";0,04
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"densité";"MWh";2461,02
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"longueur réseau";"MWh";0,46
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production autres";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production biogaz";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production biomasse solide";"MWh";1010,5
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production charbon";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production enr hors bois";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production gaz naturel";"MWh";0
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production produits pétroliers ";"MWh";126,28
"2022";"Rhône";"69135";"Deux-Grosnes";"Monsols";"production totale";"MWh";1136,78
"2022";"Rhône";"69156";"Pommiers";"Chénas";"niveau de rejet en CO2 des réseaux";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"niveau de rejet en CO2 des réseaux";"MWh";0,14
"2022";"Rhône";"69156";"Pommiers";"Chénas";"densité";"MWh";2461,02
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"densité";"MWh";2461,02
"2022";"Rhône";"69156";"Pommiers";"Chénas";"longueur réseau";"MWh";0,06
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"longueur réseau";"MWh";0,06
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production autres";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production autres";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production biogaz";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production biogaz";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production biomasse solide";"MWh";146,2
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production biomasse solide";"MWh";97,18
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production charbon";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production charbon";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production enr hors bois";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production enr hors bois";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production gaz naturel";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production gaz naturel";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production produits pétroliers ";"MWh";51,62
"2022";"Rhône";"69156";"Pommiers";"Chénas";"production totale";"MWh";146,2
"2022";"Rhône";"69156";"Pommiers";"Rontalon";"production totale";"MWh";148,8
"2022";"Rhône";"69169";"Ronno";"Ronno";"niveau de rejet en CO2 des réseaux";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"densité";"MWh";2461,02
"2022";"Rhône";"69169";"Ronno";"Ronno";"longueur réseau";"MWh";0,08
"2022";"Rhône";"69169";"Ronno";"Ronno";"production autres";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production biogaz";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production biomasse solide";"MWh";201,24
"2022";"Rhône";"69169";"Ronno";"Ronno";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production charbon";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production enr hors bois";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production gaz naturel";"MWh";0
"2022";"Rhône";"69169";"Ronno";"Ronno";"production produits pétroliers ";"MWh";0,8
"2022";"Rhône";"69169";"Ronno";"Ronno";"production totale";"MWh";202,04
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"niveau de rejet en CO2 des réseaux";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"densité";"MWh";2461,02
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"longueur réseau";"MWh";0,4
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production autres";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production biogaz";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production biomasse solide";"MWh";976,1
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production charbon";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production enr hors bois";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production gaz naturel";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69197";"Saint-Étienne-des-Oullières";"Larajasse";"production totale";"MWh";976,1
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"niveau de rejet en CO2 des réseaux";"MWh";0,06
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"densité";"MWh";2461,02
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"longueur réseau";"MWh";0,93
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production autres";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production biogaz";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production biomasse solide";"MWh";1810,69
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production charbon";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production enr hors bois";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production gaz naturel";"MWh";473,85
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69227";"Saint-Martin-en-Haut";"Saint Martin en Haut";"production totale";"MWh";2284,54
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"niveau de rejet en CO2 des réseaux";"MWh";0,11
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"densité";"MWh";2461,02
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"longueur réseau";"MWh";1,84
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production autres";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production biogaz";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production biomasse solide";"MWh";2940,34
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production charbon";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production enr hors bois";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production gaz naturel";"MWh";1581,12
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69248";"Thizy-les-Bourgs";"Réseau chaleur bois de Thizy-les-Bourgs";"production totale";"MWh";4521,46
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"niveau de rejet en CO2 des réseaux";"MWh";0,02
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"niveau de rejet en CO2 des réseaux";"MWh";0,02
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"densité";"MWh";2461,02
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"densité";"MWh";5039,82
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"longueur réseau";"MWh";12,96
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"longueur réseau";"MWh";5,5
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production autres";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production autres";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production biogaz";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production biogaz";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production biomasse solide";"MWh";5993
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production biomasse solide";"MWh";5153,98
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production chaleur fatale";"MWh";23864
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production chaleur fatale";"MWh";20522,18
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production charbon";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production charbon";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production enr hors bois";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production enr hors bois";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production gaz naturel";"MWh";2040
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production gaz naturel";"MWh";2042,82
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production produits pétroliers ";"MWh";0
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"Réseau Sytraival";"production totale";"MWh";31897
"2022";"Rhône";"69264";"Villefranche-sur-Saône";"UIOM Villefranche";"production totale";"MWh";27718,98
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"niveau de rejet en CO2 des réseaux";"MWh";0,09
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"niveau de rejet en CO2 des réseaux";"MWh";0,15
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"densité";"MWh";1257,78
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"densité";"MWh";2130,3
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"longueur réseau";"MWh";0,5
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"longueur réseau";"MWh";0,3
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production autres";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production autres";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production biogaz";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production biogaz";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production biomasse solide";"MWh";450
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production biomasse solide";"MWh";371,2
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production chaleur fatale";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production charbon";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production charbon";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production chaudiere électrique";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production enr hors bois";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production enr hors bois";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production gaz naturel";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production gaz naturel";"MWh";0
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production produits pétroliers ";"MWh";178,89
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production produits pétroliers ";"MWh";267,89
"2022";"Rhône";"69269";"Yzeron";"LE BOURG";"production totale";"MWh";628,89
"2022";"Rhône";"69269";"Yzeron";"LES COMBES";"production totale";"MWh";639,09
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"niveau de rejet en CO2 des réseaux";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"densité";"MWh";6450,88
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"longueur réseau";"MWh";1,8
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production autres";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production biogaz";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production biomasse solide";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production chaleur fatale";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production charbon";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production chaudiere électrique";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production enr hors bois";"MWh";0
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production gaz naturel";"MWh";11484
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production produits pétroliers ";"MWh";127,58
"2021";"Rhône";"69008";"Ancy";"Quartier Mermoz Sud";"production totale";"MWh";11611,58
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"niveau de rejet en CO2 des réseaux";"MWh";0,03
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"densité";"MWh";2640,5
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"longueur réseau";"MWh";0,13
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production autres";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production biogaz";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production biomasse solide";"MWh";296,7
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production chaleur fatale";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production charbon";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production chaudiere électrique";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production enr hors bois";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production gaz naturel";"MWh";38,07
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production produits pétroliers ";"MWh";0
"2021";"Rhône";"69066";"Cours";"Réseau de chaleur bois Cours-la-Ville";"production totale";"MWh";334,77
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"niveau de rejet en CO2 des réseaux";"MWh";0,08
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"niveau de rejet en CO2 des réseaux";"MWh";0,07
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"densité";"MWh";4935,5
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"densité";"MWh";2640,5
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"longueur réseau";"MWh";2
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"longueur réseau";"MWh";4,61
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production autres";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production autres";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production biogaz";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production biogaz";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production biomasse solide";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production biomasse solide";"MWh";9375
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production chaleur fatale";"MWh";7239,92
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production chaleur fatale";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production charbon";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production charbon";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production chaudiere électrique";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production chaudiere électrique";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production enr hors bois";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Réseau chauffage Centre Hospitalier Villefranche";"production enr hors bois";"MWh";0
"2021";"Rhône";"69092";"Gleizé";"Qartier Belleroche Ouest";"production gaz naturel";"MWh";2587,53
