Code commune - Code de la zone;Code commune - Libellé de la zone;Classe de véhicule;Catégorie de véhicule;Carburant;Vignette Crit'Air;Parc de véhicule au 1er janvier 2011 (en nombre de véhicules);Parc de véhicule au 1er janvier 2012 (en nombre de véhicules);Parc de véhicule au 1er janvier 2013 (en nombre de véhicules);Parc de véhicule au 1er janvier 2014 (en nombre de véhicules);Parc de véhicule au 1er janvier 2015 (en nombre de véhicules);Parc de véhicule au 1er janvier 2016 (en nombre de véhicules);Parc de véhicule au 1er janvier 2017 (en nombre de véhicules);Parc de véhicule au 1er janvier 2018 (en nombre de véhicules);Parc de véhicule au 1er janvier 2019 (en nombre de véhicules);Parc de véhicule au 1er janvier 2020 (en nombre de véhicules);Parc de véhicule au 1er janvier 2021 (en nombre de véhicules);Parc de véhicule au 1er janvier 2022 (en nombre de véhicules)
69171;Sain-Bel;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 2;0;1;1;1;1;1;1;1;1;1;0;0
69171;Sain-Bel;vp;Véhicule particulier;Gaz et inconnu;Non classé;19;0;0;0;0;0;0;0;0;0;0;0
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel;Crit'Air 2;4;17;37;50;75;83;88;108;123;127;133;140
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel;Crit'Air 3;95;101;95;100;98;105;104;93;88;85;91;83
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel;Crit'Air 4;70;68;68;66;58;64;58;58;51;43;39;33
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel;Crit'Air 5;23;26;26;24;24;21;20;14;12;10;10;9
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel;Non classé;56;46;42;38;35;29;28;22;13;11;7;8
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;2;2;2;2;2;1;1;2;1
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;1;1;1;1;0;1;0;0;0;0;0;3
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;0;0;3;4;7
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence;Crit'Air 1;1;10;13;14;20;30;44;63;82;83;100;111
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence;Crit'Air 2;36;39;40;38;40;42;39;36;39;41;31;30
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence;Crit'Air 3;62;68;65;65;72;69;61;56;53;53;51;53
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence;Non classé;92;78;63;55;49;50;47;37;31;26;25;24
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;1;1;1;0;2;5;8
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;1;0;0;0;0;0;0;0;1;1
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;1;1;1;1;1;1;2;1;1;3;3
69172;Salles-Arbuissonnas-en-Beaujolais;vp;Véhicule particulier;Gaz et inconnu;Non classé;4;0;0;0;0;0;1;1;1;1;1;0
69173;Sarcey;vp;Véhicule particulier;Diesel;Crit'Air 2;15;45;64;86;117;138;161;179;207;211;219;235
69173;Sarcey;vp;Véhicule particulier;Diesel;Crit'Air 3;144;158;147;159;159;140;135;128;110;106;94;87
69173;Sarcey;vp;Véhicule particulier;Diesel;Crit'Air 4;106;99;101;98;82;76;80;71;65;56;52;49
69173;Sarcey;vp;Véhicule particulier;Diesel;Crit'Air 5;41;35;33;26;23;21;17;13;12;16;12;12
69173;Sarcey;vp;Véhicule particulier;Diesel;Non classé;68;59;54;47;39;33;29;22;15;9;6;4
69173;Sarcey;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;1;1;1;2;3
69173;Sarcey;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;0;1
69173;Sarcey;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;3;4;4;2;2;4;8
69173;Sarcey;vp;Véhicule particulier;Essence;Crit'Air 1;3;9;16;19;28;42;61;79;109;129;148;162
69173;Sarcey;vp;Véhicule particulier;Essence;Crit'Air 2;26;31;29;33;37;38;37;37;38;40;32;34
69173;Sarcey;vp;Véhicule particulier;Essence;Crit'Air 3;71;77;71;74;82;79;78;69;69;70;69;51
69173;Sarcey;vp;Véhicule particulier;Essence;Non classé;77;75;66;57;47;44;38;34;28;26;24;20
69173;Sarcey;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;1;2;2;3;6;10;14
69173;Sarcey;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;2;3;4;4;5;5;4;4;4;3;2;3
69173;Sarcey;vp;Véhicule particulier;Gaz et inconnu;Non classé;7;1;1;1;1;1;1;1;1;0;0;0
69174;Les Sauvages;vp;Véhicule particulier;Diesel;Crit'Air 2;2;13;26;39;55;71;93;103;121;138;141;141
69174;Les Sauvages;vp;Véhicule particulier;Diesel;Crit'Air 3;87;96;97;97;88;83;72;73;68;67;64;72
69174;Les Sauvages;vp;Véhicule particulier;Diesel;Crit'Air 4;82;84;68;69;64;56;56;57;51;41;38;30
69174;Les Sauvages;vp;Véhicule particulier;Diesel;Crit'Air 5;36;32;30;26;13;8;8;10;9;8;7;5
69174;Les Sauvages;vp;Véhicule particulier;Diesel;Non classé;45;33;29;29;29;26;22;19;11;11;8;4
69174;Les Sauvages;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;1;2;2;1;0
69174;Les Sauvages;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;1;1
69174;Les Sauvages;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;1;1;1;1;4
69174;Les Sauvages;vp;Véhicule particulier;Essence;Crit'Air 1;2;5;13;14;20;26;35;48;68;75;82;94
69174;Les Sauvages;vp;Véhicule particulier;Essence;Crit'Air 2;23;27;27;30;32;31;26;25;22;24;25;26
69174;Les Sauvages;vp;Véhicule particulier;Essence;Crit'Air 3;50;51;44;44;41;37;40;36;35;37;33;29
69174;Les Sauvages;vp;Véhicule particulier;Essence;Non classé;47;42;35;33;34;27;21;14;12;6;6;5
69174;Les Sauvages;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;1;2;1;3;3;4;4;6;7
69174;Les Sauvages;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;1;3;3;3;2;1;2;1;1;1;1;0
69174;Les Sauvages;vp;Véhicule particulier;Gaz et inconnu;Non classé;1;0;0;0;0;0;0;0;0;0;0;0
69175;Savigny;vp;Véhicule particulier;Diesel;Crit'Air 2;22;78;139;194;233;262;316;361;385;414;443;435
69175;Savigny;vp;Véhicule particulier;Diesel;Crit'Air 3;271;279;297;291;278;277;273;267;262;252;225;203
69175;Savigny;vp;Véhicule particulier;Diesel;Crit'Air 4;218;210;205;192;189;189;175;165;153;126;101;92
69175;Savigny;vp;Véhicule particulier;Diesel;Crit'Air 5;68;60;59;58;52;53;55;46;41;37;26;22
69175;Savigny;vp;Véhicule particulier;Diesel;Non classé;134;113;93;79;74;63;51;36;29;16;12;8
69175;Savigny;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;3;5;5;6;4;3;3;4;6
69175;Savigny;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;3;3;3;3;3;3;3;4;4;6;9;12
69175;Savigny;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;1;1;1;2;2;4;9;17
69175;Savigny;vp;Véhicule particulier;Essence;Crit'Air 1;5;24;41;63;82;105;150;184;225;285;324;370
69175;Savigny;vp;Véhicule particulier;Essence;Crit'Air 2;90;94;92;95;98;100;100;101;103;94;107;110
69175;Savigny;vp;Véhicule particulier;Essence;Crit'Air 3;181;189;184;176;177;174;168;156;148;142;118;112
69175;Savigny;vp;Véhicule particulier;Essence;Non classé;189;174;145;130;115;94;85;88;64;42;37;35
69175;Savigny;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;1;3;6;12;12;16;23
69175;Savigny;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;5;6;7;5;5;6;6;5;4;4;4;4
69175;Savigny;vp;Véhicule particulier;Gaz et inconnu;Non classé;18;2;1;1;1;1;1;1;0;0;0;0
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel;Crit'Air 2;49;142;252;347;442;525;667;739;799;836;886;895
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel;Crit'Air 3;534;573;623;641;643;606;584;577;524;480;440;392
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel;Crit'Air 4;415;401;375;360;344;326;294;251;218;211;183;153
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel;Crit'Air 5;121;113;114;101;90;76;74;62;48;34;25;27
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel;Non classé;198;176;155;139;122;97;79;64;43;25;20;17
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;1;3;5;6;4;4;4;6;5
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;1;2;1;2;2;3;3;3;4;10;17
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;1;1;5;5;9;15;26;40
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Essence;Crit'Air 1;16;36;74;121;165;254;326;420;537;619;710;782
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Essence;Crit'Air 2;190;186;199;200;214;209;204;203;215;210;206;202
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Essence;Crit'Air 3;386;388;368;368;354;320;322;300;283;263;225;203
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Essence;Non classé;292;263;222;199;167;144;132;110;85;66;50;47
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;2;5;6;9;9;13;21;27;33;49
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;9;13;11;12;14;14;17;17;16;13;17;25
69176;Soucieu-en-Jarrest;vp;Véhicule particulier;Gaz et inconnu;Non classé;28;0;0;0;0;0;0;0;0;0;0;0
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel;Crit'Air 2;19;63;112;163;213;251;289;308;332;360;368;358
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel;Crit'Air 3;290;314;309;300;298;300;286;264;241;229;203;185
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel;Crit'Air 4;226;213;198;196;201;186;173;158;151;124;108;88
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel;Crit'Air 5;80;81;77;69;65;61;54;51;41;28;26;20
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel;Non classé;137;125;115;94;79;67;51;45;31;22;19;17
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;1;2;2;1;2;2;4
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;0;0;0;1;1;8;8
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;2;5;8;9;7;9;16
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence;Crit'Air 1;10;31;46;58;63;99;123;169;241;302;356;388
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence;Crit'Air 2;86;94;100;93;95;93;90;95;100;104;96;101
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence;Crit'Air 3;168;165;158;160;160;148;134;136;128;117;105;93
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence;Non classé;164;142;116;97;89;79;59;54;45;33;29;29
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;0;1;1;7;9;11;22
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Essence HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;0
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;8;7;9;9;10;11;10;10;8;8;5;11
69177;Sourcieux-les-Mines;vp;Véhicule particulier;Gaz et inconnu;Non classé;8;0;0;0;0;0;0;0;0;0;0;0
69178;Souzy;vp;Véhicule particulier;Diesel;Crit'Air 2;3;13;23;40;56;83;101;112;132;148;160;170
69178;Souzy;vp;Véhicule particulier;Diesel;Crit'Air 3;80;101;117;125;133;141;142;141;131;118;110;108
69178;Souzy;vp;Véhicule particulier;Diesel;Crit'Air 4;83;82;80;74;72;65;61;60;56;44;42;33
69178;Souzy;vp;Véhicule particulier;Diesel;Crit'Air 5;33;32;28;23;23;25;21;24;16;11;10;7
69178;Souzy;vp;Véhicule particulier;Diesel;Non classé;75;65;52;38;30;24;23;17;9;4;3;2
69178;Souzy;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;1;1;1;1;1;1;1;1;1
69178;Souzy;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;1;1;0;0;0;1;0;1;3
69178;Souzy;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;4;3;5;4;4;3;5;9
69178;Souzy;vp;Véhicule particulier;Essence;Crit'Air 1;1;5;8;12;16;24;34;38;52;62;74;81
69178;Souzy;vp;Véhicule particulier;Essence;Crit'Air 2;25;25;22;21;18;21;20;25;26;26;30;30
69178;Souzy;vp;Véhicule particulier;Essence;Crit'Air 3;52;53;51;52;47;40;50;50;43;37;32;29
69178;Souzy;vp;Véhicule particulier;Essence;Non classé;47;37;30;32;27;28;23;21;17;9;6;7
69178;Souzy;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;2;0
69178;Souzy;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;0;0;1;1;1;1;1;1;1;2;2
69178;Souzy;vp;Véhicule particulier;Gaz et inconnu;Non classé;6;0;0;0;0;0;0;0;0;0;0;0
69179;Beauvallon;vp;Véhicule particulier;Diesel;Crit'Air 2;47;161;254;366;472;570;650;725;766;847;885;868
69179;Beauvallon;vp;Véhicule particulier;Diesel;Crit'Air 3;574;605;605;628;631;633;616;566;517;481;437;391
69179;Beauvallon;vp;Véhicule particulier;Diesel;Crit'Air 4;455;435;409;388;371;348;313;278;244;213;163;150
69179;Beauvallon;vp;Véhicule particulier;Diesel;Crit'Air 5;141;127;124;111;94;84;81;73;60;46;26;27
69179;Beauvallon;vp;Véhicule particulier;Diesel;Non classé;221;192;160;142;120;97;73;56;42;27;20;18
69179;Beauvallon;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;2;4;2;2;3;2;4;5;7;6
69179;Beauvallon;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;1;1;1;1;2;1;1;2;4;5;6;12
69179;Beauvallon;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;3;9;10;12;26;34
69179;Beauvallon;vp;Véhicule particulier;Essence;Crit'Air 1;16;57;88;134;190;244;331;427;520;647;747;799
69179;Beauvallon;vp;Véhicule particulier;Essence;Crit'Air 2;167;174;189;197;200;206;204;202;195;191;187;181
69179;Beauvallon;vp;Véhicule particulier;Essence;Crit'Air 3;341;341;333;317;316;302;264;249;223;207;183;157
69179;Beauvallon;vp;Véhicule particulier;Essence;Non classé;260;234;203;165;149;136;115;92;79;56;53;48
69179;Beauvallon;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;2;4;5;9;16;25;30;37;59
69179;Beauvallon;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;9;12;12;11;10;12;11;12;12;12;12;14
69179;Beauvallon;vp;Véhicule particulier;Gaz et inconnu;Non classé;30;1;2;2;2;2;2;1;0;0;0;0
69180;Saint-André-la-Côte;vp;Véhicule particulier;Diesel;Crit'Air 2;5;12;22;29;37;45;53;59;57;57;52;59
69180;Saint-André-la-Côte;vp;Véhicule particulier;Diesel;Crit'Air 3;42;41;43;45;36;37;31;33;34;32;32;27
69180;Saint-André-la-Côte;vp;Véhicule particulier;Diesel;Crit'Air 4;30;30;30;26;25;19;21;15;15;14;14;10
69180;Saint-André-la-Côte;vp;Véhicule particulier;Diesel;Crit'Air 5;9;8;9;12;7;7;7;6;4;3;3;1
69180;Saint-André-la-Côte;vp;Véhicule particulier;Diesel;Non classé;21;16;12;9;9;10;9;7;7;4;0;1
69180;Saint-André-la-Côte;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;0;0;1;3;4
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence;Crit'Air 1;0;1;1;1;5;9;12;16;25;28;30;32
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence;Crit'Air 2;7;7;9;11;11;7;9;10;14;12;14;18
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence;Crit'Air 3;22;25;22;24;22;22;20;18;15;13;12;12
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence;Non classé;22;17;14;13;10;10;7;5;7;8;9;7
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;0;1;2;4
69180;Saint-André-la-Côte;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;1;1;0;0;0;0;0;0;0;0
69180;Saint-André-la-Côte;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;0;1
69180;Saint-André-la-Côte;vp;Véhicule particulier;Gaz et inconnu;Non classé;3;0;0;0;0;0;0;0;0;0;0;0
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel;Crit'Air 2;0;2;6;13;15;15;20;25;28;34;34;31
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel;Crit'Air 3;11;14;17;19;24;26;26;23;22;24;25;25
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel;Crit'Air 4;13;16;15;18;18;15;15;13;16;15;13;14
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel;Crit'Air 5;10;9;10;9;9;12;11;8;7;4;5;4
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel;Non classé;15;15;12;15;12;13;11;5;4;1;1;0
69181;Saint-Appolinaire;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;1;1;1;1;1;1;1
69181;Saint-Appolinaire;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;0;1
69181;Saint-Appolinaire;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;0;0;0;0;1
69181;Saint-Appolinaire;vp;Véhicule particulier;Essence;Crit'Air 1;1;1;1;2;3;4;6;12;16;19;20;22
69181;Saint-Appolinaire;vp;Véhicule particulier;Essence;Crit'Air 2;4;5;3;3;4;5;6;6;5;6;4;3
69181;Saint-Appolinaire;vp;Véhicule particulier;Essence;Crit'Air 3;10;12;12;14;17;13;14;11;9;8;5;7
69181;Saint-Appolinaire;vp;Véhicule particulier;Essence;Non classé;12;8;10;6;7;5;3;2;2;3;3;4
69181;Saint-Appolinaire;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;1;1;3;4
69181;Saint-Appolinaire;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;1;1;1;1;1;0;0;0;1;1;1;1
69181;Saint-Appolinaire;vp;Véhicule particulier;Gaz et inconnu;Non classé;1;0;0;0;0;0;0;0;0;0;0;0
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel;Crit'Air 2;5;12;23;29;33;38;48;54;63;66;72;76
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel;Crit'Air 3;56;58;57;57;55;51;48;50;51;53;48;53
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel;Crit'Air 4;41;38;37;36;32;31;29;29;27;27;25;22
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel;Crit'Air 5;21;21;16;16;14;14;14;14;12;8;6;6
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel;Non classé;45;40;27;26;28;22;17;12;8;3;1;2
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;3
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Essence;Crit'Air 1;0;2;2;2;5;7;13;17;25;29;30;34
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Essence;Crit'Air 2;10;9;9;8;11;10;11;10;9;9;11;9
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Essence;Crit'Air 3;22;24;25;27;26;25;26;26;25;20;25;21
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Essence;Non classé;33;25;21;18;16;14;11;13;10;6;4;5
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;1;1;1;1;3
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;0;0;0;0;0;0;1;0;0;1;1
69182;Saint-Bonnet-des-Bruyères;vp;Véhicule particulier;Gaz et inconnu;Non classé;3;0;0;0;0;0;0;0;0;0;0;0
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel;Crit'Air 2;3;11;16;21;31;43;54;53;65;69;74;73
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel;Crit'Air 3;29;30;40;38;40;41;41;44;36;36;33;31
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel;Crit'Air 4;37;37;31;30;29;30;32;29;27;21;18;20
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel;Crit'Air 5;11;7;10;11;11;11;8;8;8;10;9;6
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel;Non classé;27;24;20;22;19;11;10;10;8;2;1;2
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;1;1;1;1
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;1;1;1;1;1;1;1
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Essence;Crit'Air 1;1;2;1;4;5;8;10;10;12;22;30;32
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Essence;Crit'Air 2;9;8;7;7;9;9;8;9;9;9;10;8
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Essence;Crit'Air 3;21;24;24;22;15;18;18;19;18;17;13;12
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Essence;Non classé;27;28;22;22;19;14;11;10;10;8;4;3
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;1;1;1;2
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;0;0;0;0;0;0;1;1;0;0;1
69183;Saint-Bonnet-le-Troncy;vp;Véhicule particulier;Gaz et inconnu;Non classé;3;0;0;0;0;0;0;0;0;0;0;0
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel;Crit'Air 2;16;37;53;74;98;114;142;163;185;205;236;229
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel;Crit'Air 3;111;124;130;143;145;144;138;135;120;118;110;99
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel;Crit'Air 4;111;114;129;114;108;98;85;83;66;52;50;50
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel;Crit'Air 5;57;56;52;47;44;39;39;30;22;16;12;16
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel;Non classé;92;86;71;59;41;37;33;27;17;7;3;2
69184;Sainte-Catherine;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;1;1;1;1;2;2;1;2
69184;Sainte-Catherine;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;1;1;1;1;1;1;3
69184;Sainte-Catherine;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;0;0;1;2;4
69184;Sainte-Catherine;vp;Véhicule particulier;Essence;Crit'Air 1;3;12;17;22;27;37;47;59;75;104;119;132
69184;Sainte-Catherine;vp;Véhicule particulier;Essence;Crit'Air 2;22;23;28;31;33;39;38;35;41;39;31;36
69184;Sainte-Catherine;vp;Véhicule particulier;Essence;Crit'Air 3;73;71;76;85;77;75;75;58;61;55;48;49
69184;Sainte-Catherine;vp;Véhicule particulier;Essence;Non classé;77;73;64;60;59;52;36;27;22;20;15;15
69184;Sainte-Catherine;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;1;2;7;9;13;12
69184;Sainte-Catherine;vp;Véhicule particulier;Essence HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69184;Sainte-Catherine;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;0;0;0;1;2;2;4;5;5;5;4;6
69184;Sainte-Catherine;vp;Véhicule particulier;Gaz et inconnu;Non classé;8;0;0;0;0;0;0;0;0;0;0;0
69184;Sainte-Catherine;vp;Véhicule particulier;Gaz et inconnu;Inconnu;0;0;0;0;0;0;0;0;0;0;0;1
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel;Crit'Air 2;2;4;11;17;19;25;31;37;41;52;54;56
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel;Crit'Air 3;33;33;33;35;33;29;32;28;25;20;25;25
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel;Crit'Air 4;34;29;22;23;23;21;23;23;22;18;14;13
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel;Crit'Air 5;13;13;9;9;12;10;7;7;5;4;3;3
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel;Non classé;12;8;9;10;7;9;8;7;2;0;0;0
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Essence;Crit'Air 1;1;3;7;10;11;9;9;11;14;17;17;21
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Essence;Crit'Air 2;6;9;6;6;6;7;7;12;12;8;11;6
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Essence;Crit'Air 3;9;7;11;10;12;12;10;11;12;10;10;11
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Essence;Non classé;19;21;17;14;11;6;6;6;1;1;0;4
69186;Saint-Clément-de-Vers;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;0;0;0;1
