Code commune - Code de la zone;Code commune - Libellé de la zone;Classe de véhicule;Catégorie de véhicule;Carburant;Vignette Crit'Air;Parc de véhicule au 1er janvier 2011 (en nombre de véhicules);Parc de véhicule au 1er janvier 2012 (en nombre de véhicules);Parc de véhicule au 1er janvier 2013 (en nombre de véhicules);Parc de véhicule au 1er janvier 2014 (en nombre de véhicules);Parc de véhicule au 1er janvier 2015 (en nombre de véhicules);Parc de véhicule au 1er janvier 2016 (en nombre de véhicules);Parc de véhicule au 1er janvier 2017 (en nombre de véhicules);Parc de véhicule au 1er janvier 2018 (en nombre de véhicules);Parc de véhicule au 1er janvier 2019 (en nombre de véhicules);Parc de véhicule au 1er janvier 2020 (en nombre de véhicules);Parc de véhicule au 1er janvier 2021 (en nombre de véhicules);Parc de véhicule au 1er janvier 2022 (en nombre de véhicules)
69135;Deux-Grosnes;vp;Véhicule particulier;Diesel;Crit'Air 3;187;225;237;243;250;253;255;252;252;241;246;227
69135;Deux-Grosnes;vp;Véhicule particulier;Diesel;Crit'Air 4;196;188;194;200;203;201;181;167;157;137;117;94
69135;Deux-Grosnes;vp;Véhicule particulier;Diesel;Crit'Air 5;97;87;78;72;74;62;56;53;43;33;33;28
69135;Deux-Grosnes;vp;Véhicule particulier;Diesel;Non classé;174;175;142;118;96;81;69;48;31;22;15;15
69135;Deux-Grosnes;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;1;1;3
69135;Deux-Grosnes;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;1;2;2;2;2;2;3;6
69135;Deux-Grosnes;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;3;6;7;8;6;7;13
69135;Deux-Grosnes;vp;Véhicule particulier;Essence;Crit'Air 1;2;9;19;33;49;57;67;95;121;141;141;174
69135;Deux-Grosnes;vp;Véhicule particulier;Essence;Crit'Air 2;62;60;61;53;49;53;57;58;60;61;69;68
69135;Deux-Grosnes;vp;Véhicule particulier;Essence;Crit'Air 3;145;151;131;139;133;133;137;134;117;110;96;87
69135;Deux-Grosnes;vp;Véhicule particulier;Essence;Non classé;175;159;125;108;101;88;81;71;55;40;34;28
69135;Deux-Grosnes;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;1;2;2;3;5;5
69135;Deux-Grosnes;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;3;4;3;3;4;4;5;5;6;6;4;7
69135;Deux-Grosnes;vp;Véhicule particulier;Gaz et inconnu;Non classé;11;0;0;0;0;0;0;0;0;0;0;0
69136;Montagny;vp;Véhicule particulier;Diesel;Crit'Air 2;39;149;250;345;396;455;506;578;637;705;734;743
69136;Montagny;vp;Véhicule particulier;Diesel;Crit'Air 3;417;418;423;415;407;411;413;395;389;357;312;274
69136;Montagny;vp;Véhicule particulier;Diesel;Crit'Air 4;302;293;279;270;257;242;221;201;181;157;129;105
69136;Montagny;vp;Véhicule particulier;Diesel;Crit'Air 5;114;109;97;88;75;68;68;58;49;36;29;25
69136;Montagny;vp;Véhicule particulier;Diesel;Non classé;154;133;117;107;86;70;62;46;31;20;12;11
69136;Montagny;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;1;1;2;4;4;6;3;6;7
69136;Montagny;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;2;3;4;4;4;3;2;1;1;1;6;25
69136;Montagny;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;3;4;7;9;15;20;38
69136;Montagny;vp;Véhicule particulier;Essence;Crit'Air 1;16;48;81;111;140;180;238;317;388;466;517;599
69136;Montagny;vp;Véhicule particulier;Essence;Crit'Air 2;148;160;152;152;167;177;166;158;170;171;158;150
69136;Montagny;vp;Véhicule particulier;Essence;Crit'Air 3;249;238;235;230;222;205;203;198;188;164;155;134
69136;Montagny;vp;Véhicule particulier;Essence;Non classé;199;171;147;132;116;102;97;80;57;46;41;42
69136;Montagny;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;1;1;4;7;16;14;20;24;43
69136;Montagny;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;2;2;2;1;1;1;1;1;0;1
69136;Montagny;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;14;13;13;12;15;11;10;7;8;9;13;14
69136;Montagny;vp;Véhicule particulier;Gaz et inconnu;Non classé;33;1;2;2;0;0;2;1;0;0;0;0
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Diesel;Crit'Air 2;3;12;11;23;33;38;47;49;60;75;75;81
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Diesel;Crit'Air 3;47;51;54;55;61;58;61;55;49;47;41;39
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Diesel;Crit'Air 4;30;32;34;34;25;27;32;32;23;19;22;21
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Diesel;Crit'Air 5;15;17;15;13;14;10;9;6;6;5;5;4
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Diesel;Non classé;29;27;26;22;22;17;13;8;5;1;0;0
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;1;4;4;5;6
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence;Crit'Air 1;2;6;12;20;21;24;28;31;44;56;70;76
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence;Crit'Air 2;12;12;11;12;13;16;16;17;16;20;15;16
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence;Crit'Air 3;24;22;23;24;30;32;24;28;28;30;31;26
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence;Non classé;27;27;16;15;13;11;11;11;9;6;6;6
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;2;1;2;2;2;3;8
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;1;1;1;1;0;0;0;0;0;0
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;5;5;5;5;5;5;5;5;6;7;6;6
69137;Montmelas-Saint-Sorlin;vp;Véhicule particulier;Gaz et inconnu;Non classé;3;0;0;0;0;0;0;0;0;0;0;0
69138;Montromant;vp;Véhicule particulier;Diesel;Crit'Air 2;3;11;20;28;44;57;62;69;78;82;91;96
69138;Montromant;vp;Véhicule particulier;Diesel;Crit'Air 3;54;60;62;61;63;61;68;65;65;61;52;51
69138;Montromant;vp;Véhicule particulier;Diesel;Crit'Air 4;56;55;50;50;53;56;49;43;41;31;22;18
69138;Montromant;vp;Véhicule particulier;Diesel;Crit'Air 5;19;14;13;13;11;14;14;11;12;8;6;6
69138;Montromant;vp;Véhicule particulier;Diesel;Non classé;22;20;18;13;12;12;11;10;6;2;2;2
69138;Montromant;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;0
69138;Montromant;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;1;3;4;4;4;8
69138;Montromant;vp;Véhicule particulier;Essence;Crit'Air 1;2;4;8;9;13;12;16;22;27;37;44;55
69138;Montromant;vp;Véhicule particulier;Essence;Crit'Air 2;13;14;14;17;15;14;13;14;15;16;19;17
69138;Montromant;vp;Véhicule particulier;Essence;Crit'Air 3;25;25;30;31;35;32;28;25;30;25;23;18
69138;Montromant;vp;Véhicule particulier;Essence;Non classé;34;32;33;33;21;19;16;16;18;17;13;9
69138;Montromant;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;0;2;3;5;6
69138;Montromant;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;3;3;3;2;2;3;5;5;5;4;4;2
69138;Montromant;vp;Véhicule particulier;Gaz et inconnu;Non classé;4;1;0;0;0;0;0;0;0;0;0;0
69139;Montrottier;vp;Véhicule particulier;Diesel;Crit'Air 2;13;36;71;98;128;165;202;235;267;308;312;310
69139;Montrottier;vp;Véhicule particulier;Diesel;Crit'Air 3;178;198;212;223;221;230;216;216;208;195;177;172
69139;Montrottier;vp;Véhicule particulier;Diesel;Crit'Air 4;161;154;160;161;148;134;130;126;115;97;77;74
69139;Montrottier;vp;Véhicule particulier;Diesel;Crit'Air 5;53;59;59;58;47;45;47;43;31;19;21;14
69139;Montrottier;vp;Véhicule particulier;Diesel;Non classé;134;114;101;84;67;63;54;42;31;10;6;5
69139;Montrottier;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;2;2;2;2;2;1;2;1;1
69139;Montrottier;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;2;0;0;1;1;2;1;3;4
69139;Montrottier;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;3;4;6;7;9;9
69139;Montrottier;vp;Véhicule particulier;Essence;Crit'Air 1;5;15;17;24;31;36;47;62;76;98;117;141
69139;Montrottier;vp;Véhicule particulier;Essence;Crit'Air 2;29;35;33;33;36;38;39;45;51;52;52;52
69139;Montrottier;vp;Véhicule particulier;Essence;Crit'Air 3;76;79;84;90;97;97;98;101;97;84;79;70
69139;Montrottier;vp;Véhicule particulier;Essence;Non classé;131;105;102;87;79;79;69;47;26;24;21;20
69139;Montrottier;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;1;2;3;5;8;15
69139;Montrottier;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;4;7;6;6;6;5;7;9;7;7;7;10
69139;Montrottier;vp;Véhicule particulier;Gaz et inconnu;Non classé;9;1;1;1;1;1;1;1;0;0;0;0
69140;Morancé;vp;Véhicule particulier;Diesel;Crit'Air 2;22;79;149;213;263;291;318;349;366;388;408;421
69140;Morancé;vp;Véhicule particulier;Diesel;Crit'Air 3;315;325;301;288;273;273;252;237;223;217;203;166
69140;Morancé;vp;Véhicule particulier;Diesel;Crit'Air 4;187;158;166;140;134;121;110;112;106;91;79;67
69140;Morancé;vp;Véhicule particulier;Diesel;Crit'Air 5;71;72;58;50;39;32;26;23;19;12;13;7
69140;Morancé;vp;Véhicule particulier;Diesel;Non classé;99;90;78;68;56;45;46;36;22;18;14;11
69140;Morancé;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;0;1;1;1;0;0;2;5
69140;Morancé;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;1;1;1;1;1;1;1;1;8
69140;Morancé;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;1;1;2;3;10;27
69140;Morancé;vp;Véhicule particulier;Essence;Crit'Air 1;18;40;60;88;117;154;196;249;297;354;405;450
69140;Morancé;vp;Véhicule particulier;Essence;Crit'Air 2;124;126;132;124;125;121;111;113;115;111;105;99
69140;Morancé;vp;Véhicule particulier;Essence;Crit'Air 3;212;190;183;161;147;142;128;124;109;98;79;81
69140;Morancé;vp;Véhicule particulier;Essence;Non classé;135;120;99;85;67;59;56;43;37;43;37;37
69140;Morancé;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;1;4;5;9;15;18;28;47
69140;Morancé;vp;Véhicule particulier;Essence HNR;Crit'Air 2;0;0;0;0;0;1;1;1;1;1;2;2
69140;Morancé;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;1;2;3;4;4;4;5;6;7;7;7;7
69140;Morancé;vp;Véhicule particulier;Gaz et inconnu;Non classé;14;0;0;0;0;0;0;0;0;0;0;0
69141;Mornant;vp;Véhicule particulier;Diesel;Crit'Air 2;77;243;401;533;677;813;943;1057;1124;1184;1256;1282
69141;Mornant;vp;Véhicule particulier;Diesel;Crit'Air 3;868;887;853;833;799;789;773;733;694;669;612;558
69141;Mornant;vp;Véhicule particulier;Diesel;Crit'Air 4;618;578;553;516;488;440;415;382;349;302;258;219
69141;Mornant;vp;Véhicule particulier;Diesel;Crit'Air 5;230;217;203;177;155;128;119;110;98;86;55;44
69141;Mornant;vp;Véhicule particulier;Diesel;Non classé;340;304;255;204;169;147;116;106;72;44;35;31
69141;Mornant;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;0;6;9;10;13;12;9;7;5
69141;Mornant;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;2;2;3;4;3;3;4;5;9;11;18;36
69141;Mornant;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;1;2;4;6;10;16;21;25;47;76
69141;Mornant;vp;Véhicule particulier;Essence;Crit'Air 1;32;101;160;215;285;378;488;635;799;989;1066;1168
69141;Mornant;vp;Véhicule particulier;Essence;Crit'Air 2;304;301;294;292;290;299;308;316;318;315;325;310
69141;Mornant;vp;Véhicule particulier;Essence;Crit'Air 3;483;465;439;449;416;403;392;373;361;325;303;264
69141;Mornant;vp;Véhicule particulier;Essence;Non classé;431;380;336;285;240;219;212;173;145;121;111;112
69141;Mornant;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;2;3;6;10;14;20;27;41;62;86
69141;Mornant;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;1;1;2;1;2;2;3;2;1;1
69141;Mornant;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;14;16;19;16;12;13;14;15;16;17;20;27
69141;Mornant;vp;Véhicule particulier;Gaz et inconnu;Non classé;40;6;3;2;3;3;2;3;2;1;1;1
69141;Mornant;vp;Véhicule particulier;Gaz et inconnu;Inconnu;0;0;0;0;0;0;0;0;0;1;0;0
69142;La Mulatière;vp;Véhicule particulier;Diesel;Crit'Air 2;38;134;218;299;368;449;519;559;629;663;682;680
69142;La Mulatière;vp;Véhicule particulier;Diesel;Crit'Air 3;533;566;583;561;566;551;555;528;531;488;455;430
69142;La Mulatière;vp;Véhicule particulier;Diesel;Crit'Air 4;456;454;446;442;435;419;414;380;352;297;241;197
69142;La Mulatière;vp;Véhicule particulier;Diesel;Crit'Air 5;188;190;167;157;142;122;114;98;87;65;45;33
69142;La Mulatière;vp;Véhicule particulier;Diesel;Non classé;307;272;222;187;144;126;103;77;56;29;21;17
69142;La Mulatière;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;1;2;1;3;3;6;8;9;11
69142;La Mulatière;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;1;3;3;3;3;3;4;5;4;6;22
69142;La Mulatière;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;1;0;1;2;2;5;3;6;9;23
69142;La Mulatière;vp;Véhicule particulier;Essence;Crit'Air 1;37;96;163;235;292;374;466;580;683;792;889;954
69142;La Mulatière;vp;Véhicule particulier;Essence;Crit'Air 2;339;359;351;341;335;330;302;294;293;282;256;246
69142;La Mulatière;vp;Véhicule particulier;Essence;Crit'Air 3;609;604;567;516;499;454;411;377;348;316;277;243
69142;La Mulatière;vp;Véhicule particulier;Essence;Non classé;456;389;302;251;207;179;136;118;94;64;53;47
69142;La Mulatière;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;1;5;8;11;17;21;30;36;39;59
69142;La Mulatière;vp;Véhicule particulier;Essence HNR;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;0;1
69142;La Mulatière;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;18;16;17;18;18;14;13;13;14;16;14;16
69142;La Mulatière;vp;Véhicule particulier;Gaz et inconnu;Non classé;34;1;1;1;0;0;0;0;0;0;0;0
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel;Crit'Air 2;69;227;352;469;603;696;787;857;938;1008;1043;1082
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel;Crit'Air 3;726;755;796;797;801;808;783;789;776;748;730;675
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel;Crit'Air 4;674;659;632;603;578;558;508;458;412;358;306;271
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel;Crit'Air 5;231;201;183;167;157;133;117;109;88;77;56;45
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel;Non classé;370;299;253;214;166;135;105;79;50;31;23;19
69143;Neuville-sur-Saône;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;4;4;6;7;7;9;6;8;10;11
69143;Neuville-sur-Saône;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;4;4;1;2;3;3;3;6;7;7;16;32
69143;Neuville-sur-Saône;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;2;2;1;5;8;12;16;28;55
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence;Crit'Air 1;38;109;169;266;343;438;577;708;828;1009;1182;1330
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence;Crit'Air 2;412;422;423;407;398;410;405;408;396;372;351;357
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence;Crit'Air 3;674;620;599;554;532;491;487;432;391;357;295;276
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence;Non classé;480;411;339;281;237;207;176;154;115;85;60;51
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;1;3;7;11;20;28;32;41;59;91
69143;Neuville-sur-Saône;vp;Véhicule particulier;Essence HNR;Crit'Air 2;1;1;0;0;0;0;0;0;0;0;0;1
69143;Neuville-sur-Saône;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;13;13;15;14;15;16;15;17;16;18;13;17
69143;Neuville-sur-Saône;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 2;0;0;0;0;0;0;0;0;0;0;1;0
69143;Neuville-sur-Saône;vp;Véhicule particulier;Gaz et inconnu;Non classé;37;2;2;3;1;1;1;1;1;1;1;1
69145;Odenas;vp;Véhicule particulier;Diesel;Crit'Air 2;11;26;49;71;87;111;117;136;155;174;171;186
69145;Odenas;vp;Véhicule particulier;Diesel;Crit'Air 3;114;117;122;122;129;129;117;109;102;98;91;81
69145;Odenas;vp;Véhicule particulier;Diesel;Crit'Air 4;87;94;95;91;84;85;73;62;62;48;36;38
69145;Odenas;vp;Véhicule particulier;Diesel;Crit'Air 5;40;36;34;26;22;21;23;13;11;13;14;8
69145;Odenas;vp;Véhicule particulier;Diesel;Non classé;50;48;41;35;31;27;26;24;14;4;2;4
69145;Odenas;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;1;2;2;2;2;2;2;3;4
69145;Odenas;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;0;0;0;0;0;0;0;1;1;2;1
69145;Odenas;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;0;0;0;1;1;3;5;10
69145;Odenas;vp;Véhicule particulier;Essence;Crit'Air 1;1;5;10;14;18;34;42;57;77;97;106;130
69145;Odenas;vp;Véhicule particulier;Essence;Crit'Air 2;32;33;41;42;41;36;36;40;40;39;40;46
69145;Odenas;vp;Véhicule particulier;Essence;Crit'Air 3;78;73;75;73;65;70;68;61;56;53;49;39
69145;Odenas;vp;Véhicule particulier;Essence;Non classé;46;45;26;31;26;24;19;17;16;14;11;12
69145;Odenas;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;0;0;0;0;1;1;3;6;11
69145;Odenas;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;2;3;4;4;4;2;2;2;2;2;3;3
69145;Odenas;vp;Véhicule particulier;Gaz et inconnu;Non classé;3;1;0;0;0;0;0;0;0;0;0;0
69148;Orliénas;vp;Véhicule particulier;Diesel;Crit'Air 2;24;81;147;204;249;305;372;404;458;487;498;515
69148;Orliénas;vp;Véhicule particulier;Diesel;Crit'Air 3;341;357;363;368;345;349;331;301;280;266;249;235
69148;Orliénas;vp;Véhicule particulier;Diesel;Crit'Air 4;250;222;216;212;199;185;166;158;137;118;102;81
69148;Orliénas;vp;Véhicule particulier;Diesel;Crit'Air 5;76;79;80;70;56;59;49;43;41;35;30;23
69148;Orliénas;vp;Véhicule particulier;Diesel;Non classé;124;110;91;83;76;62;46;29;17;12;9;10
69148;Orliénas;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;0;1;2;2;3;4;3;3;6;10
69148;Orliénas;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;1;2;2;2;3;3;4;4;6;8;16
69148;Orliénas;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;0;0;3;4;5;8;10;10;18;27
69148;Orliénas;vp;Véhicule particulier;Essence;Crit'Air 1;9;38;64;92;121;161;214;256;326;384;439;483
69148;Orliénas;vp;Véhicule particulier;Essence;Crit'Air 2;125;129;124;122;126;111;118;123;129;139;146;131
69148;Orliénas;vp;Véhicule particulier;Essence;Crit'Air 3;229;207;179;177;171;166;159;158;144;134;115;106
69148;Orliénas;vp;Véhicule particulier;Essence;Non classé;182;162;138;124;113;99;83;70;60;43;51;45
69148;Orliénas;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;0;1;4;7;12;20;23;24;31;41
69148;Orliénas;vp;Véhicule particulier;Essence HNR;Crit'Air 2;0;0;0;0;0;0;0;0;1;1;0;0
69148;Orliénas;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;3;5;6;8;7;8;5;3;4;3;3;3
69148;Orliénas;vp;Véhicule particulier;Gaz et inconnu;Non classé;19;1;1;1;1;1;2;0;1;0;0;0
69149;Oullins;vp;Véhicule particulier;Diesel;Crit'Air 2;177;573;971;1341;1667;1925;2197;2421;2593;2790;2860;2827
69149;Oullins;vp;Véhicule particulier;Diesel;Crit'Air 3;2471;2570;2559;2560;2536;2507;2425;2336;2174;2082;1918;1717
69149;Oullins;vp;Véhicule particulier;Diesel;Crit'Air 4;1883;1889;1876;1800;1718;1596;1474;1347;1205;1019;835;672
69149;Oullins;vp;Véhicule particulier;Diesel;Crit'Air 5;677;636;603;566;489;429;367;308;259;198;140;119
69149;Oullins;vp;Véhicule particulier;Diesel;Non classé;1025;896;753;601;490;378;306;238;164;93;52;46
69149;Oullins;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;2;8;10;13;18;14;19;25;46
69149;Oullins;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;0;5;7;8;10;12;13;14;19;25;49;82
69149;Oullins;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 2;0;0;0;0;0;0;0;0;1;1;0;0
69149;Oullins;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;1;4;4;5;7;11;19;25;37;59;96
69149;Oullins;vp;Véhicule particulier;Electrique et hydrogène;Non classé;2;0;0;0;0;0;0;0;0;0;0;0
69149;Oullins;vp;Véhicule particulier;Essence;Crit'Air 1;146;455;674;939;1196;1537;1919;2382;2872;3354;3796;4141
69149;Oullins;vp;Véhicule particulier;Essence;Crit'Air 2;1365;1332;1346;1360;1352;1346;1323;1307;1245;1160;1102;1050
69149;Oullins;vp;Véhicule particulier;Essence;Crit'Air 3;2719;2594;2419;2327;2198;2080;1898;1725;1522;1322;1121;950
69149;Oullins;vp;Véhicule particulier;Essence;Non classé;1775;1521;1241;1043;871;746;630;527;408;284;216;190
69149;Oullins;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;6;17;32;52;72;95;119;148;185;303
69149;Oullins;vp;Véhicule particulier;Essence HNR;Crit'Air 2;8;7;6;6;5;5;5;6;5;4;4;4
69149;Oullins;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;86;90;84;81;89;76;76;75;70;64;77;87
69149;Oullins;vp;Véhicule particulier;Gaz et inconnu;Non classé;151;3;3;1;1;1;2;2;1;0;0;0
69149;Oullins;vp;Véhicule particulier;Gaz et inconnu;Inconnu;0;1;1;1;1;0;0;0;0;0;0;0
69151;Le Perréon;vp;Véhicule particulier;Diesel;Crit'Air 2;16;57;84;103;145;180;209;235;264;286;312;311
69151;Le Perréon;vp;Véhicule particulier;Diesel;Crit'Air 3;185;196;213;222;232;240;229;218;202;196;183;167
69151;Le Perréon;vp;Véhicule particulier;Diesel;Crit'Air 4;150;134;139;131;122;118;119;110;90;87;77;66
69151;Le Perréon;vp;Véhicule particulier;Diesel;Crit'Air 5;61;65;61;55;56;38;32;34;28;25;16;12
69151;Le Perréon;vp;Véhicule particulier;Diesel;Non classé;107;98;93;81;73;61;47;42;31;12;6;6
69151;Le Perréon;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;1;1;1;1;1;1;2;2;3
69151;Le Perréon;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;1;1;1;1;1;2;2;4;2;1;4;7
69151;Le Perréon;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;1;1;1;1;2;2;2;3;8;16
69151;Le Perréon;vp;Véhicule particulier;Essence;Crit'Air 1;5;11;19;24;37;61;78;87;123;146;179;200
69151;Le Perréon;vp;Véhicule particulier;Essence;Crit'Air 2;62;61;62;58;61;66;62;62;60;58;48;52
69151;Le Perréon;vp;Véhicule particulier;Essence;Crit'Air 3;102;101;98;102;103;100;91;88;89;88;79;62
69151;Le Perréon;vp;Véhicule particulier;Essence;Non classé;104;82;82;76;61;57;54;50;44;25;25;19
69151;Le Perréon;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;1;1;1;1;1;2;4;6;9;15
69151;Le Perréon;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;1;2;2;3;4;5;5;3;4;3;3;5
69151;Le Perréon;vp;Véhicule particulier;Gaz et inconnu;Non classé;7;0;0;0;0;0;0;0;0;0;0;0
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel;Crit'Air 2;78;256;408;561;724;887;983;1066;1173;1293;1356;1417
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel;Crit'Air 3;891;934;940;966;987;1024;1011;1011;995;948;942;890
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel;Crit'Air 4;788;793;818;824;796;787;751;711;643;564;488;437
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel;Crit'Air 5;381;376;360;325;307;275;250;208;178;136;103;75
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel;Non classé;568;475;386;320;270;221;178;133;84;41;30;20
69152;Pierre-Bénite;vp;Véhicule particulier;Diesel HNR;Crit'Air 2;0;0;1;4;5;6;5;7;5;5;9;15
69152;Pierre-Bénite;vp;Véhicule particulier;Hybride rechargeable;Crit'Air 1;2;2;4;4;5;5;9;11;15;19;28;47
69152;Pierre-Bénite;vp;Véhicule particulier;Electrique et hydrogène;Crit'Air E;0;0;1;1;2;2;2;3;5;6;16;30
69152;Pierre-Bénite;vp;Véhicule particulier;Essence;Crit'Air 1;41;118;189;265;358;445;542;686;842;984;1089;1252
69152;Pierre-Bénite;vp;Véhicule particulier;Essence;Crit'Air 2;419;423;432;410;426;426;438;416;412;408;423;391
69152;Pierre-Bénite;vp;Véhicule particulier;Essence;Crit'Air 3;815;809;780;720;670;675;668;616;533;495;434;377
69152;Pierre-Bénite;vp;Véhicule particulier;Essence;Non classé;646;547;454;375;331;268;222;172;149;119;92;87
69152;Pierre-Bénite;vp;Véhicule particulier;Essence HNR;Crit'Air 1;0;0;2;5;12;18;25;34;48;48;53;86
69152;Pierre-Bénite;vp;Véhicule particulier;Essence HNR;Crit'Air 2;2;2;2;1;1;2;1;1;1;2;0;0
69152;Pierre-Bénite;vp;Véhicule particulier;Gaz et inconnu;Crit'Air 1;15;18;19;21;16;17;20;19;20;21;23;40
69152;Pierre-Bénite;vp;Véhicule particulier;Gaz et inconnu;Non classé;59;3;1;1;1;0;1;1;0;0;0;0
