Périmètre;Nature;Date;Heures;Consommation
Grand Lyon;Données temps réel;02/01/2024;06:30;1040
Grand Lyon;Données temps réel;02/01/2024;06:45;1040
Grand Lyon;Données temps réel;02/01/2024;07:00;1070
Grand Lyon;Données temps réel;02/01/2024;07:15;1106
Grand Lyon;Données temps réel;02/01/2024;07:30;1109
Grand Lyon;Données temps réel;02/01/2024;07:45;1133
Grand Lyon;Données temps réel;02/01/2024;08:00;1160
Grand Lyon;Données temps réel;02/01/2024;08:15;1162
Grand Lyon;Données temps réel;02/01/2024;08:30;1169
Grand Lyon;Données temps réel;02/01/2024;08:45;1190
Grand Lyon;Données temps réel;02/01/2024;09:00;1204
Grand Lyon;Données temps réel;02/01/2024;09:15;1218
Grand Lyon;Données temps réel;02/01/2024;09:30;1231
Grand Lyon;Données temps réel;02/01/2024;09:45;1237
Grand Lyon;Données temps réel;02/01/2024;10:00;1247
Grand Lyon;Données temps réel;02/01/2024;10:15;1282
Grand Lyon;Données temps réel;02/01/2024;10:30;1282
Grand Lyon;Données temps réel;02/01/2024;10:45;1288
Grand Lyon;Données temps réel;02/01/2024;11:00;1292
Grand Lyon;Données temps réel;02/01/2024;11:15;1305
Grand Lyon;Données temps réel;02/01/2024;11:30;1317
Grand Lyon;Données temps réel;02/01/2024;11:45;1310
Grand Lyon;Données temps réel;02/01/2024;12:00;1335
Grand Lyon;Données temps réel;02/01/2024;12:15;1345
Grand Lyon;Données temps réel;02/01/2024;12:30;1344
Grand Lyon;Données temps réel;02/01/2024;12:45;1347
Grand Lyon;Données temps réel;02/01/2024;13:00;1326
Grand Lyon;Données temps réel;02/01/2024;13:15;1315
Grand Lyon;Données temps réel;02/01/2024;13:30;1302
Grand Lyon;Données temps réel;02/01/2024;13:45;1307
Grand Lyon;Données temps réel;02/01/2024;14:00;1312
Grand Lyon;Données temps réel;02/01/2024;14:15;1305
Grand Lyon;Données temps réel;02/01/2024;14:30;1300
Grand Lyon;Données temps réel;02/01/2024;14:45;1292
Grand Lyon;Données temps réel;02/01/2024;15:00;1295
Grand Lyon;Données temps réel;02/01/2024;15:15;1285
Grand Lyon;Données temps réel;02/01/2024;15:30;1284
Grand Lyon;Données temps réel;02/01/2024;15:45;1279
Grand Lyon;Données temps réel;02/01/2024;16:00;1268
Grand Lyon;Données temps réel;02/01/2024;16:15;1266
Grand Lyon;Données temps réel;02/01/2024;16:30;1257
Grand Lyon;Données temps réel;02/01/2024;16:45;1246
Grand Lyon;Données temps réel;02/01/2024;17:00;1244
Grand Lyon;Données temps réel;02/01/2024;17:15;1285
Grand Lyon;Données temps réel;02/01/2024;17:30;1275
Grand Lyon;Données temps réel;02/01/2024;17:45;1299
Grand Lyon;Données temps réel;02/01/2024;18:00;1283
Grand Lyon;Données temps réel;02/01/2024;18:15;1292
Grand Lyon;Données temps réel;02/01/2024;18:30;1291
Grand Lyon;Données temps réel;02/01/2024;18:45;1297
Grand Lyon;Données temps réel;02/01/2024;19:00;1305
Grand Lyon;Données temps réel;02/01/2024;19:15;1291
Grand Lyon;Données temps réel;02/01/2024;19:30;1304
Grand Lyon;Données temps réel;02/01/2024;19:45;1294
Grand Lyon;Données temps réel;02/01/2024;20:00;1271
Grand Lyon;Données temps réel;02/01/2024;20:15;1250
Grand Lyon;Données temps réel;02/01/2024;20:30;1221
Grand Lyon;Données temps réel;02/01/2024;20:45;1204
Grand Lyon;Données temps réel;02/01/2024;21:00;1192
Grand Lyon;Données temps réel;02/01/2024;21:15;1169
Grand Lyon;Données temps réel;02/01/2024;21:30;1156
Grand Lyon;Données temps réel;02/01/2024;21:45;1127
Grand Lyon;Données temps réel;02/01/2024;22:00;1122
Grand Lyon;Données temps réel;02/01/2024;22:15;1110
Grand Lyon;Données temps réel;02/01/2024;22:30;1118
Grand Lyon;Données temps réel;02/01/2024;22:45;1160
Grand Lyon;Données temps réel;02/01/2024;23:00;1135
Grand Lyon;Données temps réel;02/01/2024;23:15;1158
Grand Lyon;Données temps réel;02/01/2024;23:30;1099
Grand Lyon;Données temps réel;02/01/2024;23:45;1079
Grand Lyon;Données temps réel;03/01/2024;00:00;1071
Grand Lyon;Données temps réel;03/01/2024;00:15;1050
Grand Lyon;Données temps réel;03/01/2024;00:30;1012
Grand Lyon;Données temps réel;03/01/2024;00:45;995
Grand Lyon;Données temps réel;03/01/2024;01:00;990
Grand Lyon;Données temps réel;03/01/2024;01:15;963
Grand Lyon;Données temps réel;03/01/2024;01:30;958
Grand Lyon;Données temps réel;03/01/2024;01:45;948
Grand Lyon;Données temps réel;03/01/2024;02:00;957
Grand Lyon;Données temps réel;03/01/2024;02:15;950
Grand Lyon;Données temps réel;03/01/2024;02:30;949
Grand Lyon;Données temps réel;03/01/2024;02:45;930
Grand Lyon;Données temps réel;03/01/2024;03:00;943
Grand Lyon;Données temps réel;03/01/2024;03:15;931
Grand Lyon;Données temps réel;03/01/2024;03:30;911
Grand Lyon;Données temps réel;03/01/2024;03:45;918
Grand Lyon;Données temps réel;03/01/2024;04:00;925
Grand Lyon;Données temps réel;03/01/2024;04:15;917
Grand Lyon;Données temps réel;03/01/2024;04:30;939
Grand Lyon;Données temps réel;03/01/2024;04:45;948
Grand Lyon;Données temps réel;03/01/2024;05:00;945
Grand Lyon;Données temps réel;03/01/2024;05:15;986
Grand Lyon;Données temps réel;03/01/2024;05:30;984
Grand Lyon;Données temps réel;03/01/2024;05:45;1009
Grand Lyon;Données temps réel;03/01/2024;06:00;1014
Grand Lyon;Données temps réel;03/01/2024;06:15;1031
Grand Lyon;Données temps réel;03/01/2024;06:30;1054
Grand Lyon;Données temps réel;03/01/2024;06:45;1103
Grand Lyon;Données temps réel;03/01/2024;07:00;1115
Grand Lyon;Données temps réel;03/01/2024;07:15;1133
Grand Lyon;Données temps réel;03/01/2024;07:30;1156
Grand Lyon;Données temps réel;03/01/2024;07:45;1181
Grand Lyon;Données temps réel;03/01/2024;08:00;1200
Grand Lyon;Données temps réel;03/01/2024;08:15;1216
Grand Lyon;Données temps réel;03/01/2024;08:30;1221
Grand Lyon;Données temps réel;03/01/2024;08:45;1225
Grand Lyon;Données temps réel;03/01/2024;09:00;1251
Grand Lyon;Données temps réel;03/01/2024;09:15;1267
Grand Lyon;Données temps réel;03/01/2024;09:30;1269
Grand Lyon;Données temps réel;03/01/2024;09:45;1253
Grand Lyon;Données temps réel;03/01/2024;10:00;1281
Grand Lyon;Données temps réel;03/01/2024;10:15;1270
Grand Lyon;Données temps réel;03/01/2024;10:30;1261
Grand Lyon;Données temps réel;03/01/2024;10:45;1248
Grand Lyon;Données temps réel;03/01/2024;11:00;1242
Grand Lyon;Données temps réel;03/01/2024;11:15;1232
Grand Lyon;Données temps réel;03/01/2024;11:30;1232
Grand Lyon;Données temps réel;03/01/2024;11:45;1230
Grand Lyon;Données temps réel;03/01/2024;12:00;1230
Grand Lyon;Données temps réel;03/01/2024;12:15;1243
Grand Lyon;Données temps réel;03/01/2024;12:30;1230
Grand Lyon;Données temps réel;03/01/2024;12:45;1200
Grand Lyon;Données temps réel;03/01/2024;13:00;1199
Grand Lyon;Données temps réel;03/01/2024;13:15;1196
Grand Lyon;Données temps réel;03/01/2024;13:30;1194
Grand Lyon;Données temps réel;03/01/2024;13:45;1199
Grand Lyon;Données temps réel;03/01/2024;14:00;1165
Grand Lyon;Données temps réel;03/01/2024;14:15;1173
Grand Lyon;Données temps réel;03/01/2024;14:30;1162
Grand Lyon;Données temps réel;03/01/2024;14:45;1155
Grand Lyon;Données temps réel;03/01/2024;15:00;1153
Grand Lyon;Données temps réel;03/01/2024;15:15;1173
Grand Lyon;Données temps réel;03/01/2024;15:30;1156
Grand Lyon;Données temps réel;03/01/2024;15:45;1163
Grand Lyon;Données temps réel;03/01/2024;16:00;1157
Grand Lyon;Données temps réel;03/01/2024;16:15;1138
Grand Lyon;Données temps réel;03/01/2024;16:30;1140
Grand Lyon;Données temps réel;03/01/2024;16:45;1142
Grand Lyon;Données temps réel;03/01/2024;17:00;1144
Grand Lyon;Données temps réel;03/01/2024;17:15;1152
Grand Lyon;Données temps réel;03/01/2024;17:30;1185
Grand Lyon;Données temps réel;03/01/2024;17:45;1198
Grand Lyon;Données temps réel;03/01/2024;18:00;1214
Grand Lyon;Données temps réel;03/01/2024;18:15;1190
Grand Lyon;Données temps réel;03/01/2024;18:30;1218
Grand Lyon;Données temps réel;03/01/2024;18:45;1226
Grand Lyon;Données temps réel;03/01/2024;19:00;1246
Grand Lyon;Données temps réel;03/01/2024;19:15;1235
Grand Lyon;Données temps réel;03/01/2024;19:30;1242
Grand Lyon;Données temps réel;03/01/2024;19:45;1232
Grand Lyon;Données temps réel;03/01/2024;20:00;1216
Grand Lyon;Données temps réel;03/01/2024;20:15;1194
Grand Lyon;Données temps réel;03/01/2024;20:30;1164
Grand Lyon;Données temps réel;03/01/2024;20:45;1163
Grand Lyon;Données temps réel;03/01/2024;21:00;1124
Grand Lyon;Données temps réel;03/01/2024;21:15;1127
Grand Lyon;Données temps réel;03/01/2024;21:30;1103
Grand Lyon;Données temps réel;03/01/2024;21:45;1078
Grand Lyon;Données temps réel;03/01/2024;22:00;1072
Grand Lyon;Données temps réel;03/01/2024;22:15;1075
Grand Lyon;Données temps réel;03/01/2024;22:30;1080
Grand Lyon;Données temps réel;03/01/2024;22:45;1119
Grand Lyon;Données temps réel;03/01/2024;23:00;1093
Grand Lyon;Données temps réel;03/01/2024;23:15;1118
Grand Lyon;Données temps réel;03/01/2024;23:30;1079
Grand Lyon;Données temps réel;03/01/2024;23:45;1046
Grand Lyon;Données temps réel;04/01/2024;00:00;1022
Grand Lyon;Données temps réel;04/01/2024;00:15;1014
Grand Lyon;Données temps réel;04/01/2024;00:30;1005
Grand Lyon;Données temps réel;04/01/2024;00:45;973
Grand Lyon;Données temps réel;04/01/2024;01:00;963
Grand Lyon;Données temps réel;04/01/2024;01:15;952
Grand Lyon;Données temps réel;04/01/2024;01:30;947
Grand Lyon;Données temps réel;04/01/2024;01:45;926
Grand Lyon;Données temps réel;04/01/2024;02:00;947
Grand Lyon;Données temps réel;04/01/2024;02:15;934
Grand Lyon;Données temps réel;04/01/2024;02:30;935
Grand Lyon;Données temps réel;04/01/2024;02:45;937
Grand Lyon;Données temps réel;04/01/2024;03:00;919
Grand Lyon;Données temps réel;04/01/2024;03:15;915
Grand Lyon;Données temps réel;04/01/2024;03:30;910
Grand Lyon;Données temps réel;04/01/2024;03:45;900
Grand Lyon;Données temps réel;04/01/2024;04:00;913
Grand Lyon;Données temps réel;04/01/2024;04:15;906
Grand Lyon;Données temps réel;04/01/2024;04:30;922
Grand Lyon;Données temps réel;04/01/2024;04:45;911
Grand Lyon;Données temps réel;04/01/2024;05:00;920
Grand Lyon;Données temps réel;04/01/2024;05:15;955
Grand Lyon;Données temps réel;04/01/2024;05:30;970
Grand Lyon;Données temps réel;04/01/2024;05:45;977
Grand Lyon;Données temps réel;04/01/2024;06:00;976
Grand Lyon;Données temps réel;04/01/2024;06:15;1028
Grand Lyon;Données temps réel;04/01/2024;06:30;1047
Grand Lyon;Données temps réel;04/01/2024;06:45;1079
Grand Lyon;Données temps réel;04/01/2024;07:00;1103
Grand Lyon;Données temps réel;04/01/2024;07:15;1122
Grand Lyon;Données temps réel;04/01/2024;07:30;1161
Grand Lyon;Données temps réel;04/01/2024;07:45;1175
Grand Lyon;Données temps réel;04/01/2024;08:00;1213
Grand Lyon;Données temps réel;04/01/2024;08:15;1212
Grand Lyon;Données temps réel;04/01/2024;08:30;1201
Grand Lyon;Données temps réel;04/01/2024;08:45;1222
Grand Lyon;Données temps réel;04/01/2024;09:00;1233
Grand Lyon;Données temps réel;04/01/2024;09:15;1235
Grand Lyon;Données temps réel;04/01/2024;09:30;1244
Grand Lyon;Données temps réel;04/01/2024;09:45;1251
Grand Lyon;Données temps réel;04/01/2024;10:00;1247
Grand Lyon;Données temps réel;04/01/2024;10:15;1212
Grand Lyon;Données temps réel;04/01/2024;10:30;1227
Grand Lyon;Données temps réel;04/01/2024;10:45;1248
Grand Lyon;Données temps réel;04/01/2024;11:00;1203
Grand Lyon;Données temps réel;04/01/2024;11:15;1237
Grand Lyon;Données temps réel;04/01/2024;11:30;1211
Grand Lyon;Données temps réel;04/01/2024;11:45;1237
Grand Lyon;Données temps réel;04/01/2024;12:00;1245
Grand Lyon;Données temps réel;04/01/2024;12:15;1236
Grand Lyon;Données temps réel;04/01/2024;12:30;1235
Grand Lyon;Données temps réel;04/01/2024;12:45;1203
Grand Lyon;Données temps réel;04/01/2024;13:00;1191
Grand Lyon;Données temps réel;04/01/2024;13:15;1165
Grand Lyon;Données temps réel;04/01/2024;13:30;1204
Grand Lyon;Données temps réel;04/01/2024;13:45;1158
Grand Lyon;Données temps réel;04/01/2024;14:00;1158
Grand Lyon;Données temps réel;04/01/2024;14:15;1144
Grand Lyon;Données temps réel;04/01/2024;14:30;1155
Grand Lyon;Données temps réel;04/01/2024;14:45;1115
Grand Lyon;Données temps réel;04/01/2024;15:00;1106
Grand Lyon;Données temps réel;04/01/2024;15:15;1109
Grand Lyon;Données temps réel;04/01/2024;15:30;1098
Grand Lyon;Données temps réel;04/01/2024;15:45;1114
Grand Lyon;Données temps réel;04/01/2024;16:00;1105
Grand Lyon;Données temps réel;04/01/2024;16:15;1108
Grand Lyon;Données temps réel;04/01/2024;16:30;1100
Grand Lyon;Données temps réel;04/01/2024;16:45;1106
Grand Lyon;Données temps réel;04/01/2024;17:00;1113
Grand Lyon;Données temps réel;04/01/2024;17:15;1154
Grand Lyon;Données temps réel;04/01/2024;17:30;1161
Grand Lyon;Données temps réel;04/01/2024;17:45;1195
Grand Lyon;Données temps réel;04/01/2024;18:00;1209
Grand Lyon;Données temps réel;04/01/2024;18:15;1203
Grand Lyon;Données temps réel;04/01/2024;18:30;1229
Grand Lyon;Données temps réel;04/01/2024;18:45;1232
Grand Lyon;Données temps réel;04/01/2024;19:00;1240
Grand Lyon;Données temps réel;04/01/2024;19:15;1244
Grand Lyon;Données temps réel;04/01/2024;19:30;1240
Grand Lyon;Données temps réel;04/01/2024;19:45;1235
Grand Lyon;Données temps réel;04/01/2024;20:00;1230
Grand Lyon;Données temps réel;04/01/2024;20:15;1181
Grand Lyon;Données temps réel;04/01/2024;20:30;1182
Grand Lyon;Données temps réel;04/01/2024;20:45;1160
Grand Lyon;Données temps réel;04/01/2024;21:00;1137
Grand Lyon;Données temps réel;04/01/2024;21:15;1135
Grand Lyon;Données temps réel;04/01/2024;21:30;1119
Grand Lyon;Données temps réel;04/01/2024;21:45;1094
Grand Lyon;Données temps réel;04/01/2024;22:00;1101
Grand Lyon;Données temps réel;04/01/2024;22:15;1085
Grand Lyon;Données temps réel;04/01/2024;22:30;1079
Grand Lyon;Données temps réel;04/01/2024;22:45;1129
Grand Lyon;Données temps réel;04/01/2024;23:00;1133
Grand Lyon;Données temps réel;04/01/2024;23:15;1114
Grand Lyon;Données temps réel;04/01/2024;23:30;1108
Grand Lyon;Données temps réel;04/01/2024;23:45;1081
Grand Lyon;Données temps réel;05/01/2024;00:00;1072
Grand Lyon;Données temps réel;05/01/2024;00:15;1039
Grand Lyon;Données temps réel;05/01/2024;00:30;1009
Grand Lyon;Données temps réel;05/01/2024;00:45;992
Grand Lyon;Données temps réel;05/01/2024;01:00;968
Grand Lyon;Données temps réel;05/01/2024;01:15;956
Grand Lyon;Données temps réel;05/01/2024;01:30;936
Grand Lyon;Données temps réel;05/01/2024;01:45;940
Grand Lyon;Données temps réel;05/01/2024;02:00;936
Grand Lyon;Données temps réel;05/01/2024;02:15;938
Grand Lyon;Données temps réel;05/01/2024;02:30;940
Grand Lyon;Données temps réel;05/01/2024;02:45;926
Grand Lyon;Données temps réel;05/01/2024;03:00;913
Grand Lyon;Données temps réel;05/01/2024;03:15;901
Grand Lyon;Données temps réel;05/01/2024;03:30;889
Grand Lyon;Données temps réel;05/01/2024;03:45;889
Grand Lyon;Données temps réel;05/01/2024;04:00;891
Grand Lyon;Données temps réel;05/01/2024;04:15;904
Grand Lyon;Données temps réel;05/01/2024;04:30;891
Grand Lyon;Données temps réel;05/01/2024;04:45;908
Grand Lyon;Données temps réel;05/01/2024;05:00;902
Grand Lyon;Données temps réel;05/01/2024;05:15;940
Grand Lyon;Données temps réel;05/01/2024;05:30;927
Grand Lyon;Données temps réel;05/01/2024;05:45;960
Grand Lyon;Données temps réel;05/01/2024;06:00;968
Grand Lyon;Données temps réel;05/01/2024;06:15;992
Grand Lyon;Données temps réel;05/01/2024;06:30;1029
Grand Lyon;Données temps réel;05/01/2024;06:45;1055
Grand Lyon;Données temps réel;05/01/2024;07:00;1069
Grand Lyon;Données temps réel;05/01/2024;07:15;1128
Grand Lyon;Données temps réel;05/01/2024;07:30;1121
Grand Lyon;Données temps réel;05/01/2024;07:45;1150
Grand Lyon;Données temps réel;05/01/2024;08:00;1161
Grand Lyon;Données temps réel;05/01/2024;08:15;1172
Grand Lyon;Données temps réel;05/01/2024;08:30;1189
Grand Lyon;Données temps réel;05/01/2024;08:45;1208
Grand Lyon;Données temps réel;05/01/2024;09:00;1230
Grand Lyon;Données temps réel;05/01/2024;09:15;1240
Grand Lyon;Données temps réel;05/01/2024;09:30;1258
Grand Lyon;Données temps réel;05/01/2024;09:45;1264
Grand Lyon;Données temps réel;05/01/2024;10:00;1249
Grand Lyon;Données temps réel;05/01/2024;10:15;1285
Grand Lyon;Données temps réel;05/01/2024;10:30;1290
Grand Lyon;Données temps réel;05/01/2024;10:45;1300
Grand Lyon;Données temps réel;05/01/2024;11:00;1303
Grand Lyon;Données temps réel;05/01/2024;11:15;1327
Grand Lyon;Données temps réel;05/01/2024;11:30;1326
Grand Lyon;Données temps réel;05/01/2024;11:45;1335
Grand Lyon;Données temps réel;05/01/2024;12:00;1343
Grand Lyon;Données temps réel;05/01/2024;12:15;1332
Grand Lyon;Données temps réel;05/01/2024;12:30;1332
Grand Lyon;Données temps réel;05/01/2024;12:45;1310
Grand Lyon;Données temps réel;05/01/2024;13:00;1286
Grand Lyon;Données temps réel;05/01/2024;13:15;1255
Grand Lyon;Données temps réel;05/01/2024;13:30;1273
Grand Lyon;Données temps réel;05/01/2024;13:45;1260
Grand Lyon;Données temps réel;05/01/2024;14:00;1259
Grand Lyon;Données temps réel;05/01/2024;14:15;1255
Grand Lyon;Données temps réel;05/01/2024;14:30;1220
Grand Lyon;Données temps réel;05/01/2024;14:45;1229
Grand Lyon;Données temps réel;05/01/2024;15:00;1210
Grand Lyon;Données temps réel;05/01/2024;15:15;1218
Grand Lyon;Données temps réel;05/01/2024;15:30;1214
Grand Lyon;Données temps réel;05/01/2024;15:45;1212
Grand Lyon;Données temps réel;05/01/2024;16:00;1204
Grand Lyon;Données temps réel;05/01/2024;16:15;1201
Grand Lyon;Données temps réel;05/01/2024;16:30;1200
Grand Lyon;Données temps réel;05/01/2024;16:45;1188
Grand Lyon;Données temps réel;05/01/2024;17:00;1184
Grand Lyon;Données temps réel;05/01/2024;17:15;1210
Grand Lyon;Données temps réel;05/01/2024;17:30;1242
Grand Lyon;Données temps réel;05/01/2024;17:45;1241
Grand Lyon;Données temps réel;05/01/2024;18:00;1235
Grand Lyon;Données temps réel;05/01/2024;18:15;1247
Grand Lyon;Données temps réel;05/01/2024;18:30;1237
Grand Lyon;Données temps réel;05/01/2024;18:45;1254
Grand Lyon;Données temps réel;05/01/2024;19:00;1250
Grand Lyon;Données temps réel;05/01/2024;19:15;1270
Grand Lyon;Données temps réel;05/01/2024;19:30;1245
Grand Lyon;Données temps réel;05/01/2024;19:45;1244
Grand Lyon;Données temps réel;05/01/2024;20:00;1237
Grand Lyon;Données temps réel;05/01/2024;20:15;1200
Grand Lyon;Données temps réel;05/01/2024;20:30;1204
Grand Lyon;Données temps réel;05/01/2024;20:45;1187
Grand Lyon;Données temps réel;05/01/2024;21:00;1156
Grand Lyon;Données temps réel;05/01/2024;21:15;1127
Grand Lyon;Données temps réel;05/01/2024;21:30;1104
Grand Lyon;Données temps réel;05/01/2024;21:45;1079
Grand Lyon;Données temps réel;05/01/2024;22:00;1073
Grand Lyon;Données temps réel;05/01/2024;22:15;1090
Grand Lyon;Données temps réel;05/01/2024;22:30;1102
Grand Lyon;Données temps réel;05/01/2024;22:45;1129
Grand Lyon;Données temps réel;05/01/2024;23:00;1128
Grand Lyon;Données temps réel;05/01/2024;23:15;1135
Grand Lyon;Données temps réel;05/01/2024;23:30;1126
Grand Lyon;Données temps réel;05/01/2024;23:45;1110
Grand Lyon;Données temps réel;06/01/2024;00:00;1084
Grand Lyon;Données temps réel;06/01/2024;00:15;1070
Grand Lyon;Données temps réel;06/01/2024;00:30;1037
Grand Lyon;Données temps réel;06/01/2024;00:45;1023
Grand Lyon;Données temps réel;06/01/2024;01:00;1001
Grand Lyon;Données temps réel;06/01/2024;01:15;985
