nomInstallation;commune;codeDepartement;departement;codeRegion;region;dateRaccordement;dateDeraccordement;dateMiseEnService;dateDebutVersion;posteSource;tensionRaccordement;modeRaccordement;codeFiliere;filiere;codeCombustible;combustible;codesCombustiblesSecondaires;combustiblesSecondaires;codeTechnologie;technologie;typeStockage;puisMaxInstallee;puisMaxRacCharge;puisMaxCharge;puisMaxRac;puisMaxInstalleeDisCharge;nbGroupes;nbInstallations;regime;energieStockable;capaciteReservoir;hauteurChute;productible;debitMaximal;gestionnaire;energieAnnuelleGlissanteInjectee;energieAnnuelleGlissanteProduite;energieAnnuelleGlissanteSoutiree;energieAnnuelleGlissanteStockee;maxPuis;dateMiseEnservice (format date)
Confidentiel;Sain-Bel;69;Rhône;84;Auvergne-Rhône-Alpes;27/01/2012;;27/01/2012;05/07/2021;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;129.0;;;129.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;144584;;;;129.0;27/01/2012
Agrégation des installations de moins de 36KW;Salles-Arbuissonnas-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;02/10/2009;;02/10/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;77.71;;;76.21;;;17;;0.0;0.0;0.0;0.0;0.0;;60653;;;;77.71;02/10/2009
Agrégation des installations de moins de 36KW;Sarcey;69;Rhône;84;Auvergne-Rhône-Alpes;13/02/2013;;13/02/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.44;;;89.48;;;14;;0.0;0.0;0.0;0.0;0.0;;38769;;;;89.44;13/02/2013
Agrégation des installations de moins de 36KW;Sarcey;69;Rhône;84;Auvergne-Rhône-Alpes;17/10/2006;;17/10/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;214.13;;;218.43;;;41;;0.0;0.0;0.0;0.0;0.0;;139250;;;;214.13;17/10/2006
Agrégation des installations de moins de 36KW;Les Sauvages;69;Rhône;84;Auvergne-Rhône-Alpes;04/11/2004;;04/11/2004;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;160.32;;;152.88;;;30;;0.0;0.0;0.0;0.0;0.0;;149617;;;;160.32;04/11/2004
Agrégation des installations de moins de 36KW;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;06/01/2020;;06/01/2020;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;126.05;;;121.93;;;21;;0.0;0.0;0.0;0.0;0.0;;57527;;;;126.05;06/01/2020
COQUARD_F262_69.03;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;04/02/2021;;04/02/2021;28/11/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;114620;;;;100.0;04/02/2021
Confidentiel;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;21/06/2024;;21/06/2024;21/06/2024;ARBRE;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;200.0;;;200.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;68269;;;;200.0;21/06/2024
METALFER;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;20/09/2011;;20/09/2011;05/07/2021;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;45.0;;;45.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;35905;;;;45.0;20/09/2011
Confidentiel;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;02/02/2023;;02/02/2023;02/02/2023;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;88308;;;;82.8;02/02/2023
Agrégation des installations de moins de 36KW;Savigny;69;Rhône;84;Auvergne-Rhône-Alpes;26/03/2008;;26/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;215.22;;;205.12;;;53;;0.0;0.0;0.0;0.0;0.0;;144780;;;;215.22;26/03/2008
COBALTIX;Soucieu-en-Jarrest;69;Rhône;84;Auvergne-Rhône-Alpes;29/08/2024;;29/08/2024;29/08/2024;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;110.4;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;6011;;;;110.4;29/08/2024
Agrégation des installations de moins de 36KW;Soucieu-en-Jarrest;69;Rhône;84;Auvergne-Rhône-Alpes;09/03/2022;;09/03/2022;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;122.0;;;120.17;;;25;;0.0;0.0;0.0;0.0;0.0;;37716;;;;122.0;09/03/2022
Agrégation des installations de moins de 36KW;Soucieu-en-Jarrest;69;Rhône;84;Auvergne-Rhône-Alpes;01/06/2007;;01/06/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;415.72;;;403.45;;;77;;0.0;0.0;0.0;0.0;0.0;;322850;;;;415.72;01/06/2007
Agrégation des installations de moins de 36KW;Sourcieux-les-Mines;69;Rhône;84;Auvergne-Rhône-Alpes;03/07/2007;;03/07/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;151.7;5.0;5.0;148.67;5.0;1;29;;10.0;0.0;0.0;0.0;0.0;;69557;;;;151.7;03/07/2007
Agrégation des installations de moins de 36KW;Sourcieux-les-Mines;69;Rhône;84;Auvergne-Rhône-Alpes;13/05/2008;;13/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;189.31;;;188.21;;;53;;0.0;0.0;0.0;0.0;0.0;;154653;;;;189.31;13/05/2008
Confidentiel;Souzy;69;Rhône;84;Auvergne-Rhône-Alpes;10/10/2023;;10/10/2023;12/01/2024;CHAZ5;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.0;;;248.4;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;3565;;;;249.0;10/10/2023
Agrégation des installations de moins de 36KW;Souzy;69;Rhône;84;Auvergne-Rhône-Alpes;27/06/2008;;27/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;215.31;;;207.51;;;40;;0.0;0.0;0.0;0.0;0.0;;171857;;;;215.31;27/06/2008
Confidentiel;Beauvallon;69;Rhône;84;Auvergne-Rhône-Alpes;29/04/2024;;29/04/2024;29/04/2024;;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;125281;;;;250.0;29/04/2024
Confidentiel;Beauvallon;69;Rhône;84;Auvergne-Rhône-Alpes;02/02/2024;;02/02/2024;02/02/2024;;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;180.0;;;180.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;134218;;;;180.0;02/02/2024
Agrégation des installations de moins de 36KW;Beauvallon;69;Rhône;84;Auvergne-Rhône-Alpes;02/07/2007;;02/07/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;432.59;270.0;270.0;430.8;270.0;1;89;;1.0;0.0;0.0;0.0;0.0;;316518;;;;432.59;02/07/2007
Confidentiel;Beauvallon;69;Rhône;84;Auvergne-Rhône-Alpes;19/04/2024;;19/04/2024;19/04/2024;R.GI5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;190.0;;;190.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;150539;;;;190.0;19/04/2024
Agrégation des installations de moins de 36KW;Beauvallon;69;Rhône;84;Auvergne-Rhône-Alpes;06/06/2007;;06/06/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;278.84;;;272.65;;;57;;0.0;0.0;0.0;0.0;0.0;;108448;;;;278.84;06/06/2007
GAEC DE LA VILLARDIERE;Saint-André-la-Côte;69;Rhône;84;Auvergne-Rhône-Alpes;10/01/2024;;10/01/2024;10/01/2024;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;54658;;;;82.8;10/01/2024
Agrégation des installations de moins de 36KW;Saint-André-la-Côte;69;Rhône;84;Auvergne-Rhône-Alpes;09/08/2005;;09/08/2005;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;106.28;;;109.1;;;16;;0.0;0.0;0.0;0.0;0.0;;76181;;;;106.28;09/08/2005
Agrégation des installations de moins de 36KW;Saint-Bonnet-des-Bruyères;69;Rhône;84;Auvergne-Rhône-Alpes;04/06/2013;;04/06/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.5;;;66.5;;;10;;0.0;0.0;0.0;0.0;0.0;;50560;;;;66.5;04/06/2013
Agrégation des installations de moins de 36KW;Saint-Bonnet-le-Troncy;69;Rhône;84;Auvergne-Rhône-Alpes;08/09/2010;;08/09/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;32.64;;;32.64;;;10;;0.0;0.0;0.0;0.0;0.0;;23986;;;;32.64;08/09/2010
Agrégation des installations de moins de 36KW;Sainte-Catherine;69;Rhône;84;Auvergne-Rhône-Alpes;19/07/2007;;19/07/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;133.7;;;132.9;;;29;;0.0;0.0;0.0;0.0;0.0;;102348;;;;133.7;19/07/2007
Confidentiel;Saint-Clément-de-Vers;69;Rhône;84;Auvergne-Rhône-Alpes;10/08/2023;;10/08/2023;01/11/2023;CXFFA;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;109051;;;;82.8;10/08/2023
Agrégation des installations de moins de 36KW;Saint-Clément-les-Places;69;Rhône;84;Auvergne-Rhône-Alpes;29/07/2004;;29/07/2004;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;137.89;;;141.94;;;32;;0.0;0.0;0.0;0.0;0.0;;104145;;;;137.89;29/07/2004
Confidentiel;Saint-Clément-sur-Valsonne;69;Rhône;84;Auvergne-Rhône-Alpes;28/11/2023;;28/11/2023;28/11/2023;TARAR;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.0;;;249.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;275644;;;;249.0;28/11/2023
Agrégation des installations de moins de 36KW;Sainte-Colombe;69;Rhône;84;Auvergne-Rhône-Alpes;07/09/2009;;07/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;71.35;;;71.24;;;19;;0.0;0.0;0.0;0.0;0.0;;45997;;;;71.35;07/09/2009
Agrégation des installations de moins de 36KW;Sainte-Consorce;69;Rhône;84;Auvergne-Rhône-Alpes;23/10/2019;;23/10/2019;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.01;;;80.45;;;15;;0.0;0.0;0.0;0.0;0.0;;31008;;;;82.01;23/10/2019
Agrégation des installations de moins de 36KW;Sainte-Consorce;69;Rhône;84;Auvergne-Rhône-Alpes;18/02/2008;;18/02/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;276.21;;;273.49;;;62;;0.0;0.0;0.0;0.0;0.0;;216113;;;;276.21;18/02/2008
Agrégation des installations de moins de 36KW;Saint-Cyr-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;06/12/2007;;06/12/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;269.53;11.4;11.4;272.14;12.8;6;60;;11.4;0.0;0.0;0.0;0.0;;155456;;;;269.53;06/12/2007
Agrégation des installations de moins de 36KW;Saint-Cyr-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;09/09/2010;;09/09/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;213.63;;;224.64;;;38;;0.0;0.0;0.0;0.0;0.0;;70490;;;;213.63;09/09/2010
Agrégation des installations de moins de 36KW;Saint-Cyr-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;11/09/2009;;11/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;149.83;9.0;9.0;147.6;9.0;3;35;;5.0;0.0;0.0;0.0;0.0;;84805;;;;149.83;11/09/2009
Agrégation des installations de moins de 36KW;Saint-Cyr-sur-le-Rhône;69;Rhône;84;Auvergne-Rhône-Alpes;17/12/2009;;17/12/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;38.7;;;38.61;;;11;;0.0;0.0;0.0;0.0;0.0;;17816;;;;38.7;17/12/2009
Confidentiel;Saint-Cyr-sur-le-Rhône;69;Rhône;84;Auvergne-Rhône-Alpes;09/03/2021;;09/03/2021;30/04/2022;ESTRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;85.0;;;78.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;88908;;;;85.0;09/03/2021
Agrégation des installations de moins de 36KW;Saint-Cyr-sur-le-Rhône;69;Rhône;84;Auvergne-Rhône-Alpes;11/02/2009;;11/02/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;191.24;5.0;5.0;189.54;5.0;1;44;;9.6;0.0;0.0;0.0;0.0;;127770;;;;191.24;11/02/2009
Agrégation des installations de moins de 36KW;Saint-Didier-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;05/09/2008;;05/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;253.54;;;256.54;;;50;;0.0;0.0;0.0;0.0;0.0;;140192;;;;253.54;05/09/2008
Agrégation des installations de moins de 36KW;Saint-Didier-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;17/03/2006;;17/03/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;298.4;;;294.43;;;52;;0.0;0.0;0.0;0.0;0.0;;171160;;;;298.4;17/03/2006
Agrégation des installations de moins de 36KW;Saint-Didier-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;18/06/2008;;18/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;284.3;2.5;2.5;264.35;2.5;2;42;;2.5;0.0;0.0;0.0;0.0;;88385;;;;284.3;18/06/2008
Agrégation des installations de moins de 36KW;Saint-Didier-sur-Beaujeu;69;Rhône;84;Auvergne-Rhône-Alpes;30/09/2009;;30/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;48.12;;;47.82;;;12;;0.0;0.0;0.0;0.0;0.0;;35443;;;;48.12;30/09/2009
Agrégation des installations de moins de 36KW;Saint-Étienne-des-Oullières;69;Rhône;84;Auvergne-Rhône-Alpes;24/11/2010;;24/11/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;69.21;;;68.72;;;15;;0.0;0.0;0.0;0.0;0.0;;27819;;;;69.21;24/11/2010
Agrégation des installations de moins de 36KW;Saint-Étienne-des-Oullières;69;Rhône;84;Auvergne-Rhône-Alpes;05/12/2008;;05/12/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;276.01;;;274.66;;;55;;0.0;0.0;0.0;0.0;0.0;;180596;;;;276.01;05/12/2008
Agrégation des installations de moins de 36KW;Saint-Étienne-la-Varenne;69;Rhône;84;Auvergne-Rhône-Alpes;24/08/2007;;24/08/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;102.52;;;99.97;;;26;;0.0;0.0;0.0;0.0;0.0;;77861;;;;102.52;24/08/2007
Agrégation des installations de moins de 36KW;Saint-Étienne-la-Varenne;69;Rhône;84;Auvergne-Rhône-Alpes;20/12/2023;;20/12/2023;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;60.53;;;57.53;;;10;;0.0;0.0;0.0;0.0;0.0;;14122;;;;60.53;20/12/2023
Agrégation des installations de moins de 36KW;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;21/02/2008;;21/02/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;215.1;8.5;8.5;213.3;8.5;2;30;;9.0;0.0;0.0;0.0;0.0;;142752;;;;215.1;21/02/2008
SSFONT08 - GROUPE 08 DE LA CENTRALE THERMIQUE DE ST-FONS;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1962;01/12/1996;01/01/1962;01/12/2009;B.ETO;63 kV;DIRECT;THERM;Thermique non renouvelable;FIOUL;Fioul;GAZ;Gaz;COG.V;Cogénération à vapeur;;4500.0;;;4500.0;;1;1;En retrait provisoire;;;;;;RTE;10938;188829;;;4500.0;01/01/1962
KEMONE 1 et 2;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;27/05/2022;;27/05/2022;11/01/2024;MOUCH;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;773.0;;;773.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1053539;;;;773.0;27/05/2022
SYMBIO;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;11/07/2023;;11/07/2023;11/07/2023;MOUCH;HTA;Direct;AUTRE;Autre;;;;;;;;3150.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;3150.0;11/07/2023
Agrégation des installations de moins de 36KW;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;04/03/2008;;04/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;35.14;;;35.1;;;13;;0.0;0.0;0.0;0.0;0.0;;24078;;;;35.14;04/03/2008
Agrégation des installations de moins de 36KW;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;19/09/2007;;19/09/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;74.02;;;77.54;;;17;;0.0;0.0;0.0;0.0;0.0;;55248;;;;74.02;19/09/2007
SSFONT09 - GROUPE 09 DE LA CENTRALE THERMIQUE DE ST-FONS;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1965;;01/01/1965;01/01/2006;B.ETO;63 kV;DIRECT;THERM;Thermique non renouvelable;FIOUL;Fioul;GAZ;Gaz;COG.V;Cogénération à vapeur;;8000.0;;;8000.0;;1;1;En service;;;;;;RTE;19447;335697;;;8000.0;01/01/1965
SSFONT06 - GROUPE 06 DE LA CENTRALE THERMIQUE DE ST-FONS;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1960;;01/01/1960;01/01/2006;B.ETO;63 kV;DIRECT;THERM;Thermique non renouvelable;FIOUL;Fioul;GAZ;Gaz;COG.V;Cogénération à vapeur;;2200.0;;;2200.0;;1;1;En service;;;;;;RTE;5347;92316;;;2200.0;01/01/1960
SSFONT07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE ST-FONS;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1961;01/12/1996;01/01/1961;01/12/2009;B.ETO;63 kV;DIRECT;THERM;Thermique non renouvelable;FIOUL;Fioul;GAZ;Gaz;COG.V;Cogénération à vapeur;;4500.0;;;4500.0;;1;1;En retrait provisoire;;;;;;RTE;10938;188829;;;4500.0;01/01/1961
RAMB5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE RAMBOZ;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1999;;;01/05/2004;RAMB5;63 kV;INDIRECT;THERM;Thermique non renouvelable;GAZ;Gaz;;;COG.V;Cogénération à vapeur;;44000.0;;;44000.0;;1;1;En service;;;;;;RTE;7659306;7977199;;;44000.0;
P.BENH-CENTRALE HYDRAULIQUE DE PIERRE-BENITE-3;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/1966;;01/05/1990;02/01/2017;P.BEN;63 kV;DIRECT;HYDLQ;Hydraulique;;;;;FIL.E;Fil de l'eau;;80800.0;;;;;5;1;En service;;;11.7;;;RTE;485103350;485103350;;;80800.0;01/05/1990
CM1_3 Starterre;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;20/09/2024;;20/09/2024;20/09/2024;MOUCH;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;936;;;;100.0;20/09/2024
CM5 Starterre;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;20/09/2024;;20/09/2024;20/09/2024;MOUCH;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;678;;;;100.0;20/09/2024
RHODISOL;Saint-Fons;69;Rhône;84;Auvergne-Rhône-Alpes;29/08/2011;;29/08/2011;24/07/2024;B.ETO;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;2000.0;;;2000.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;2058059;;;;2000.0;29/08/2011
Agrégation des installations de moins de 36KW;Saint-Forgeux;69;Rhône;84;Auvergne-Rhône-Alpes;22/10/2018;;22/10/2018;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;79.92;;;79.92;;;11;;0.0;0.0;0.0;0.0;0.0;;31325;;;;79.92;22/10/2018
Agrégation des installations de moins de 36KW;Saint-Forgeux;69;Rhône;84;Auvergne-Rhône-Alpes;06/06/2008;;06/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;220.01;;;219.18;;;43;;0.0;0.0;0.0;0.0;0.0;;176013;;;;220.01;06/06/2008
Agrégation des installations de moins de 36KW;Sainte-Foy-l'Argentière;69;Rhône;84;Auvergne-Rhône-Alpes;21/11/2006;;21/11/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;65.98;1.2;1.2;68.98;1.2;1;21;;1.2;0.0;0.0;0.0;0.0;;45167;;;;65.98;21/11/2006
ETABLISSEMENT M.OGIER;Sainte-Foy-l'Argentière;69;Rhône;84;Auvergne-Rhône-Alpes;10/04/2013;;10/04/2013;05/07/2021;CHAZ5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;17744;;;;100.0;10/04/2013
Confidentiel;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;13/06/2023;;13/06/2023;13/06/2023;VAISE;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;90.0;13/06/2023
Agrégation des installations de moins de 36KW;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;30/09/2008;;30/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.18;;;98.51;;;23;;0.0;0.0;0.0;0.0;0.0;;68610;;;;100.18;30/09/2008
Agrégation des installations de moins de 36KW;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;31/10/2008;;31/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;108.12;;;109.91;;;22;;0.0;0.0;0.0;0.0;0.0;;66601;;;;108.12;31/10/2008
Agrégation des installations de moins de 36KW;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;19/02/2009;;19/02/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;54.94;;;54.86;;;15;;0.0;0.0;0.0;0.0;0.0;;32932;;;;54.94;19/02/2009
Agrégation des installations de moins de 36KW;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;01/07/2008;;01/07/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;265.72;3.0;3.0;263.54;3.0;1;55;;5.2;0.0;0.0;0.0;0.0;;104009;;;;265.72;01/07/2008
Agrégation des installations de moins de 36KW;Sainte-Foy-lès-Lyon;69;Rhône;84;Auvergne-Rhône-Alpes;16/09/2009;;16/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;162.35;;;143.55;;;31;;0.0;0.0;0.0;0.0;0.0;;75226;;;;162.35;16/09/2009
Agrégation des installations de moins de 36KW;Saint-Genis-l'Argentière;69;Rhône;84;Auvergne-Rhône-Alpes;14/04/2010;;14/04/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;75.78;;;78.48;;;11;;0.0;0.0;0.0;0.0;0.0;;19860;;;;75.78;14/04/2010
Agrégation des installations de moins de 36KW;Saint-Genis-l'Argentière;69;Rhône;84;Auvergne-Rhône-Alpes;07/12/2006;;07/12/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;161.44;;;160.63;;;39;;0.0;0.0;0.0;0.0;0.0;;116727;;;;161.44;07/12/2006
Confidentiel;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;17/11/2021;;17/11/2021;15/05/2024;OULLI;HTA;Direct;BIOEN;Bioénergies;B.MET;;;;COG.C;Cogénération à combustion;;300.0;;;300.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1003761;;;;300.0;17/11/2021
SCI R2J2;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;26/05/2020;;26/05/2020;06/07/2021;OULLI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;56.0;;;56.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;44390;;;;56.0;26/05/2020
Confidentiel;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;17/06/2020;;17/06/2020;06/07/2021;OULLI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;37.0;;;37.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;13048;;;;37.0;17/06/2020
Agrégation des installations de moins de 36KW;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;09/09/2008;;09/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;245.77;;;234.46;;;53;;0.0;0.0;0.0;0.0;0.0;;144155;;;;245.77;09/09/2008
Agrégation des installations de moins de 36KW;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;17/06/2008;;17/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;267.97;;;272.89;;;64;;0.0;0.0;0.0;0.0;0.0;;170357;;;;267.97;17/06/2008
Confidentiel;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;29/07/2019;;29/07/2019;02/05/2022;OULLI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;83.0;;;83.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;105862;;;;83.0;29/07/2019
Confidentiel;Saint-Genis-Laval;69;Rhône;84;Auvergne-Rhône-Alpes;04/02/2020;;04/02/2020;07/07/2021;OULLI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.0;;;83.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;69270;;;;82.0;04/02/2020
