nomInstallation;commune;codeDepartement;departement;codeRegion;region;dateRaccordement;dateDeraccordement;dateMiseEnService;dateDebutVersion;posteSource;tensionRaccordement;modeRaccordement;codeFiliere;filiere;codeCombustible;combustible;codesCombustiblesSecondaires;combustiblesSecondaires;codeTechnologie;technologie;typeStockage;puisMaxInstallee;puisMaxRacCharge;puisMaxCharge;puisMaxRac;puisMaxInstalleeDisCharge;nbGroupes;nbInstallations;regime;energieStockable;capaciteReservoir;hauteurChute;productible;debitMaximal;gestionnaire;energieAnnuelleGlissanteInjectee;energieAnnuelleGlissanteProduite;energieAnnuelleGlissanteSoutiree;energieAnnuelleGlissanteStockee;maxPuis;dateMiseEnservice (format date)
Agrégation des installations de moins de 36KW;Affoux;69;Rhône;84;Auvergne-Rhône-Alpes;11/02/2009;;11/02/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;92.35;;;92.15;;;18;;0.0;0.0;0.0;0.0;0.0;;74593;;;;92.35;11/02/2009
Confidentiel;Aigueperse;69;Rhône;84;Auvergne-Rhône-Alpes;08/01/2024;;08/01/2024;08/01/2024;CXFFA;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.8;;;99.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;102077;;;;99.8;08/01/2024
Confidentiel;Aigueperse;69;Rhône;84;Auvergne-Rhône-Alpes;27/02/2024;;27/02/2024;27/02/2024;CXFFA;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.8;;;99.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;52329;;;;99.8;27/02/2024
Agrégation des installations de moins de 36KW;Albigny-sur-Saône;69;Rhône;84;Auvergne-Rhône-Alpes;09/06/2008;;09/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;91.19;;;90.26;;;22;;0.0;0.0;0.0;0.0;0.0;;51628;;;;91.19;09/06/2008
Agrégation des installations de moins de 36KW;Albigny-sur-Saône;69;Rhône;84;Auvergne-Rhône-Alpes;10/04/2021;;10/04/2021;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;44.8;;;42.97;;;10;;0.0;0.0;0.0;0.0;0.0;;22467;;;;44.8;10/04/2021
Agrégation des installations de moins de 36KW;Alix;69;Rhône;84;Auvergne-Rhône-Alpes;12/07/2013;;12/07/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;37.2;;;37.2;;;10;;0.0;0.0;0.0;0.0;0.0;;23636;;;;37.2;12/07/2013
Agrégation des installations de moins de 36KW;Ambérieux;69;Rhône;84;Auvergne-Rhône-Alpes;10/06/2008;;10/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;104.47;5.0;5.0;102.07;3.5;1;20;;5.0;0.0;0.0;0.0;0.0;;59330;;;;104.47;10/06/2008
Agrégation des installations de moins de 36KW;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;19/11/2007;;19/11/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;284.26;;;295.95;;;57;;0.0;0.0;0.0;0.0;0.0;;229257;;;;284.26;19/11/2007
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;21/05/2012;;21/05/2012;01/08/2022;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;52.0;;;52.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;65443;;;;52.0;21/05/2012
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;01/03/2023;;01/03/2023;01/03/2023;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;75.0;;;45.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;37294;;;;75.0;01/03/2023
AMPLEPUIS-STEP;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;03/05/2022;;03/05/2022;24/11/2023;AMPLE;BT;Indirect;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;91477;;;;99.0;03/05/2022
AMPLEPUIS-STEP;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;03/05/2022;;03/05/2022;03/05/2022;AMPLE;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;99.0;03/05/2022
YSOFER ESCA Photovoltaïque;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;09/02/2024;;09/02/2024;09/02/2024;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;95.0;;;95.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;36094;;;;95.0;09/02/2024
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;24/09/2024;;24/09/2024;24/09/2024;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;240.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1053;;;;240.0;24/09/2024
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;21/01/2020;;21/01/2020;07/07/2021;AMPLE;BT;Direct;BIOEN;Bioénergies;B.MET;;;;M.PIS;Moteur à piston;;150.0;;;150.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1123641;;;;150.0;21/01/2020
Agrégation des installations de moins de 36KW;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;18/01/2008;;18/01/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;169.44;3.6;3.6;156.94;1.2;1;42;;1.2;0.0;0.0;0.0;0.0;;105912;;;;169.44;18/01/2008
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;23/05/2011;;23/05/2011;16/02/2022;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.0;;;249.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;263433;;;;249.0;23/05/2011
Agrégation des installations de moins de 36KW;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;04/11/2009;;04/11/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;187.3;;;159.78;;;28;;0.0;0.0;0.0;0.0;0.0;;99263;;;;187.3;04/11/2009
Confidentiel;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;23/06/2021;;23/06/2021;11/04/2022;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;98.0;;;98.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;101032;;;;98.0;23/06/2021
OURDISSAGE ENCOLLAGE D'AMPLEPUIS - OEA;Amplepuis;69;Rhône;84;Auvergne-Rhône-Alpes;25/04/2024;;25/04/2024;25/04/2024;AMPLE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;16357;;;;90.0;25/04/2024
Confidentiel;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;06/04/2022;;06/04/2022;06/04/2022;REVEN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.84;;;99.84;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;107082;;;;99.84;06/04/2022
Confidentiel;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;08/07/2024;;08/07/2024;08/07/2024;REVEN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;12556;;;;90.0;08/07/2024
Agrégation des installations de moins de 36KW;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;23/02/2004;;23/02/2004;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;282.33;;;278.75;;;58;;0.0;0.0;0.0;0.0;0.0;;212019;;;;282.33;23/02/2004
Confidentiel;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;30/01/2024;;30/01/2024;30/01/2024;REVEN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;110.0;;;99.63;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;38013;;;;110.0;30/01/2024
Agrégation des installations de moins de 36KW;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;07/07/2010;;07/07/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;119.86;;;112.46;;;20;;0.0;0.0;0.0;0.0;0.0;;50544;;;;119.86;07/07/2010
AMPUIS;Ampuis;69;Rhône;84;Auvergne-Rhône-Alpes;12/12/2023;;12/12/2023;12/12/2023;REVEN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;52.2;;;52.2;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;15593;;;;52.2;12/12/2023
Agrégation des installations de moins de 36KW;Ancy;69;Rhône;84;Auvergne-Rhône-Alpes;07/08/2007;;07/08/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;192.89;;;192.29;;;27;;0.0;0.0;0.0;0.0;0.0;;154512;;;;192.89;07/08/2007
Agrégation des installations de moins de 36KW;Ancy;69;Rhône;84;Auvergne-Rhône-Alpes;05/05/2011;;05/05/2011;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;60.15;7.3;7.3;54.45;7.3;2;11;;3.2;0.0;0.0;0.0;0.0;;12953;;;;60.15;05/05/2011
Agrégation des installations de moins de 36KW;Anse;69;Rhône;84;Auvergne-Rhône-Alpes;04/04/2008;;04/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;426.18;;;420.65;;;91;;0.0;0.0;0.0;0.0;0.0;;313790;;;;426.18;04/04/2008
Confidentiel;Anse;69;Rhône;84;Auvergne-Rhône-Alpes;28/07/2021;;28/07/2021;03/11/2022;SSBE5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;85.0;;;85.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;88180;;;;85.0;28/07/2021
La Buissonnière;Anse;69;Rhône;84;Auvergne-Rhône-Alpes;19/01/2024;;19/01/2024;19/01/2024;SSBE5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;150.0;;;150.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;183191;;;;150.0;19/01/2024
Agrégation des installations de moins de 36KW;Anse;69;Rhône;84;Auvergne-Rhône-Alpes;26/05/2008;;26/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;127.64;;;117.99;;;26;;0.0;0.0;0.0;0.0;0.0;;38043;;;;127.64;26/05/2008
Confidentiel;Anse;69;Rhône;84;Auvergne-Rhône-Alpes;13/01/2022;;13/01/2022;13/01/2022;SSBE5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;240.0;;;240.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;201251;;;;240.0;13/01/2022
Agrégation des installations de moins de 36KW;L'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;20/03/2009;;20/03/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;123.0;;;127.9;;;31;;0.0;0.0;0.0;0.0;0.0;;93075;;;;123.0;20/03/2009
Agrégation des installations de moins de 36KW;L'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;12/12/2008;;12/12/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;140.12;0.27;0.27;129.37;0.27;1;38;;1.2;0.0;0.0;0.0;0.0;;101850;;;;140.12;12/12/2008
Agrégation des installations de moins de 36KW;L'Arbresle;69;Rhône;84;Auvergne-Rhône-Alpes;23/05/2008;;23/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;142.48;2.8;2.8;142.03;2.6;1;29;;3.0;0.0;0.0;0.0;0.0;;55223;;;;142.48;23/05/2008
Confidentiel;Les Ardillats;69;Rhône;84;Auvergne-Rhône-Alpes;28/09/2021;;28/09/2021;13/12/2021;2CRIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;112276;;;;82.8;28/09/2021
Confidentiel;Les Ardillats;69;Rhône;84;Auvergne-Rhône-Alpes;07/02/2022;;07/02/2022;07/02/2022;2CRIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;101790;;;;90.0;07/02/2022
Agrégation des installations de moins de 36KW;Les Ardillats;69;Rhône;84;Auvergne-Rhône-Alpes;31/05/2006;;31/05/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;125.18;;;125.9;;;26;;0.0;0.0;0.0;0.0;0.0;;70993;;;;125.18;31/05/2006
Agrégation des installations de moins de 36KW;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;09/04/2008;;09/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;337.29;;;329.92;;;79;;0.0;0.0;0.0;0.0;0.0;;214440;;;;337.29;09/04/2008
Agrégation des installations de moins de 36KW;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;03/11/2016;;03/11/2016;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;121.06;;;121.06;;;25;;0.0;0.0;0.0;0.0;0.0;;53168;;;;121.06;03/11/2016
Confidentiel;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;20/09/2011;;20/09/2011;04/09/2024;JOUX;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;402.0;;;402.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;393479;;;;402.0;20/09/2011
Confidentiel;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;01/10/2023;;01/10/2023;01/10/2023;;HTA;Indirect;STOCK;Stockage non hydraulique;;;;;BATTE;Batterie;BATTE;2400.0;2400.0;2400.0;2400.0;2400.0;1;1;En service;2400.0;0.0;0.0;0.0;0.0;Enedis;421471;;;;2400.0;01/10/2023
Confidentiel;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;01/11/2010;;01/11/2010;01/10/2023;JOUX;HTA;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;C.COM;Cycle combiné;;5200.0;;;5200.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;114211;;;;5200.0;01/11/2010
Confidentiel;Arnas;69;Rhône;84;Auvergne-Rhône-Alpes;25/04/2012;;25/04/2012;05/07/2021;JOUX;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;218.0;;;218.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;200156;;;;218.0;25/04/2012
Agrégation des installations de moins de 36KW;Aveize;69;Rhône;84;Auvergne-Rhône-Alpes;22/03/2005;;22/03/2005;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;185.94;;;162.81;;;35;;0.0;0.0;0.0;0.0;0.0;;143858;;;;185.94;22/03/2005
Agrégation des installations de moins de 36KW;Bagnols;69;Rhône;84;Auvergne-Rhône-Alpes;07/02/2008;;07/02/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;75.95;;;75.85;;;16;;0.0;0.0;0.0;0.0;0.0;;50888;;;;75.95;07/02/2008
Agrégation des installations de moins de 36KW;Beaujeu;69;Rhône;84;Auvergne-Rhône-Alpes;17/05/2011;;17/05/2011;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;81.4;;;82.5;;;15;;0.0;0.0;0.0;0.0;0.0;;48068;;;;81.4;17/05/2011
Confidentiel;Beaujeu;69;Rhône;84;Auvergne-Rhône-Alpes;09/09/2022;;09/09/2022;09/09/2022;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;40.0;;;40.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;20206;;;;40.0;09/09/2022
BARGREEN;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;01/01/2021;;01/01/2021;16/01/2024;PATUR;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;3213.0;;;3492.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;2892010;;;;3213.0;01/01/2021
Confidentiel;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;26/03/2024;;26/03/2024;24/07/2024;SSARD;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.0;;;249.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;74462;;;;249.0;26/03/2024
CENTRALE PMC;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;23/01/2024;;23/01/2024;23/01/2024;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;220.0;;;195.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;101977;;;;220.0;23/01/2024
Confidentiel;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;24/08/2022;;24/08/2022;24/08/2022;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;42.5;;;40.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;24271;;;;42.5;24/08/2022
Confidentiel;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;15/01/2024;;15/01/2024;29/02/2024;SSARD;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;110.0;;;99.63;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;59204;;;;110.0;15/01/2024
Agrégation des installations de moins de 36KW;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;19/09/2008;;19/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;132.36;;;130.95;;;17;;0.0;0.0;0.0;0.0;0.0;;110671;;;;132.36;19/09/2008
Confidentiel;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;19/03/2024;;19/03/2024;05/04/2024;SSARD;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;132.0;;;132.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;29488;;;;132.0;19/03/2024
Agrégation des installations de moins de 36KW;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;05/02/2008;;05/02/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;273.13;5.0;5.0;278.62;3.5;1;63;;5.0;0.0;0.0;0.0;0.0;;186254;;;;273.13;05/02/2008
CCF Lybertec;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;16/08/2024;;16/08/2024;16/08/2024;PATUR;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;35617;;;;250.0;16/08/2024
Agrégation des installations de moins de 36KW;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;03/03/2008;;03/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;498.07;;;497.0;;;107;;0.0;0.0;0.0;0.0;0.0;;317212;;;;498.07;03/03/2008
Agrégation des installations de moins de 36KW;Belleville-en-Beaujolais;69;Rhône;84;Auvergne-Rhône-Alpes;15/10/2009;;15/10/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;400.48;1.28;1.28;398.93;1.28;1;77;;3.5;0.0;0.0;0.0;0.0;;123063;;;;400.48;15/10/2009
Agrégation des installations de moins de 36KW;Belmont-d'Azergues;69;Rhône;84;Auvergne-Rhône-Alpes;30/08/2007;;30/08/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;65.9;3.0;3.0;73.1;3.0;1;19;;300.0;0.0;0.0;0.0;0.0;;47999;;;;65.9;30/08/2007
Agrégation des installations de moins de 36KW;Bessenay;69;Rhône;84;Auvergne-Rhône-Alpes;20/06/2007;;20/06/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;248.37;;;241.57;;;69;;0.0;0.0;0.0;0.0;0.0;;182500;;;;248.37;20/06/2007
Confidentiel;Bessenay;69;Rhône;84;Auvergne-Rhône-Alpes;08/06/2011;;08/06/2011;05/07/2021;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;234.0;;;234.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;213091;;;;234.0;08/06/2011
Confidentiel;Bessenay;69;Rhône;84;Auvergne-Rhône-Alpes;08/02/2023;;08/02/2023;08/02/2023;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;81812;;;;100.0;08/02/2023
Agrégation des installations de moins de 36KW;Bessenay;69;Rhône;84;Auvergne-Rhône-Alpes;23/05/2012;;23/05/2012;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;117.82;;;117.82;;;21;;0.0;0.0;0.0;0.0;0.0;;41590;;;;117.82;23/05/2012
Agrégation des installations de moins de 36KW;Bibost;69;Rhône;84;Auvergne-Rhône-Alpes;18/12/2008;;18/12/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;60.1;;;60.2;;;15;;0.0;0.0;0.0;0.0;0.0;;38371;;;;60.1;18/12/2008
SCI EJM;Bibost;69;Rhône;84;Auvergne-Rhône-Alpes;18/05/2022;;18/05/2022;18/05/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;84.0;;;84.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;81979;;;;84.0;18/05/2022
Agrégation des installations de moins de 36KW;Bibost;69;Rhône;84;Auvergne-Rhône-Alpes;27/01/2009;;27/01/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;44.4;;;44.4;;;10;;0.0;0.0;0.0;0.0;0.0;;13096;;;;44.4;27/01/2009
Agrégation des installations de moins de 36KW;Blacé;69;Rhône;84;Auvergne-Rhône-Alpes;24/06/2020;;24/06/2020;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;67.83;;;65.23;;;11;;0.0;0.0;0.0;0.0;0.0;;29593;;;;67.83;24/06/2020
Agrégation des installations de moins de 36KW;Blacé;69;Rhône;84;Auvergne-Rhône-Alpes;04/03/2008;;04/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;185.86;0.27;0.27;192.46;0.27;1;46;;1.2;0.0;0.0;0.0;0.0;;127604;;;;185.86;04/03/2008
Agrégation des installations de moins de 36KW;Val d'Oingt;69;Rhône;84;Auvergne-Rhône-Alpes;02/12/2009;;02/12/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;170.2;;;148.7;;;31;;0.0;0.0;0.0;0.0;0.0;;65501;;;;170.2;02/12/2009
Confidentiel;Val d'Oingt;69;Rhône;84;Auvergne-Rhône-Alpes;29/08/2024;;29/08/2024;29/08/2024;CHESS;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.0;;;66.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;7478;;;;66.0;29/08/2024
Confidentiel;Val d'Oingt;69;Rhône;84;Auvergne-Rhône-Alpes;29/08/2024;;29/08/2024;29/08/2024;CHESS;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.0;;;66.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;7398;;;;66.0;29/08/2024
Agrégation des installations de moins de 36KW;Val d'Oingt;69;Rhône;84;Auvergne-Rhône-Alpes;03/09/2009;;03/09/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;312.2;8.7;8.7;305.48;8.7;2;74;;2.2;0.0;0.0;0.0;0.0;;213963;;;;312.2;03/09/2009
Agrégation des installations de moins de 36KW;Le Breuil;69;Rhône;84;Auvergne-Rhône-Alpes;08/12/2010;;08/12/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;96.5;;;92.0;;;17;;0.0;0.0;0.0;0.0;0.0;;51264;;;;96.5;08/12/2010
Confidentiel;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;16/02/2024;;16/02/2024;16/02/2024;MILL5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;42491;;;;99.0;16/02/2024
Agrégation des installations de moins de 36KW;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;25/11/2005;;25/11/2005;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;268.29;;;259.33;;;69;;0.0;0.0;0.0;0.0;0.0;;190948;;;;268.29;25/11/2005
Agrégation des installations de moins de 36KW;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;30/01/2009;;30/01/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.36;;;78.72;;;22;;0.0;0.0;0.0;0.0;0.0;;45814;;;;89.36;30/01/2009
Confidentiel;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;26/10/2023;;26/10/2023;26/10/2023;MILL5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;110.0;;;110.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;42217;;;;110.0;26/10/2023
Agrégation des installations de moins de 36KW;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;12/01/2009;;12/01/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;268.57;6.0;6.0;260.12;6.0;1;60;;5.0;0.0;0.0;0.0;0.0;;159572;;;;268.57;12/01/2009
Agrégation des installations de moins de 36KW;Brignais;69;Rhône;84;Auvergne-Rhône-Alpes;21/07/2008;;21/07/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;460.52;6.54;6.54;405.73;5.0;1;69;;10.0;0.0;0.0;0.0;0.0;;186633;;;;460.52;21/07/2008
SCI FL2D;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;10/07/2023;;10/07/2023;10/07/2023;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.0;;;66.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;72555;;;;66.0;10/07/2023
IRIS15 - EARL D'EMA;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;14/12/2020;;14/12/2020;05/07/2021;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;108035;;;;100.0;14/12/2020
LOFOTEN SOLAIRE;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;05/10/2022;;05/10/2022;04/04/2024;CRAPO;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;146.0;;;146.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;67786;;;;146.0;05/10/2022
