Périmètre;Nature;Date;Heures;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;00:00;8586;156;10710;66;0;3096;-166;133
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;00:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;00:30;8373;179;10622;64;0;2977;-163;121
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;00:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;01:00;8134;181;10652;58;0;2667;-163;121
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;01:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;01:30;8130;179;10662;54;0;2592;-163;122
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;01:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;02:00;8102;181;10600;42;0;2827;-165;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;02:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;02:30;8122;179;10552;30;0;2384;-312;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;02:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;03:00;7947;179;10462;25;0;2148;-975;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;03:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;03:30;7886;182;10601;23;0;2479;-974;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;03:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;04:00;7703;182;10496;23;0;2306;-1294;121
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;04:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;04:30;7667;181;10604;25;0;2499;-1612;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;04:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;05:00;7599;180;10609;27;0;2197;-1610;119
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;05:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;05:30;7695;180;10605;39;0;2148;-1975;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;05:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;06:00;7637;180;10606;43;0;2185;-2169;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;06:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;06:30;7575;180;10619;58;0;2241;-2168;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;06:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;07:00;7556;180;10617;63;0;2667;-2167;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;07:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;07:30;7526;180;10624;86;0;2888;-2092;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;07:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;08:00;7618;179;10656;87;0;2956;-2059;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;08:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;08:30;7456;178;10618;86;0;2385;-1978;119
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;08:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;09:00;7593;169;10614;79;6;2318;-1613;119
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;09:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;09:30;7723;169;10601;81;25;2325;-1614;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;09:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;10:00;7854;169;10607;81;54;2196;-1505;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;10:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;10:30;7978;169;10631;79;87;2351;-1287;116
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;10:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;11:00;8088;173;10679;79;116;2387;-1286;116
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;11:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;11:30;8256;175;10721;79;145;2370;-1285;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;11:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;12:00;8387;175;10695;76;173;2408;-56;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;12:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;12:30;8475;173;10562;84;183;2506;-6;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;12:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;13:00;8617;173;10587;85;177;2491;-6;119
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;13:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;13:30;8449;172;10678;89;165;2659;-507;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;13:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;14:00;8252;172;10643;97;149;2721;-804;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;14:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;14:30;8088;175;10681;96;137;2883;-1287;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;14:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;15:00;7948;175;10557;100;102;2686;-1288;120
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;15:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;15:30;7934;175;10616;108;77;2732;-1286;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;15:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;16:00;7998;175;10612;108;46;2638;-1287;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;16:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;16:30;8047;175;10656;108;24;2495;-422;118
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;16:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;17:00;8047;175;10775;116;4;2574;-165;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;17:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;17:30;8324;175;10763;124;0;2872;-53;115
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;17:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;18:00;8521;175;10812;127;0;4197;-3;115
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;18:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;18:30;8652;175;10818;124;0;4266;-3;109
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;18:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;19:00;8802;176;10823;118;0;4265;-3;110
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;19:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;19:30;8863;175;10830;119;0;4105;-3;108
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;19:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;20:00;8776;177;10825;126;0;3776;-3;107
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;20:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;20:30;8696;177;10826;122;0;3697;-3;113
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;20:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;21:00;8593;177;10820;127;0;2907;-3;116
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;21:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;21:30;8406;177;10732;140;0;3115;-23;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;21:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;22:00;8221;177;10721;139;0;2661;-163;116
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;22:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;22:30;8445;177;10733;135;0;2434;-163;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;22:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;23:00;8693;177;10732;133;0;2985;-163;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;23:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;23:30;8776;177;10732;138;0;2573;-163;117
Auvergne-Rhône-Alpes;Données définitives;01/01/2021;23:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;00:00;8475;177;10634;140;0;2791;-163;117
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;00:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;00:30;8336;177;10614;139;0;2685;-163;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;00:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;01:00;8101;177;10608;146;0;2352;-163;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;01:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;01:30;8117;177;10551;139;0;2368;-163;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;01:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;02:00;8113;177;10530;146;0;1962;-165;117
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;02:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;02:30;8177;177;10592;150;0;1778;-440;117
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;02:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;03:00;8045;177;10579;147;0;1825;-971;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;03:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;03:30;8025;177;10591;146;0;1977;-1932;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;03:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;04:00;7901;177;10505;155;0;2005;-2007;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;04:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;04:30;7912;177;10552;163;0;2197;-2006;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;04:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;05:00;7901;177;10537;153;0;2156;-2005;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;05:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;05:30;8034;177;10497;155;0;1880;-2004;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;05:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;06:00;8016;177;10580;156;0;1989;-2003;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;06:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;06:30;7969;187;10515;153;0;2102;-1167;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;06:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;07:00;7980;192;10529;143;0;2096;-164;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;07:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;07:30;8029;193;10450;151;0;1990;-164;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;07:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;08:00;8163;198;10608;160;0;2412;-163;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;08:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;08:30;8167;201;10643;163;0;2506;-162;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;08:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;09:00;8373;201;10692;162;2;3200;-162;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;09:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;09:30;8560;201;10595;161;9;3017;-163;118
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;09:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;10:00;8744;201;10714;161;22;3455;-131;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;10:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;10:30;8872;201;10699;164;36;3655;-3;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;10:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;11:00;8963;201;10688;158;50;3767;-3;117
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;11:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;11:30;9124;201;10738;153;58;3903;-3;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;11:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;12:00;9211;201;10714;160;67;3865;-22;117
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;12:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;12:30;9370;201;10755;153;69;3784;-162;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;12:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;13:00;9509;201;10762;159;81;3867;-162;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;13:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;13:30;9393;201;10771;153;75;3769;-162;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;13:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;14:00;9176;201;10656;163;60;3575;-162;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;14:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;14:30;8986;201;10654;170;56;3662;-162;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;14:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;15:00;8815;198;10636;159;44;3645;-131;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;15:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;15:30;8839;198;10676;157;30;3759;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;15:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;16:00;8867;198;10696;157;18;3731;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;16:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;16:30;8836;198;10763;158;8;3713;-3;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;16:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;17:00;8864;195;10801;157;1;3704;-3;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;17:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;17:30;9063;198;10787;151;0;3376;-3;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;17:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;18:00;9199;198;10770;148;0;3844;-3;113
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;18:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;18:30;9298;198;10764;137;0;4024;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;18:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;19:00;9435;198;10774;131;0;4185;-3;113
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;19:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;19:30;9442;200;10765;136;0;4174;-3;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;19:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;20:00;9251;200;10721;139;0;4326;-3;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;20:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;20:30;9087;200;10776;134;0;4560;-3;115
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;20:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;21:00;8960;200;10830;143;0;3342;-3;116
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;21:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;21:30;8744;200;10759;133;0;3291;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;21:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;22:00;8540;201;10721;122;0;2745;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;22:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;22:30;8795;201;10754;113;0;2810;-3;113
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;22:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;23:00;9049;201;10751;105;0;3031;-3;113
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;23:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;23:30;9152;201;10751;99;0;2835;-3;114
Auvergne-Rhône-Alpes;Données définitives;02/01/2021;23:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;00:00;8852;202;10724;98;0;2724;-4;114
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;00:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;00:30;8705;201;10748;92;0;2831;-328;113
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;00:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;01:00;8477;202;10558;95;0;2485;-328;113
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;01:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;01:30;8483;202;10498;97;0;2238;-815;114
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;01:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;02:00;8442;204;10513;92;0;2104;-812;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;02:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;02:30;8507;201;10641;87;0;2001;-1224;109
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;02:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;03:00;8333;201;10597;93;0;1774;-1397;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;03:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;03:30;8285;202;10605;95;0;1759;-1558;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;03:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;04:00;8127;202;10204;90;0;1777;-1967;113
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;04:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;04:30;8095;202;10152;92;0;1798;-2234;113
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;04:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;05:00;8042;202;10088;83;0;1752;-2234;109
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;05:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;05:30;8154;201;10163;85;0;1768;-2318;114
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;05:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;06:00;8091;202;10174;80;0;1783;-2085;113
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;06:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;06:30;8002;201;10202;76;0;2014;-2083;114
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;06:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;07:00;8016;201;10454;76;0;2213;-2084;111
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;07:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;07:30;8048;199;10599;75;0;2273;-1850;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;07:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;08:00;8153;199;10592;70;0;2320;-1765;111
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;08:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;08:30;8149;200;10427;73;0;2072;-1767;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;08:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;09:00;8317;201;10584;74;4;2202;-1762;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;09:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;09:30;8524;199;10566;75;17;2302;-999;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;09:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;10:00;8685;199;10618;76;28;2196;-165;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;10:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;10:30;8867;199;10619;78;43;2394;-163;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;10:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;11:00;8991;200;10649;78;53;2727;-162;106
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;11:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;11:30;9195;200;10660;73;65;2519;-163;107
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;11:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;12:00;9319;197;10784;73;80;2644;-163;108
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;12:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;12:30;9439;199;10693;70;92;2915;-162;106
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;12:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;13:00;9498;202;10652;66;97;3006;-204;106
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;13:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;13:30;9312;199;10665;67;101;2490;-484;105
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;13:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;14:00;9049;199;10583;70;102;2022;-485;107
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;14:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;14:30;8813;199;10684;66;99;1960;-1128;105
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;14:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;15:00;8611;199;10610;67;85;1763;-1129;107
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;15:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;15:30;8603;199;10716;70;67;1818;-1240;108
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;15:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;16:00;8658;199;10715;65;43;1804;-1445;111
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;16:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;16:30;8659;199;10805;62;21;1841;-1363;114
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;16:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;17:00;8681;199;10811;63;4;1842;-578;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;17:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;17:30;8961;199;10763;63;0;2287;-365;112
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;17:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;18:00;9174;199;10770;60;0;3183;-3;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;18:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;18:30;9370;199;10716;59;0;3625;-3;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;18:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;19:00;9522;199;10698;59;0;4298;-3;108
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;19:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;19:30;9587;199;10708;57;0;4341;-3;107
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;19:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;20:00;9461;177;10687;54;0;4564;-3;106
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;20:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;20:30;9325;179;10690;52;0;4699;-3;107
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;20:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;21:00;9238;186;10691;52;0;4183;-3;108
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;21:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;21:30;9024;191;10705;49;0;3749;-3;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;21:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;22:00;8774;192;10690;44;0;2687;-3;108
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;22:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;22:30;9015;192;10704;46;0;2629;-3;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;22:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;23:00;9229;192;10681;44;0;3924;-3;110
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;23:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;23:30;9295;193;10686;45;0;3516;-3;109
Auvergne-Rhône-Alpes;Données définitives;03/01/2021;23:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;00:00;9017;194;10678;40;0;3439;-3;111
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;00:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;00:30;8869;194;10735;40;0;3699;-3;112
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;00:45;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;01:00;8660;194;10673;43;0;3022;-289;111
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;01:15;;;;;;;;
Auvergne-Rhône-Alpes;Données définitives;04/01/2021;01:30;8622;194;10691;42;0;2037;-361;110
