Périmètre;Nature;Date;Heures;Consommation
Grand Lyon;Données temps réel;01/01/2019;18:30;1180
Grand Lyon;Données temps réel;01/01/2019;18:45;1189
Grand Lyon;Données temps réel;01/01/2019;19:00;1200
Grand Lyon;Données temps réel;01/01/2019;19:15;1214
Grand Lyon;Données temps réel;01/01/2019;19:30;1209
Grand Lyon;Données temps réel;01/01/2019;19:45;1203
Grand Lyon;Données temps réel;01/01/2019;20:00;1205
Grand Lyon;Données temps réel;01/01/2019;20:15;1187
Grand Lyon;Données temps réel;01/01/2019;20:30;1184
Grand Lyon;Données temps réel;01/01/2019;20:45;1171
Grand Lyon;Données temps réel;01/01/2019;21:00;1159
Grand Lyon;Données temps réel;01/01/2019;21:15;1141
Grand Lyon;Données temps réel;01/01/2019;21:30;1124
Grand Lyon;Données temps réel;01/01/2019;21:45;1100
Grand Lyon;Données temps réel;01/01/2019;22:00;1123
Grand Lyon;Données temps réel;01/01/2019;22:15;1127
Grand Lyon;Données temps réel;01/01/2019;22:30;1146
Grand Lyon;Données temps réel;01/01/2019;22:45;1215
Grand Lyon;Données temps réel;01/01/2019;23:00;1212
Grand Lyon;Données temps réel;01/01/2019;23:15;1217
Grand Lyon;Données temps réel;01/01/2019;23:30;1191
Grand Lyon;Données temps réel;01/01/2019;23:45;1158
Grand Lyon;Données temps réel;02/01/2019;00:00;1136
Grand Lyon;Données temps réel;02/01/2019;00:15;1114
Grand Lyon;Données temps réel;02/01/2019;00:30;1081
Grand Lyon;Données temps réel;02/01/2019;00:45;1053
Grand Lyon;Données temps réel;02/01/2019;01:00;1052
Grand Lyon;Données temps réel;02/01/2019;01:15;1030
Grand Lyon;Données temps réel;02/01/2019;01:30;1008
Grand Lyon;Données temps réel;02/01/2019;01:45;1029
Grand Lyon;Données temps réel;02/01/2019;02:00;1003
Grand Lyon;Données temps réel;02/01/2019;02:15;993
Grand Lyon;Données temps réel;02/01/2019;02:30;992
Grand Lyon;Données temps réel;02/01/2019;02:45;990
Grand Lyon;Données temps réel;02/01/2019;03:00;982
Grand Lyon;Données temps réel;02/01/2019;03:15;979
Grand Lyon;Données temps réel;02/01/2019;03:30;979
Grand Lyon;Données temps réel;02/01/2019;03:45;982
Grand Lyon;Données temps réel;02/01/2019;04:00;979
Grand Lyon;Données temps réel;02/01/2019;04:15;979
Grand Lyon;Données temps réel;02/01/2019;04:30;989
Grand Lyon;Données temps réel;02/01/2019;04:45;986
Grand Lyon;Données temps réel;02/01/2019;05:00;993
Grand Lyon;Données temps réel;02/01/2019;05:15;1020
Grand Lyon;Données temps réel;02/01/2019;05:30;1017
Grand Lyon;Données temps réel;02/01/2019;05:45;1036
Grand Lyon;Données temps réel;02/01/2019;06:00;1047
Grand Lyon;Données temps réel;02/01/2019;06:15;1070
Grand Lyon;Données temps réel;02/01/2019;06:30;1091
Grand Lyon;Données temps réel;02/01/2019;06:45;1111
Grand Lyon;Données temps réel;02/01/2019;07:00;1126
Grand Lyon;Données temps réel;02/01/2019;07:15;1154
Grand Lyon;Données temps réel;02/01/2019;07:30;1171
Grand Lyon;Données temps réel;02/01/2019;07:45;1203
Grand Lyon;Données temps réel;02/01/2019;08:00;1233
Grand Lyon;Données temps réel;02/01/2019;08:15;1240
Grand Lyon;Données temps réel;02/01/2019;08:30;1247
Grand Lyon;Données temps réel;02/01/2019;08:45;1277
Grand Lyon;Données temps réel;02/01/2019;09:00;1271
Grand Lyon;Données temps réel;02/01/2019;09:15;1279
Grand Lyon;Données temps réel;02/01/2019;09:30;1287
Grand Lyon;Données temps réel;02/01/2019;09:45;1300
Grand Lyon;Données temps réel;02/01/2019;10:00;1303
Grand Lyon;Données temps réel;02/01/2019;10:15;1311
Grand Lyon;Données temps réel;02/01/2019;10:30;1317
Grand Lyon;Données temps réel;02/01/2019;10:45;1317
Grand Lyon;Données temps réel;02/01/2019;11:00;1324
Grand Lyon;Données temps réel;02/01/2019;11:15;1326
Grand Lyon;Données temps réel;02/01/2019;11:30;1321
Grand Lyon;Données temps réel;02/01/2019;11:45;1333
Grand Lyon;Données temps réel;02/01/2019;12:00;1346
Grand Lyon;Données temps réel;02/01/2019;12:15;1343
Grand Lyon;Données temps réel;02/01/2019;12:30;1338
Grand Lyon;Données temps réel;02/01/2019;12:45;1346
Grand Lyon;Données temps réel;02/01/2019;13:00;1339
Grand Lyon;Données temps réel;02/01/2019;13:15;1321
Grand Lyon;Données temps réel;02/01/2019;13:30;1305
Grand Lyon;Données temps réel;02/01/2019;13:45;1303
Grand Lyon;Données temps réel;02/01/2019;14:00;1293
Grand Lyon;Données temps réel;02/01/2019;14:15;1270
Grand Lyon;Données temps réel;02/01/2019;14:30;1271
Grand Lyon;Données temps réel;02/01/2019;14:45;1247
Grand Lyon;Données temps réel;02/01/2019;15:00;1245
Grand Lyon;Données temps réel;02/01/2019;15:15;1255
Grand Lyon;Données temps réel;02/01/2019;15:30;1239
Grand Lyon;Données temps réel;02/01/2019;15:45;1231
Grand Lyon;Données temps réel;02/01/2019;16:00;1239
Grand Lyon;Données temps réel;02/01/2019;16:15;1236
Grand Lyon;Données temps réel;02/01/2019;16:30;1265
Grand Lyon;Données temps réel;02/01/2019;16:45;1265
Grand Lyon;Données temps réel;02/01/2019;17:00;1263
Grand Lyon;Données temps réel;02/01/2019;17:15;1291
Grand Lyon;Données temps réel;02/01/2019;17:30;1324
Grand Lyon;Données temps réel;02/01/2019;17:45;1357
Grand Lyon;Données temps réel;02/01/2019;18:00;1357
Grand Lyon;Données temps réel;02/01/2019;18:15;1385
Grand Lyon;Données temps réel;02/01/2019;18:30;1361
Grand Lyon;Données temps réel;02/01/2019;18:45;1377
Grand Lyon;Données temps réel;02/01/2019;19:00;1393
Grand Lyon;Données temps réel;02/01/2019;19:15;1389
Grand Lyon;Données temps réel;02/01/2019;19:30;1388
Grand Lyon;Données temps réel;02/01/2019;19:45;1377
Grand Lyon;Données temps réel;02/01/2019;20:00;1364
Grand Lyon;Données temps réel;02/01/2019;20:15;1343
Grand Lyon;Données temps réel;02/01/2019;20:30;1326
Grand Lyon;Données temps réel;02/01/2019;20:45;1313
Grand Lyon;Données temps réel;02/01/2019;21:00;1278
Grand Lyon;Données temps réel;02/01/2019;21:15;1270
Grand Lyon;Données temps réel;02/01/2019;21:30;1244
Grand Lyon;Données temps réel;02/01/2019;21:45;1229
Grand Lyon;Données temps réel;02/01/2019;22:00;1236
Grand Lyon;Données temps réel;02/01/2019;22:15;1264
Grand Lyon;Données temps réel;02/01/2019;22:30;1274
Grand Lyon;Données temps réel;02/01/2019;22:45;1329
Grand Lyon;Données temps réel;02/01/2019;23:00;1346
Grand Lyon;Données temps réel;02/01/2019;23:15;1364
Grand Lyon;Données temps réel;02/01/2019;23:30;1323
Grand Lyon;Données temps réel;02/01/2019;23:45;1307
Grand Lyon;Données temps réel;03/01/2019;00:00;1260
Grand Lyon;Données temps réel;03/01/2019;00:15;1236
Grand Lyon;Données temps réel;03/01/2019;00:30;1194
Grand Lyon;Données temps réel;03/01/2019;00:45;1180
Grand Lyon;Données temps réel;03/01/2019;01:00;1160
Grand Lyon;Données temps réel;03/01/2019;01:15;1140
Grand Lyon;Données temps réel;03/01/2019;01:30;1123
Grand Lyon;Données temps réel;03/01/2019;01:45;1118
Grand Lyon;Données temps réel;03/01/2019;02:00;1109
Grand Lyon;Données temps réel;03/01/2019;02:15;1115
Grand Lyon;Données temps réel;03/01/2019;02:30;1100
Grand Lyon;Données temps réel;03/01/2019;02:45;1095
Grand Lyon;Données temps réel;03/01/2019;03:00;1082
Grand Lyon;Données temps réel;03/01/2019;03:15;1091
Grand Lyon;Données temps réel;03/01/2019;03:30;1072
Grand Lyon;Données temps réel;03/01/2019;03:45;1084
Grand Lyon;Données temps réel;03/01/2019;04:00;1073
Grand Lyon;Données temps réel;03/01/2019;04:15;1083
Grand Lyon;Données temps réel;03/01/2019;04:30;1082
Grand Lyon;Données temps réel;03/01/2019;04:45;1093
Grand Lyon;Données temps réel;03/01/2019;05:00;1102
Grand Lyon;Données temps réel;03/01/2019;05:15;1132
Grand Lyon;Données temps réel;03/01/2019;05:30;1135
Grand Lyon;Données temps réel;03/01/2019;05:45;1156
Grand Lyon;Données temps réel;03/01/2019;06:00;1166
Grand Lyon;Données temps réel;03/01/2019;06:15;1217
Grand Lyon;Données temps réel;03/01/2019;06:30;1232
Grand Lyon;Données temps réel;03/01/2019;06:45;1254
Grand Lyon;Données temps réel;03/01/2019;07:00;1282
Grand Lyon;Données temps réel;03/01/2019;07:15;1311
Grand Lyon;Données temps réel;03/01/2019;07:30;1345
Grand Lyon;Données temps réel;03/01/2019;07:45;1375
Grand Lyon;Données temps réel;03/01/2019;08:00;1404
Grand Lyon;Données temps réel;03/01/2019;08:15;1386
Grand Lyon;Données temps réel;03/01/2019;08:30;1413
Grand Lyon;Données temps réel;03/01/2019;08:45;1426
Grand Lyon;Données temps réel;03/01/2019;09:00;1425
Grand Lyon;Données temps réel;03/01/2019;09:15;1428
Grand Lyon;Données temps réel;03/01/2019;09:30;1446
Grand Lyon;Données temps réel;03/01/2019;09:45;1441
Grand Lyon;Données temps réel;03/01/2019;10:00;1430
Grand Lyon;Données temps réel;03/01/2019;10:15;1450
Grand Lyon;Données temps réel;03/01/2019;10:30;1422
Grand Lyon;Données temps réel;03/01/2019;10:45;1444
Grand Lyon;Données temps réel;03/01/2019;11:00;1443
Grand Lyon;Données temps réel;03/01/2019;11:15;1437
Grand Lyon;Données temps réel;03/01/2019;11:30;1429
Grand Lyon;Données temps réel;03/01/2019;11:45;1450
Grand Lyon;Données temps réel;03/01/2019;12:00;1448
Grand Lyon;Données temps réel;03/01/2019;12:15;1461
Grand Lyon;Données temps réel;03/01/2019;12:30;1452
Grand Lyon;Données temps réel;03/01/2019;12:45;1439
Grand Lyon;Données temps réel;03/01/2019;13:00;1421
Grand Lyon;Données temps réel;03/01/2019;13:15;1409
Grand Lyon;Données temps réel;03/01/2019;13:30;1403
Grand Lyon;Données temps réel;03/01/2019;13:45;1396
Grand Lyon;Données temps réel;03/01/2019;14:00;1389
Grand Lyon;Données temps réel;03/01/2019;14:15;1374
Grand Lyon;Données temps réel;03/01/2019;14:30;1360
Grand Lyon;Données temps réel;03/01/2019;14:45;1336
Grand Lyon;Données temps réel;03/01/2019;15:00;1334
Grand Lyon;Données temps réel;03/01/2019;15:15;1338
Grand Lyon;Données temps réel;03/01/2019;15:30;1349
Grand Lyon;Données temps réel;03/01/2019;15:45;1342
Grand Lyon;Données temps réel;03/01/2019;16:00;1331
Grand Lyon;Données temps réel;03/01/2019;16:15;1338
Grand Lyon;Données temps réel;03/01/2019;16:30;1327
Grand Lyon;Données temps réel;03/01/2019;16:45;1335
Grand Lyon;Données temps réel;03/01/2019;17:00;1364
Grand Lyon;Données temps réel;03/01/2019;17:15;1400
Grand Lyon;Données temps réel;03/01/2019;17:30;1430
Grand Lyon;Données temps réel;03/01/2019;17:45;1463
Grand Lyon;Données temps réel;03/01/2019;18:00;1449
Grand Lyon;Données temps réel;03/01/2019;18:15;1466
Grand Lyon;Données temps réel;03/01/2019;18:30;1472
Grand Lyon;Données temps réel;03/01/2019;18:45;1486
Grand Lyon;Données temps réel;03/01/2019;19:00;1482
Grand Lyon;Données temps réel;03/01/2019;19:15;1503
Grand Lyon;Données temps réel;03/01/2019;19:30;1471
Grand Lyon;Données temps réel;03/01/2019;19:45;1470
Grand Lyon;Données temps réel;03/01/2019;20:00;1461
Grand Lyon;Données temps réel;03/01/2019;20:15;1431
Grand Lyon;Données temps réel;03/01/2019;20:30;1413
Grand Lyon;Données temps réel;03/01/2019;20:45;1387
Grand Lyon;Données temps réel;03/01/2019;21:00;1383
Grand Lyon;Données temps réel;03/01/2019;21:15;1360
Grand Lyon;Données temps réel;03/01/2019;21:30;1340
Grand Lyon;Données temps réel;03/01/2019;21:45;1302
Grand Lyon;Données temps réel;03/01/2019;22:00;1309
Grand Lyon;Données temps réel;03/01/2019;22:15;1333
Grand Lyon;Données temps réel;03/01/2019;22:30;1376
Grand Lyon;Données temps réel;03/01/2019;22:45;1401
Grand Lyon;Données temps réel;03/01/2019;23:00;1405
Grand Lyon;Données temps réel;03/01/2019;23:15;1413
Grand Lyon;Données temps réel;03/01/2019;23:30;1380
Grand Lyon;Données temps réel;03/01/2019;23:45;1346
Grand Lyon;Données temps réel;04/01/2019;00:00;1311
Grand Lyon;Données temps réel;04/01/2019;00:15;1279
Grand Lyon;Données temps réel;04/01/2019;00:30;1241
Grand Lyon;Données temps réel;04/01/2019;00:45;1229
Grand Lyon;Données temps réel;04/01/2019;01:00;1206
Grand Lyon;Données temps réel;04/01/2019;01:15;1204
Grand Lyon;Données temps réel;04/01/2019;01:30;1183
Grand Lyon;Données temps réel;04/01/2019;01:45;1179
Grand Lyon;Données temps réel;04/01/2019;02:00;1167
Grand Lyon;Données temps réel;04/01/2019;02:15;1167
Grand Lyon;Données temps réel;04/01/2019;02:30;1161
Grand Lyon;Données temps réel;04/01/2019;02:45;1165
Grand Lyon;Données temps réel;04/01/2019;03:00;1143
Grand Lyon;Données temps réel;04/01/2019;03:15;1152
Grand Lyon;Données temps réel;04/01/2019;03:30;1139
Grand Lyon;Données temps réel;04/01/2019;03:45;1131
Grand Lyon;Données temps réel;04/01/2019;04:00;1131
Grand Lyon;Données temps réel;04/01/2019;04:15;1141
Grand Lyon;Données temps réel;04/01/2019;04:30;1159
Grand Lyon;Données temps réel;04/01/2019;04:45;1154
Grand Lyon;Données temps réel;04/01/2019;05:00;1167
Grand Lyon;Données temps réel;04/01/2019;05:15;1203
Grand Lyon;Données temps réel;04/01/2019;05:30;1196
Grand Lyon;Données temps réel;04/01/2019;05:45;1232
Grand Lyon;Données temps réel;04/01/2019;06:00;1218
Grand Lyon;Données temps réel;04/01/2019;06:15;1269
Grand Lyon;Données temps réel;04/01/2019;06:30;1290
Grand Lyon;Données temps réel;04/01/2019;06:45;1307
Grand Lyon;Données temps réel;04/01/2019;07:00;1331
Grand Lyon;Données temps réel;04/01/2019;07:15;1380
Grand Lyon;Données temps réel;04/01/2019;07:30;1395
Grand Lyon;Données temps réel;04/01/2019;07:45;1428
Grand Lyon;Données temps réel;04/01/2019;08:00;1442
Grand Lyon;Données temps réel;04/01/2019;08:15;1443
Grand Lyon;Données temps réel;04/01/2019;08:30;1457
Grand Lyon;Données temps réel;04/01/2019;08:45;1489
Grand Lyon;Données temps réel;04/01/2019;09:00;1484
Grand Lyon;Données temps réel;04/01/2019;09:15;1490
Grand Lyon;Données temps réel;04/01/2019;09:30;1505
Grand Lyon;Données temps réel;04/01/2019;09:45;1487
Grand Lyon;Données temps réel;04/01/2019;10:00;1513
Grand Lyon;Données temps réel;04/01/2019;10:15;1506
Grand Lyon;Données temps réel;04/01/2019;10:30;1486
Grand Lyon;Données temps réel;04/01/2019;10:45;1485
Grand Lyon;Données temps réel;04/01/2019;11:00;1479
Grand Lyon;Données temps réel;04/01/2019;11:15;1481
Grand Lyon;Données temps réel;04/01/2019;11:30;1485
Grand Lyon;Données temps réel;04/01/2019;11:45;1501
Grand Lyon;Données temps réel;04/01/2019;12:00;1489
Grand Lyon;Données temps réel;04/01/2019;12:15;1487
Grand Lyon;Données temps réel;04/01/2019;12:30;1473
Grand Lyon;Données temps réel;04/01/2019;12:45;1477
Grand Lyon;Données temps réel;04/01/2019;13:00;1441
Grand Lyon;Données temps réel;04/01/2019;13:15;1441
Grand Lyon;Données temps réel;04/01/2019;13:30;1423
Grand Lyon;Données temps réel;04/01/2019;13:45;1406
Grand Lyon;Données temps réel;04/01/2019;14:00;1399
Grand Lyon;Données temps réel;04/01/2019;14:15;1396
Grand Lyon;Données temps réel;04/01/2019;14:30;1365
Grand Lyon;Données temps réel;04/01/2019;14:45;1362
Grand Lyon;Données temps réel;04/01/2019;15:00;1359
Grand Lyon;Données temps réel;04/01/2019;15:15;1351
Grand Lyon;Données temps réel;04/01/2019;15:30;1335
Grand Lyon;Données temps réel;04/01/2019;15:45;1338
Grand Lyon;Données temps réel;04/01/2019;16:00;1328
Grand Lyon;Données temps réel;04/01/2019;16:15;1329
Grand Lyon;Données temps réel;04/01/2019;16:30;1346
Grand Lyon;Données temps réel;04/01/2019;16:45;1339
Grand Lyon;Données temps réel;04/01/2019;17:00;1371
Grand Lyon;Données temps réel;04/01/2019;17:15;1384
Grand Lyon;Données temps réel;04/01/2019;17:30;1417
Grand Lyon;Données temps réel;04/01/2019;17:45;1426
Grand Lyon;Données temps réel;04/01/2019;18:00;1443
Grand Lyon;Données temps réel;04/01/2019;18:15;1444
Grand Lyon;Données temps réel;04/01/2019;18:30;1455
Grand Lyon;Données temps réel;04/01/2019;18:45;1460
Grand Lyon;Données temps réel;04/01/2019;19:00;1450
Grand Lyon;Données temps réel;04/01/2019;19:15;1460
Grand Lyon;Données temps réel;04/01/2019;19:30;1448
Grand Lyon;Données temps réel;04/01/2019;19:45;1432
Grand Lyon;Données temps réel;04/01/2019;20:00;1427
Grand Lyon;Données temps réel;04/01/2019;20:15;1404
Grand Lyon;Données temps réel;04/01/2019;20:30;1379
Grand Lyon;Données temps réel;04/01/2019;20:45;1389
Grand Lyon;Données temps réel;04/01/2019;21:00;1338
Grand Lyon;Données temps réel;04/01/2019;21:15;1323
Grand Lyon;Données temps réel;04/01/2019;21:30;1296
Grand Lyon;Données temps réel;04/01/2019;21:45;1276
Grand Lyon;Données temps réel;04/01/2019;22:00;1296
Grand Lyon;Données temps réel;04/01/2019;22:15;1301
Grand Lyon;Données temps réel;04/01/2019;22:30;1335
Grand Lyon;Données temps réel;04/01/2019;22:45;1379
Grand Lyon;Données temps réel;04/01/2019;23:00;1377
Grand Lyon;Données temps réel;04/01/2019;23:15;1400
Grand Lyon;Données temps réel;04/01/2019;23:30;1360
Grand Lyon;Données temps réel;04/01/2019;23:45;1349
Grand Lyon;Données temps réel;05/01/2019;00:00;1316
Grand Lyon;Données temps réel;05/01/2019;00:15;1302
Grand Lyon;Données temps réel;05/01/2019;00:30;1270
Grand Lyon;Données temps réel;05/01/2019;00:45;1235
Grand Lyon;Données temps réel;05/01/2019;01:00;1218
Grand Lyon;Données temps réel;05/01/2019;01:15;1202
Grand Lyon;Données temps réel;05/01/2019;01:30;1184
Grand Lyon;Données temps réel;05/01/2019;01:45;1183
Grand Lyon;Données temps réel;05/01/2019;02:00;1155
Grand Lyon;Données temps réel;05/01/2019;02:15;1150
Grand Lyon;Données temps réel;05/01/2019;02:30;1139
Grand Lyon;Données temps réel;05/01/2019;02:45;1136
Grand Lyon;Données temps réel;05/01/2019;03:00;1118
Grand Lyon;Données temps réel;05/01/2019;03:15;1107
Grand Lyon;Données temps réel;05/01/2019;03:30;1106
Grand Lyon;Données temps réel;05/01/2019;03:45;1095
Grand Lyon;Données temps réel;05/01/2019;04:00;1087
Grand Lyon;Données temps réel;05/01/2019;04:15;1089
Grand Lyon;Données temps réel;05/01/2019;04:30;1079
Grand Lyon;Données temps réel;05/01/2019;04:45;1078
Grand Lyon;Données temps réel;05/01/2019;05:00;1084
Grand Lyon;Données temps réel;05/01/2019;05:15;1098
Grand Lyon;Données temps réel;05/01/2019;05:30;1099
Grand Lyon;Données temps réel;05/01/2019;05:45;1109
Grand Lyon;Données temps réel;05/01/2019;06:00;1101
Grand Lyon;Données temps réel;05/01/2019;06:15;1104
Grand Lyon;Données temps réel;05/01/2019;06:30;1112
Grand Lyon;Données temps réel;05/01/2019;06:45;1106
Grand Lyon;Données temps réel;05/01/2019;07:00;1121
Grand Lyon;Données temps réel;05/01/2019;07:15;1129
Grand Lyon;Données temps réel;05/01/2019;07:30;1143
Grand Lyon;Données temps réel;05/01/2019;07:45;1167
Grand Lyon;Données temps réel;05/01/2019;08:00;1171
Grand Lyon;Données temps réel;05/01/2019;08:15;1174
Grand Lyon;Données temps réel;05/01/2019;08:30;1193
Grand Lyon;Données temps réel;05/01/2019;08:45;1215
Grand Lyon;Données temps réel;05/01/2019;09:00;1218
Grand Lyon;Données temps réel;05/01/2019;09:15;1252
Grand Lyon;Données temps réel;05/01/2019;09:30;1259
Grand Lyon;Données temps réel;05/01/2019;09:45;1283
Grand Lyon;Données temps réel;05/01/2019;10:00;1300
Grand Lyon;Données temps réel;05/01/2019;10:15;1311
Grand Lyon;Données temps réel;05/01/2019;10:30;1316
Grand Lyon;Données temps réel;05/01/2019;10:45;1341
Grand Lyon;Données temps réel;05/01/2019;11:00;1329
Grand Lyon;Données temps réel;05/01/2019;11:15;1347
Grand Lyon;Données temps réel;05/01/2019;11:30;1351
Grand Lyon;Données temps réel;05/01/2019;11:45;1355
Grand Lyon;Données temps réel;05/01/2019;12:00;1374
Grand Lyon;Données temps réel;05/01/2019;12:15;1390
Grand Lyon;Données temps réel;05/01/2019;12:30;1386
Grand Lyon;Données temps réel;05/01/2019;12:45;1382
Grand Lyon;Données temps réel;05/01/2019;13:00;1361
Grand Lyon;Données temps réel;05/01/2019;13:15;1353
Grand Lyon;Données temps réel;05/01/2019;13:30;1332
Grand Lyon;Données temps réel;05/01/2019;13:45;1326
Grand Lyon;Données temps réel;05/01/2019;14:00;1331
Grand Lyon;Données temps réel;05/01/2019;14:15;1301
Grand Lyon;Données temps réel;05/01/2019;14:30;1290
Grand Lyon;Données temps réel;05/01/2019;14:45;1277
Grand Lyon;Données temps réel;05/01/2019;15:00;1281
Grand Lyon;Données temps réel;05/01/2019;15:15;1289
Grand Lyon;Données temps réel;05/01/2019;15:30;1279
Grand Lyon;Données temps réel;05/01/2019;15:45;1264
Grand Lyon;Données temps réel;05/01/2019;16:00;1273
Grand Lyon;Données temps réel;05/01/2019;16:15;1272
Grand Lyon;Données temps réel;05/01/2019;16:30;1279
Grand Lyon;Données temps réel;05/01/2019;16:45;1292
Grand Lyon;Données temps réel;05/01/2019;17:00;1280
Grand Lyon;Données temps réel;05/01/2019;17:15;1297
Grand Lyon;Données temps réel;05/01/2019;17:30;1335
Grand Lyon;Données temps réel;05/01/2019;17:45;1337
Grand Lyon;Données temps réel;05/01/2019;18:00;1342
Grand Lyon;Données temps réel;05/01/2019;18:15;1355
Grand Lyon;Données temps réel;05/01/2019;18:30;1352
Grand Lyon;Données temps réel;05/01/2019;18:45;1367
Grand Lyon;Données temps réel;05/01/2019;19:00;1375
Grand Lyon;Données temps réel;05/01/2019;19:15;1384
Grand Lyon;Données temps réel;05/01/2019;19:30;1391
Grand Lyon;Données temps réel;05/01/2019;19:45;1379
Grand Lyon;Données temps réel;05/01/2019;20:00;1367
Grand Lyon;Données temps réel;05/01/2019;20:15;1359
Grand Lyon;Données temps réel;05/01/2019;20:30;1342
Grand Lyon;Données temps réel;05/01/2019;20:45;1330
Grand Lyon;Données temps réel;05/01/2019;21:00;1309
Grand Lyon;Données temps réel;05/01/2019;21:15;1288
Grand Lyon;Données temps réel;05/01/2019;21:30;1261
Grand Lyon;Données temps réel;05/01/2019;21:45;1254
Grand Lyon;Données temps réel;05/01/2019;22:00;1258
Grand Lyon;Données temps réel;05/01/2019;22:15;1272
Grand Lyon;Données temps réel;05/01/2019;22:30;1296
Grand Lyon;Données temps réel;05/01/2019;22:45;1352
Grand Lyon;Données temps réel;05/01/2019;23:00;1355
Grand Lyon;Données temps réel;05/01/2019;23:15;1376
Grand Lyon;Données temps réel;05/01/2019;23:30;1341
Grand Lyon;Données temps réel;05/01/2019;23:45;1312
Grand Lyon;Données temps réel;06/01/2019;00:00;1288
Grand Lyon;Données temps réel;06/01/2019;00:15;1261
