Date;Code INSEE département;Département;TMin (°C);TMax (°C);TMoy (°C)
2020-07-11;69;Rhône;17.75;25.85;21.8
2020-05-23;69;Rhône;12.8;23.05;17.92
2020-11-27;69;Rhône;5.55;15.95;10.75
2020-07-13;69;Rhône;15.1;29.2;22.15
2022-01-23;69;Rhône;1.1;1.7;1.4
2020-05-26;69;Rhône;12.1;24.6;18.35
2020-11-30;69;Rhône;2.05;2.8;2.42
2020-07-17;69;Rhône;17.1;23.5;20.3
2020-07-20;69;Rhône;16.0;35.2;25.6
2020-12-06;69;Rhône;-0.2;6.25;3.02
2022-01-30;69;Rhône;1.45;8.85;5.15
2020-06-03;69;Rhône;15.8;25.55;20.68
2020-06-04;69;Rhône;14.9;21.6;18.25
2020-08-22;69;Rhône;19.75;28.4;24.08
2020-07-26;69;Rhône;21.2;31.15;26.18
2021-01-01;69;Rhône;1.9;3.55;2.72
2020-06-10;69;Rhône;12.95;19.2;16.08
2020-08-27;69;Rhône;15.05;30.95;23.0
2021-01-05;69;Rhône;-0.6;2.4;0.9
2021-01-09;69;Rhône;-2.95;-0.25;-1.6
2020-08-06;69;Rhône;15.0;32.1;23.55
2020-06-19;69;Rhône;14.0;23.35;18.68
2020-06-20;69;Rhône;12.5;25.2;18.85
2021-09-29;69;Rhône;13.45;22.15;17.8
2021-09-30;69;Rhône;8.75;18.75;13.75
2020-08-12;69;Rhône;22.85;33.85;28.35
2021-01-15;69;Rhône;1.25;6.2;3.72
2021-12-03;69;Rhône;-1.05;6.65;2.8
2021-12-06;69;Rhône;2.6;6.2;4.4
2020-06-27;69;Rhône;19.75;31.4;25.58
2020-08-16;69;Rhône;19.45;27.25;23.35
2021-12-08;69;Rhône;3.7;5.95;4.82
2020-08-18;69;Rhône;18.6;30.0;24.3
2021-12-10;69;Rhône;-0.05;8.4;4.18
2021-01-22;69;Rhône;4.75;12.1;8.43
2021-01-24;69;Rhône;0.3;6.75;3.52
2020-08-23;69;Rhône;17.6;25.95;21.78
2020-08-24;69;Rhône;13.3;26.55;19.92
2021-01-25;69;Rhône;0.0;5.95;2.98
2020-07-05;69;Rhône;16.85;30.15;23.5
2021-01-28;69;Rhône;4.15;11.2;7.68
2020-07-09;69;Rhône;16.05;35.15;25.6
2021-01-30;69;Rhône;5.2;8.3;6.75
2021-02-01;69;Rhône;8.8;11.7;10.25
2021-12-22;69;Rhône;-3.7;6.3;1.3
2020-12-28;69;Rhône;4.8;9.9;7.35
2021-02-02;69;Rhône;8.7;13.85;11.28
2021-12-24;69;Rhône;3.2;13.0;8.1
2021-01-02;69;Rhône;0.75;2.4;1.58
2020-07-22;69;Rhône;19.0;31.45;25.22
2021-02-10;69;Rhône;3.8;11.75;7.78
2021-02-11;69;Rhône;-1.3;2.85;0.77
2021-11-03;69;Rhône;8.15;13.5;10.82
2021-02-12;69;Rhône;-2.2;0.45;-0.88
2021-02-13;69;Rhône;-4.3;-1.05;-2.68
2021-01-10;69;Rhône;-4.35;0.75;-1.8
2021-02-14;69;Rhône;-5.75;7.35;0.8
2020-07-28;69;Rhône;23.0;33.35;28.18
2021-11-06;69;Rhône;5.6;9.4;7.5
2020-07-29;69;Rhône;20.25;31.45;25.85
2021-11-07;69;Rhône;4.35;10.5;7.43
2021-01-16;69;Rhône;-0.6;1.0;0.2
2020-08-04;69;Rhône;13.45;24.75;19.1
2021-01-21;69;Rhône;9.5;12.9;11.2
2021-01-23;69;Rhône;2.05;7.9;4.97
2020-08-10;69;Rhône;21.2;36.8;29.0
2021-03-02;69;Rhône;3.3;16.45;9.88
2021-03-05;69;Rhône;7.6;11.3;9.45
2021-11-23;69;Rhône;5.6;9.45;7.52
2021-11-25;69;Rhône;1.7;4.95;3.32
2021-03-09;69;Rhône;1.7;10.65;6.18
2021-11-27;69;Rhône;2.45;8.45;5.45
2020-08-21;69;Rhône;23.7;35.65;29.67
2021-03-11;69;Rhône;8.4;14.6;11.5
2020-08-26;69;Rhône;19.5;28.95;24.22
2022-01-02;69;Rhône;1.7;9.4;5.55
2021-02-09;69;Rhône;1.8;7.1;4.45
2022-01-04;69;Rhône;9.85;13.4;11.62
2022-01-09;69;Rhône;1.65;5.65;3.65
2021-03-20;69;Rhône;-0.1;8.1;4.0
2022-01-11;69;Rhône;0.6;3.35;1.98
2021-03-22;69;Rhône;3.05;10.1;6.57
2020-03-04;69;Rhône;3.65;11.2;7.43
2021-03-24;69;Rhône;1.1;17.85;9.48
2021-03-25;69;Rhône;2.3;17.75;10.02
2021-02-22;69;Rhône;8.3;19.55;13.92
2022-01-17;69;Rhône;-2.4;3.15;0.38
2021-02-24;69;Rhône;8.35;21.15;14.75
2020-03-11;69;Rhône;8.35;20.1;14.22
2021-02-26;69;Rhône;3.85;16.9;10.38
2021-03-31;69;Rhône;8.7;25.45;17.08
2022-01-22;69;Rhône;-1.05;6.1;2.53
2021-04-01;69;Rhône;8.35;24.75;16.55
2020-03-15;69;Rhône;2.3;17.3;9.8
2022-01-29;69;Rhône;-0.25;3.45;1.6
2022-02-01;69;Rhône;1.25;6.15;3.7
2020-03-24;69;Rhône;2.25;12.15;7.2
2022-05-17;69;Rhône;14.35;30.6;22.48
2020-03-25;69;Rhône;1.0;11.8;6.4
2022-05-19;69;Rhône;20.0;31.75;25.88
2021-03-13;69;Rhône;4.85;14.4;9.62
2021-03-14;69;Rhône;3.15;10.75;6.95
2022-05-21;69;Rhône;15.8;30.85;23.32
2022-05-22;69;Rhône;17.45;29.9;23.68
2021-03-16;69;Rhône;3.3;10.15;6.72
2021-04-17;69;Rhône;1.5;13.8;7.65
2021-03-19;69;Rhône;1.0;9.55;5.28
2021-03-21;69;Rhône;0.35;10.5;5.43
2022-05-28;69;Rhône;13.25;23.4;18.32
2020-04-09;69;Rhône;6.8;24.5;15.65
2020-03-01;69;Rhône;7.7;14.35;11.02
2020-04-14;69;Rhône;7.1;17.55;12.32
2020-03-06;69;Rhône;4.65;10.7;7.68
2021-05-06;69;Rhône;6.65;15.85;11.25
2022-06-11;69;Rhône;12.7;29.45;21.08
2021-05-07;69;Rhône;10.75;16.55;13.65
2021-05-09;69;Rhône;15.3;26.25;20.78
2020-04-22;69;Rhône;10.15;24.4;17.27
2022-06-15;69;Rhône;19.55;33.75;26.65
2020-03-14;69;Rhône;1.35;13.6;7.48
2022-06-18;69;Rhône;18.85;37.6;28.22
2020-03-16;69;Rhône;7.8;18.55;13.18
2021-05-15;69;Rhône;10.5;13.15;11.82
2020-03-18;69;Rhône;5.8;20.35;13.08
2022-06-22;69;Rhône;18.55;30.8;24.68
2020-03-20;69;Rhône;7.85;21.25;14.55
2021-05-19;69;Rhône;8.95;16.7;12.82
2022-06-25;69;Rhône;15.3;29.7;22.5
2020-03-23;69;Rhône;7.35;13.95;10.65
2021-05-22;69;Rhône;9.3;20.75;15.02
2021-05-23;69;Rhône;8.0;18.3;13.15
2021-05-25;69;Rhône;7.8;17.55;12.68
2020-03-28;69;Rhône;3.9;17.25;10.58
2020-05-08;69;Rhône;15.4;26.15;20.78
2021-05-27;69;Rhône;13.3;21.6;17.45
2022-07-01;69;Rhône;12.65;22.65;17.65
2021-05-28;69;Rhône;9.95;24.35;17.15
2020-03-30;69;Rhône;3.05;8.55;5.8
2020-03-31;69;Rhône;0.35;13.3;6.82
2020-05-13;69;Rhône;9.45;12.85;11.15
2022-07-07;69;Rhône;14.15;26.8;20.48
2020-05-14;69;Rhône;10.3;13.7;12.0
2021-06-04;69;Rhône;18.55;28.55;23.55
2020-04-06;69;Rhône;7.35;22.15;14.75
2021-06-05;69;Rhône;15.2;21.65;18.42
2021-06-08;69;Rhône;15.85;25.7;20.78
2021-06-10;69;Rhône;15.75;28.35;22.05
2021-07-13;69;Rhône;13.25;21.1;17.17
2022-07-18;69;Rhône;17.35;36.05;26.7
2021-06-16;69;Rhône;17.75;33.55;25.65
2020-04-18;69;Rhône;12.05;24.4;18.23
2022-07-21;69;Rhône;18.25;31.95;25.1
2020-04-19;69;Rhône;12.05;18.0;15.02
2022-07-24;69;Rhône;17.75;34.45;26.1
2021-06-21;69;Rhône;16.4;28.6;22.5
2021-06-22;69;Rhône;15.75;25.15;20.45
2020-04-23;69;Rhône;12.25;24.9;18.58
2020-04-24;69;Rhône;11.2;25.9;18.55
2021-07-26;69;Rhône;18.25;27.2;22.72
2021-07-27;69;Rhône;16.5;28.25;22.38
2022-07-28;69;Rhône;15.6;32.5;24.05
2021-06-26;69;Rhône;12.3;27.55;19.92
2021-07-29;69;Rhône;17.05;27.75;22.4
2021-06-29;69;Rhône;17.15;24.3;20.72
2020-04-30;69;Rhône;12.8;16.95;14.88
2021-07-09;69;Rhône;12.55;25.45;19.0
2020-05-01;69;Rhône;9.6;14.7;12.15
2021-07-10;69;Rhône;13.8;27.9;20.85
2021-07-01;69;Rhône;14.45;25.6;20.02
2020-05-02;69;Rhône;11.5;17.4;14.45
2020-05-04;69;Rhône;10.8;26.15;18.48
2021-07-04;69;Rhône;16.65;24.8;20.72
2021-07-06;69;Rhône;14.35;20.3;17.32
2021-07-16;69;Rhône;16.15;24.15;20.15
2021-07-17;69;Rhône;17.25;25.35;21.3
2020-12-12;69;Rhône;6.85;9.55;8.2
2021-07-18;69;Rhône;18.05;28.7;23.38
2021-10-10;69;Rhône;6.85;15.95;11.4
2020-12-14;69;Rhône;2.2;13.6;7.9
2020-12-20;69;Rhône;8.15;10.7;9.43
2021-10-16;69;Rhône;4.45;15.0;9.73
2021-07-25;69;Rhône;18.85;28.15;23.5
2020-02-11;69;Rhône;8.65;12.45;10.55
2020-12-23;69;Rhône;6.45;14.55;10.5
2021-07-30;69;Rhône;17.6;26.9;22.25
2021-10-21;69;Rhône;13.4;19.45;16.42
2021-10-23;69;Rhône;2.6;13.75;8.18
2021-10-02;69;Rhône;13.0;24.3;18.65
2021-10-29;69;Rhône;8.75;19.65;14.2
2021-09-24;69;Rhône;12.15;25.5;18.83
2020-02-22;69;Rhône;-0.3;15.7;7.7
2022-01-06;69;Rhône;1.75;5.4;3.58
2020-02-24;69;Rhône;5.1;19.9;12.5
2021-08-04;69;Rhône;16.15;20.3;18.23
2021-10-11;69;Rhône;5.1;16.9;11.0
2020-02-27;69;Rhône;1.15;10.45;5.8
2021-10-12;69;Rhône;9.3;15.95;12.62
2019-11-06;69;Rhône;8.7;12.95;10.82
2019-11-07;69;Rhône;6.5;10.5;8.5
2021-10-15;69;Rhône;3.5;18.5;11.0
2021-08-10;69;Rhône;14.6;29.8;22.2
2020-12-18;69;Rhône;7.6;13.9;10.75
2021-10-20;69;Rhône;16.3;20.05;18.18
2019-11-14;69;Rhône;0.4;6.65;3.53
2020-12-19;69;Rhône;5.6;14.4;10.0
2020-05-27;69;Rhône;11.3;24.85;18.08
2019-11-19;69;Rhône;1.3;7.55;4.43
2020-05-30;69;Rhône;11.85;24.85;18.35
2020-05-31;69;Rhône;12.1;25.9;19.0
2018-09-03;69;Rhône;12.75;25.1;18.92
2020-12-25;69;Rhône;2.6;4.6;3.6
2019-11-23;69;Rhône;9.0;11.2;10.1
2020-06-07;69;Rhône;11.7;19.9;15.8
2018-09-12;69;Rhône;17.5;32.3;24.9
2018-09-15;69;Rhône;14.0;25.85;19.92
2018-09-05;69;Rhône;14.4;30.6;22.5
2020-06-14;69;Rhône;13.55;23.0;18.27
2020-06-15;69;Rhône;13.4;24.05;18.72
2021-08-12;69;Rhône;19.0;33.35;26.18
2020-06-16;69;Rhône;12.9;23.95;18.42
2018-09-08;69;Rhône;10.95;26.8;18.88
2019-12-08;69;Rhône;5.75;13.9;9.82
2018-09-11;69;Rhône;15.05;32.55;23.8
2018-09-24;69;Rhône;10.95;18.1;14.52
2018-09-13;69;Rhône;17.7;31.0;24.35
2020-06-22;69;Rhône;18.0;25.95;21.98
2021-08-20;69;Rhône;12.8;26.55;19.67
2019-12-15;69;Rhône;9.35;16.4;12.88
2018-09-28;69;Rhône;10.9;26.9;18.9
2019-12-16;69;Rhône;10.75;15.75;13.25
2021-08-23;69;Rhône;16.1;24.4;20.25
2019-12-18;69;Rhône;12.0;18.0;15.0
2020-06-28;69;Rhône;20.55;29.85;25.2
2021-08-25;69;Rhône;13.4;24.55;18.98
2018-10-05;69;Rhône;8.6;26.8;17.7
2021-08-26;69;Rhône;14.05;24.9;19.48
2020-06-30;69;Rhône;14.55;29.05;21.8
2021-08-27;69;Rhône;12.9;22.25;17.58
2018-10-06;69;Rhône;13.25;25.0;19.12
2018-09-25;69;Rhône;7.15;19.55;13.35
2018-09-27;69;Rhône;11.15;28.45;19.8
2020-07-08;69;Rhône;13.1;29.65;21.38
2019-12-29;69;Rhône;2.05;4.3;3.18
2021-09-03;69;Rhône;17.7;26.75;22.22
2019-12-30;69;Rhône;0.7;8.1;4.4
2019-12-31;69;Rhône;-1.75;3.6;0.92
2018-10-02;69;Rhône;6.95;15.95;11.45
2020-01-02;69;Rhône;-0.95;5.65;2.35
2021-09-08;69;Rhône;19.15;30.35;24.75
2020-07-12;69;Rhône;14.05;28.65;21.35
2018-10-20;69;Rhône;9.0;17.95;13.48
2020-01-05;69;Rhône;-0.55;6.95;3.2
2018-10-07;69;Rhône;11.8;14.75;13.27
2020-01-06;69;Rhône;-2.95;10.15;3.6
2020-01-07;69;Rhône;0.0;8.8;4.4
2020-07-16;69;Rhône;16.7;24.4;20.55
2020-01-08;69;Rhône;2.85;9.75;6.3
2018-10-23;69;Rhône;7.05;16.95;12.0
2020-07-18;69;Rhône;15.2;28.65;21.92
2018-10-10;69;Rhône;11.8;18.65;15.22
2021-09-15;69;Rhône;18.75;27.75;23.25
2018-10-13;69;Rhône;15.35;26.05;20.7
2020-01-13;69;Rhône;-0.25;9.0;4.38
2018-10-15;69;Rhône;12.75;24.0;18.38
2020-01-14;69;Rhône;6.95;12.9;9.92
2018-10-18;69;Rhône;9.75;21.65;15.7
2020-01-18;69;Rhône;0.95;8.6;4.78
2018-11-07;69;Rhône;7.25;14.8;11.02
2020-08-01;69;Rhône;19.4;36.2;27.8
2018-11-08;69;Rhône;7.9;12.7;10.3
2020-01-24;69;Rhône;-2.0;7.65;2.82
2018-10-26;69;Rhône;10.3;16.2;13.25
2020-01-25;69;Rhône;1.1;12.25;6.68
2018-11-11;69;Rhône;12.7;18.65;15.68
2018-10-29;69;Rhône;4.65;5.15;4.9
2020-08-08;69;Rhône;19.3;36.8;28.05
2020-01-30;69;Rhône;1.55;9.5;5.52
2018-11-02;69;Rhône;4.75;14.35;9.55
2020-02-02;69;Rhône;9.35;13.1;11.22
2020-08-11;69;Rhône;20.95;36.2;28.58
2020-08-14;69;Rhône;19.35;28.7;24.02
2021-03-28;69;Rhône;1.0;17.5;9.25
2020-08-15;69;Rhône;18.3;31.55;24.92
2018-11-09;69;Rhône;9.05;18.2;13.62
2021-03-29;69;Rhône;3.65;22.1;12.88
2020-08-19;69;Rhône;17.55;33.0;25.28
2021-04-02;69;Rhône;7.25;22.25;14.75
2018-11-18;69;Rhône;3.45;6.55;5.0
2019-07-10;69;Rhône;15.25;27.55;21.4
2019-07-11;69;Rhône;15.25;26.65;20.95
2021-04-09;69;Rhône;8.1;15.35;11.72
2020-08-28;69;Rhône;15.4;21.45;18.42
2021-04-10;69;Rhône;9.1;15.55;12.32
2020-08-29;69;Rhône;14.85;21.9;18.38
2018-11-28;69;Rhône;0.15;11.3;5.72
2021-04-15;69;Rhône;0.5;11.95;6.22
2021-04-16;69;Rhône;1.05;10.95;6.0
2019-10-27;69;Rhône;11.1;21.9;16.5
2019-07-20;69;Rhône;21.5;31.75;26.62
2021-04-19;69;Rhône;3.6;16.75;10.18
2019-10-29;69;Rhône;12.15;15.7;13.92
2019-07-23;69;Rhône;21.1;38.6;29.85
2021-04-21;69;Rhône;9.1;16.25;12.68
2018-12-05;69;Rhône;2.75;13.35;8.05
2019-11-01;69;Rhône;10.25;14.9;12.58
2021-04-23;69;Rhône;6.4;21.25;13.82
2019-07-26;69;Rhône;24.9;36.75;30.82
2018-12-06;69;Rhône;7.15;14.05;10.6
2021-04-24;69;Rhône;6.6;24.5;15.55
2021-04-25;69;Rhône;9.2;23.0;16.1
2019-11-04;69;Rhône;9.95;15.05;12.5
2019-07-29;69;Rhône;13.65;28.0;20.82
2018-12-10;69;Rhône;6.35;9.5;7.92
2018-12-11;69;Rhône;3.3;8.7;6.0
2019-08-01;69;Rhône;13.9;27.4;20.65
2019-08-02;69;Rhône;18.1;29.75;23.92
2019-11-11;69;Rhône;1.5;10.9;6.2
2021-05-02;69;Rhône;7.05;15.45;11.25
2019-11-12;69;Rhône;2.2;11.75;6.98
2019-11-13;69;Rhône;3.1;9.4;6.25
2019-08-06;69;Rhône;21.85;33.3;27.58
2019-11-15;69;Rhône;0.25;5.75;3.0
2019-11-21;69;Rhône;2.1;11.25;6.68
2019-08-14;69;Rhône;12.4;25.1;18.75
2021-05-16;69;Rhône;11.75;20.35;16.05
2019-11-28;69;Rhône;9.95;14.65;12.3
2019-08-22;69;Rhône;13.6;24.75;19.18
2019-05-13;69;Rhône;7.65;18.7;13.18
2019-12-04;69;Rhône;-4.15;4.05;-0.05
2021-05-29;69;Rhône;14.35;24.2;19.28
2019-12-09;69;Rhône;6.9;10.2;8.55
2019-12-10;69;Rhône;2.05;7.45;4.75
2019-09-02;69;Rhône;17.15;24.0;20.58
2019-05-25;69;Rhône;15.0;24.4;19.7
2019-05-26;69;Rhône;13.75;23.45;18.6
2019-09-03;69;Rhône;12.6;25.8;19.2
2019-05-27;69;Rhône;13.8;21.0;17.4
2019-12-13;69;Rhône;3.85;10.7;7.28
2021-06-06;69;Rhône;15.55;21.55;18.55
2019-09-10;69;Rhône;10.75;21.25;16.0
2021-06-09;69;Rhône;16.35;26.95;21.65
2019-06-07;69;Rhône;14.05;26.65;20.35
2019-12-24;69;Rhône;4.6;10.7;7.65
2021-06-15;69;Rhône;18.6;31.1;24.85
2019-12-26;69;Rhône;2.1;7.6;4.85
2019-09-21;69;Rhône;15.35;28.55;21.95
2021-06-19;69;Rhône;21.0;30.7;25.85
2019-09-24;69;Rhône;11.4;20.6;16.0
2019-09-25;69;Rhône;14.9;21.0;17.95
2021-06-23;69;Rhône;15.4;25.3;20.35
2021-06-24;69;Rhône;15.4;21.0;18.2
2019-09-27;69;Rhône;13.25;26.7;19.98
2020-01-04;69;Rhône;5.0;8.8;6.9
2019-10-03;69;Rhône;7.25;16.5;11.88
2021-07-02;69;Rhône;13.85;27.7;20.78
2020-01-11;69;Rhône;5.4;7.55;6.48
2019-10-08;69;Rhône;7.6;23.3;15.45
2019-10-09;69;Rhône;11.9;18.45;15.18
2020-01-16;69;Rhône;4.6;13.65;9.12
2019-10-11;69;Rhône;7.2;23.3;15.25
2019-07-12;69;Rhône;16.1;30.55;23.33
2020-01-21;69;Rhône;-1.55;5.65;2.05
2019-10-15;69;Rhône;11.3;15.2;13.25
2020-01-22;69;Rhône;-2.65;4.4;0.88
2019-07-15;69;Rhône;15.05;26.5;20.78
2020-01-23;69;Rhône;-3.05;0.55;-1.25
2019-04-04;69;Rhône;3.5;9.3;6.4
2019-10-18;69;Rhône;14.8;18.95;16.88
2019-04-06;69;Rhône;6.65;14.15;10.4
2019-10-20;69;Rhône;14.3;23.95;19.12
2019-07-21;69;Rhône;20.3;32.35;26.32
2019-04-07;69;Rhône;7.8;13.65;10.73
2019-10-21;69;Rhône;12.25;14.7;13.48
2020-01-29;69;Rhône;4.9;10.45;7.68
2019-10-22;69;Rhône;11.8;14.55;13.18
2020-02-01;69;Rhône;6.6;15.0;10.8
2018-12-14;69;Rhône;-1.1;1.05;-0.02
2019-04-18;69;Rhône;10.3;22.8;16.55
2019-08-03;69;Rhône;17.2;29.4;23.3
2019-04-21;69;Rhône;11.65;22.0;16.83
2018-12-25;69;Rhône;2.4;4.7;3.55
2020-09-08;69;Rhône;11.45;26.5;18.98
2019-04-22;69;Rhône;11.85;24.9;18.38
2018-12-28;69;Rhône;-0.65;4.75;2.05
2019-04-23;69;Rhône;13.35;21.75;17.55
2018-12-29;69;Rhône;1.9;3.25;2.58
2020-09-15;69;Rhône;20.3;33.0;26.65
2019-04-26;69;Rhône;4.9;17.45;11.18
2019-08-11;69;Rhône;15.8;26.8;21.3
2019-04-27;69;Rhône;9.8;15.3;12.55
2020-09-16;69;Rhône;18.35;32.8;25.58
2019-08-15;69;Rhône;16.0;25.5;20.75
2019-06-13;69;Rhône;9.6;26.85;18.23
2019-01-05;69;Rhône;0.45;4.05;2.25
2019-06-15;69;Rhône;14.2;22.65;18.42
2019-06-16;69;Rhône;11.9;23.65;17.77
2019-06-18;69;Rhône;15.75;30.55;23.15
2019-08-20;69;Rhône;15.7;17.15;16.42
2019-06-20;69;Rhône;17.7;25.3;21.5
2019-01-12;69;Rhône;0.7;5.65;3.18
2019-06-22;69;Rhône;14.85;24.9;19.88
2019-08-24;69;Rhône;15.15;31.6;23.38
2020-09-30;69;Rhône;7.9;21.0;14.45
2019-01-20;69;Rhône;-1.3;8.75;3.72
2019-09-01;69;Rhône;19.45;24.55;22.0
2020-10-06;69;Rhône;11.65;16.1;13.88
2019-07-02;69;Rhône;19.9;29.45;24.67
2020-10-11;69;Rhône;6.1;13.2;9.65
2019-01-29;69;Rhône;-1.55;6.6;2.53
2019-07-08;69;Rhône;18.4;31.2;24.8
2020-10-14;69;Rhône;8.3;13.3;10.8
2019-07-09;69;Rhône;16.45;27.25;21.85
2019-02-01;69;Rhône;5.25;6.6;5.93
2018-12-17;69;Rhône;4.45;10.0;7.22
2019-02-04;69;Rhône;-1.3;5.15;1.93
2020-10-21;69;Rhône;16.65;21.45;19.05
2019-09-14;69;Rhône;14.7;29.65;22.18
2019-09-15;69;Rhône;15.75;32.85;24.3
2019-09-16;69;Rhône;16.9;32.2;24.55
2018-12-19;69;Rhône;6.35;10.3;8.32
2018-12-20;69;Rhône;2.8;9.25;6.02
2019-09-17;69;Rhône;17.1;28.8;22.95
2019-09-18;69;Rhône;14.55;23.1;18.82
2019-09-19;69;Rhône;10.95;22.75;16.85
2019-02-10;69;Rhône;8.3;11.95;10.12
2020-10-26;69;Rhône;7.25;13.4;10.32
2018-12-24;69;Rhône;7.95;13.1;10.52
2019-02-13;69;Rhône;0.5;9.5;5.0
2018-12-26;69;Rhône;0.7;4.95;2.82
2019-02-16;69;Rhône;0.5;19.35;9.93
2020-11-01;69;Rhône;8.2;20.95;14.58
2019-09-28;69;Rhône;16.65;22.4;19.52
2019-09-29;69;Rhône;10.1;27.5;18.8
2019-01-02;69;Rhône;3.55;6.55;5.05
2019-09-30;69;Rhône;15.35;23.25;19.3
2019-01-03;69;Rhône;-0.45;4.5;2.03
2019-02-23;69;Rhône;2.6;13.6;8.1
2020-11-10;69;Rhône;6.75;14.9;10.82
2019-10-06;69;Rhône;12.95;19.15;16.05
2020-11-13;69;Rhône;7.4;16.7;12.05
2019-01-11;69;Rhône;-0.45;3.65;1.6
2020-11-17;69;Rhône;4.1;13.9;9.0
2019-01-13;69;Rhône;3.75;8.45;6.1
2019-01-14;69;Rhône;5.75;8.25;7.0
2020-11-20;69;Rhône;6.35;9.85;8.1
2019-10-16;69;Rhône;7.3;19.35;13.32
2019-03-11;69;Rhône;5.0;10.7;7.85
2019-03-12;69;Rhône;-1.15;15.2;7.02
2019-10-19;69;Rhône;15.2;19.7;17.45
2020-11-29;69;Rhône;-1.25;3.3;1.02
2019-01-24;69;Rhône;-0.2;1.65;0.73
2019-03-20;69;Rhône;1.7;14.2;7.95
2021-07-12;69;Rhône;17.4;27.7;22.55
2019-03-24;69;Rhône;4.25;19.85;12.05
2020-12-09;69;Rhône;1.55;5.0;3.28
2021-07-20;69;Rhône;17.65;29.75;23.7
2019-02-05;69;Rhône;-2.45;7.15;2.35
2021-07-23;69;Rhône;17.3;32.9;25.1
2019-02-08;69;Rhône;-0.1;9.8;4.85
2020-02-14;69;Rhône;6.85;11.6;9.23
2021-07-24;69;Rhône;20.45;29.5;24.98
2018-09-09;69;Rhône;11.95;30.4;21.18
2018-09-14;69;Rhône;17.95;25.6;21.78
2020-02-20;69;Rhône;1.35;15.3;8.32
2018-09-17;69;Rhône;16.0;31.2;23.6
2020-02-23;69;Rhône;1.75;21.1;11.42
2021-10-03;69;Rhône;13.2;21.95;17.58
2021-10-04;69;Rhône;10.6;12.45;11.52
2019-02-22;69;Rhône;2.5;17.15;9.82
2021-10-08;69;Rhône;8.85;15.65;12.25
2018-09-23;69;Rhône;17.7;31.75;24.72
2020-03-02;69;Rhône;6.7;9.85;8.28
2019-02-26;69;Rhône;1.2;17.3;9.25
2019-03-01;69;Rhône;8.3;12.55;10.42
2018-09-29;69;Rhône;11.95;21.6;16.77
2020-03-07;69;Rhône;4.1;9.35;6.72
2020-03-08;69;Rhône;0.35;14.5;7.42
2019-03-09;69;Rhône;8.7;13.85;11.28
2018-10-08;69;Rhône;13.55;18.15;15.85
2018-10-09;69;Rhône;11.6;18.0;14.8
2021-10-25;69;Rhône;6.15;20.05;13.1
2020-03-19;69;Rhône;7.1;22.2;14.65
2018-10-14;69;Rhône;15.4;23.65;19.52
2021-08-01;69;Rhône;14.2;22.55;18.38
2018-10-17;69;Rhône;10.45;23.0;16.73
2019-03-19;69;Rhône;2.0;12.0;7.0
2019-03-21;69;Rhône;0.65;14.95;7.8
2018-10-21;69;Rhône;7.8;14.2;11.0
2021-08-06;69;Rhône;17.95;26.15;22.05
2019-03-23;69;Rhône;3.2;21.05;12.12
2018-10-22;69;Rhône;4.1;17.05;10.58
2021-08-08;69;Rhône;12.9;24.9;18.9
2019-03-26;69;Rhône;3.9;13.1;8.5
2019-03-27;69;Rhône;2.55;14.5;8.52
2018-10-25;69;Rhône;11.0;13.2;12.1
2019-03-28;69;Rhône;3.5;15.25;9.38
2020-04-02;69;Rhône;2.85;16.3;9.57
2022-02-03;69;Rhône;4.1;11.5;7.8
2020-04-04;69;Rhône;2.25;19.45;10.85
2018-10-30;69;Rhône;1.05;10.75;5.9
2021-08-14;69;Rhône;20.65;34.55;27.6
2022-02-06;69;Rhône;-1.25;9.25;4.0
2021-09-25;69;Rhône;14.7;26.9;20.8
2018-11-01;69;Rhône;8.85;12.45;10.65
2021-09-26;69;Rhône;16.15;24.95;20.55
2020-04-08;69;Rhône;7.75;23.7;15.72
2018-11-04;69;Rhône;4.05;11.05;7.55
2022-02-11;69;Rhône;4.65;8.45;6.55
2018-11-05;69;Rhône;4.8;19.0;11.9
2022-02-12;69;Rhône;-3.35;10.5;3.58
2021-08-24;69;Rhône;16.05;23.15;19.6
2020-04-13;69;Rhône;8.3;20.75;14.52
2020-04-15;69;Rhône;3.05;23.7;13.38
2022-02-17;69;Rhône;7.85;17.05;12.45
2020-04-17;69;Rhône;11.3;22.7;17.0
2018-11-14;69;Rhône;9.55;16.45;13.0
2018-11-15;69;Rhône;7.75;18.3;13.02
2018-11-19;69;Rhône;1.35;2.5;1.93
2022-02-23;69;Rhône;6.9;15.4;11.15
2020-04-25;69;Rhône;12.95;24.8;18.88
2021-09-04;69;Rhône;17.7;27.65;22.68
2021-09-05;69;Rhône;15.05;29.05;22.05
2020-04-27;69;Rhône;10.05;23.1;16.58
2020-04-29;69;Rhône;9.4;19.35;14.38
2021-12-16;69;Rhône;1.5;3.7;2.6
2021-12-17;69;Rhône;1.2;7.2;4.2
2022-03-03;69;Rhône;2.35;14.95;8.65
2018-11-26;69;Rhône;3.05;7.25;5.15
2022-03-05;69;Rhône;-1.6;11.2;4.8
2021-12-21;69;Rhône;-0.25;4.0;1.88
2021-09-14;69;Rhône;21.4;26.8;24.1
2018-11-30;69;Rhône;7.55;9.6;8.57
2020-05-06;69;Rhône;11.65;20.85;16.25
2021-09-16;69;Rhône;16.7;24.45;20.58
2018-12-02;69;Rhône;6.45;11.1;8.78
