Date;Code INSEE département;Département;TMin (°C);TMax (°C);TMoy (°C)
2018-02-10;69;Rhône;0.9;4.9;2.9
2018-06-05;69;Rhône;16.85;26.4;21.62
2018-06-07;69;Rhône;18.0;26.15;22.08
2018-02-26;69;Rhône;-5.7;-0.15;-2.92
2018-04-29;69;Rhône;9.1;22.3;15.7
2018-02-18;69;Rhône;2.75;5.4;4.08
2018-06-11;69;Rhône;17.35;26.15;21.75
2018-02-19;69;Rhône;-2.4;7.1;2.35
2018-03-04;69;Rhône;1.4;15.7;8.55
2018-04-12;69;Rhône;7.45;16.15;11.8
2018-04-13;69;Rhône;7.75;17.4;12.58
2018-03-05;69;Rhône;3.7;13.45;8.57
2018-03-07;69;Rhône;4.65;13.15;8.9
2018-05-08;69;Rhône;14.5;26.4;20.45
2018-05-12;69;Rhône;14.05;24.05;19.05
2018-06-28;69;Rhône;16.0;28.3;22.15
2018-05-17;69;Rhône;9.15;19.9;14.52
2018-03-08;69;Rhône;0.45;14.85;7.65
2018-07-01;69;Rhône;19.45;34.75;27.1
2018-03-22;69;Rhône;-1.35;9.25;3.95
2018-05-21;69;Rhône;12.95;25.25;19.1
2018-04-28;69;Rhône;11.35;17.65;14.5
2018-05-22;69;Rhône;14.85;24.9;19.88
2018-07-03;69;Rhône;18.25;29.05;23.65
2018-05-24;69;Rhône;12.35;25.85;19.1
2018-03-27;69;Rhône;4.65;11.95;8.3
2018-05-03;69;Rhône;10.45;15.4;12.92
2018-03-17;69;Rhône;6.45;9.2;7.82
2018-05-31;69;Rhône;15.5;23.4;19.45
2018-07-13;69;Rhône;15.9;31.3;23.6
2018-03-24;69;Rhône;-1.0;15.75;7.38
2018-07-18;69;Rhône;16.4;30.95;23.68
2018-03-26;69;Rhône;4.8;12.4;8.6
2018-08-12;69;Rhône;14.35;32.15;23.25
2018-08-13;69;Rhône;19.65;27.05;23.35
2018-07-24;69;Rhône;17.8;32.15;24.98
2018-08-15;69;Rhône;16.3;28.1;22.2
2018-03-31;69;Rhône;1.75;13.7;7.72
2018-05-19;69;Rhône;11.2;22.9;17.05
2018-07-26;69;Rhône;20.05;34.45;27.25
2018-04-03;69;Rhône;11.85;18.6;15.23
2018-08-18;69;Rhône;17.8;27.3;22.55
2018-08-08;69;Rhône;23.65;33.55;28.6
2018-08-22;69;Rhône;19.55;34.45;27.0
2018-05-25;69;Rhône;14.9;27.9;21.4
2018-06-26;69;Rhône;14.55;28.5;21.52
2018-08-19;69;Rhône;17.5;29.35;23.42
2018-06-04;69;Rhône;16.25;26.1;21.18
2018-06-30;69;Rhône;18.1;33.25;25.68
2018-08-24;69;Rhône;20.35;25.65;23.0
2018-08-25;69;Rhône;13.0;21.3;17.15
2018-08-28;69;Rhône;16.2;32.0;24.1
2018-06-12;69;Rhône;15.8;23.75;19.77
2018-07-10;69;Rhône;18.3;27.9;23.1
2018-08-31;69;Rhône;16.1;24.1;20.1
2018-06-16;69;Rhône;15.1;26.3;20.7
2018-08-01;69;Rhône;22.95;32.4;27.68
2018-06-21;69;Rhône;19.1;30.65;24.88
2018-07-17;69;Rhône;18.4;29.6;24.0
2018-08-07;69;Rhône;24.1;35.5;29.8
2018-07-21;69;Rhône;17.1;25.6;21.35
2018-07-22;69;Rhône;15.85;27.9;21.88
2018-07-02;69;Rhône;21.9;33.45;27.68
2018-08-10;69;Rhône;14.8;25.95;20.38
2018-07-07;69;Rhône;16.95;29.35;23.15
2018-07-09;69;Rhône;17.85;29.35;23.6
2018-08-14;69;Rhône;18.25;26.05;22.15
2018-08-17;69;Rhône;19.9;25.1;22.5
2018-08-23;69;Rhône;19.05;32.85;25.95
2018-07-20;69;Rhône;18.55;31.3;24.92
2018-08-29;69;Rhône;20.15;30.6;25.38
2018-07-28;69;Rhône;19.7;25.95;22.82
2018-07-31;69;Rhône;21.35;34.2;27.78
2018-08-03;69;Rhône;21.5;34.75;28.12
2018-04-10;69;Rhône;6.25;16.05;11.15
2022-08-11;69;Rhône;19.35;36.75;28.05
2022-08-14;69;Rhône;18.45;24.8;21.62
2022-08-20;69;Rhône;18.7;27.35;23.02
2022-08-21;69;Rhône;14.7;27.25;20.98
2022-08-24;69;Rhône;16.95;32.45;24.7
2022-08-12;69;Rhône;19.3;34.5;26.9
2022-08-19;69;Rhône;17.8;25.4;21.6
2022-08-09;69;Rhône;16.65;33.1;24.88
2022-08-23;69;Rhône;18.05;30.15;24.1
2022-08-25;69;Rhône;17.55;33.9;25.72
2022-08-26;69;Rhône;21.15;27.7;24.42
2022-08-28;69;Rhône;17.5;29.7;23.6
2022-08-29;69;Rhône;17.2;33.25;25.22
2022-08-31;69;Rhône;18.8;27.55;23.17
2022-08-16;69;Rhône;16.35;33.15;24.75
2022-08-07;69;Rhône;17.7;30.45;24.08
2022-08-13;69;Rhône;17.7;34.1;25.9
2022-08-15;69;Rhône;16.85;28.5;22.67
2022-08-04;69;Rhône;24.5;38.9;31.7
2022-08-17;69;Rhône;17.1;28.5;22.8
2022-08-18;69;Rhône;15.6;24.0;19.8
2022-08-22;69;Rhône;15.55;28.4;21.98
2022-08-27;69;Rhône;17.35;26.35;21.85
2022-08-30;69;Rhône;20.55;28.3;24.42
2022-08-01;69;Rhône;18.6;33.95;26.28
2022-08-03;69;Rhône;18.95;37.4;28.18
2022-08-05;69;Rhône;22.3;35.0;28.65
2022-08-10;69;Rhône;17.05;34.25;25.65
2022-08-02;69;Rhône;19.15;32.6;25.88
2022-08-06;69;Rhône;19.9;30.9;25.4
2022-08-08;69;Rhône;16.75;32.05;24.4
2022-09-12;69;Rhône;12.85;31.0;21.92
2022-09-16;69;Rhône;15.65;21.1;18.38
2022-09-21;69;Rhône;7.7;19.9;13.8
2022-09-04;69;Rhône;16.05;30.2;23.12
2022-09-05;69;Rhône;20.6;30.95;25.78
2022-09-11;69;Rhône;11.35;25.6;18.48
2022-09-09;69;Rhône;14.8;25.15;19.98
2022-09-13;69;Rhône;20.7;28.95;24.82
2022-09-08;69;Rhône;15.2;26.45;20.82
2022-09-15;69;Rhône;16.15;26.8;21.48
2022-09-18;69;Rhône;6.75;19.25;13.0
2022-09-19;69;Rhône;6.95;19.15;13.05
2022-09-20;69;Rhône;7.55;20.0;13.77
2022-09-26;69;Rhône;11.55;18.65;15.1
2022-09-28;69;Rhône;11.1;19.4;15.25
2022-09-14;69;Rhône;20.4;27.95;24.18
2022-09-17;69;Rhône;10.2;16.15;13.18
2022-09-10;69;Rhône;13.05;23.85;18.45
2022-09-22;69;Rhône;6.8;21.85;14.32
2022-09-30;69;Rhône;7.3;15.5;11.4
2022-09-27;69;Rhône;10.55;16.95;13.75
2022-09-29;69;Rhône;11.15;16.5;13.82
2022-09-01;69;Rhône;15.95;28.8;22.38
2022-09-23;69;Rhône;9.4;22.9;16.15
2022-09-24;69;Rhône;14.4;22.25;18.33
2022-09-25;69;Rhône;12.05;17.5;14.78
2022-09-02;69;Rhône;17.65;28.65;23.15
2022-09-03;69;Rhône;17.35;27.8;22.58
2022-09-06;69;Rhône;21.95;30.8;26.38
2022-09-07;69;Rhône;17.05;28.35;22.7
2022-10-06;69;Rhône;11.9;21.7;16.8
2022-10-08;69;Rhône;14.15;18.35;16.25
2022-10-02;69;Rhône;14.05;23.95;19.0
2022-10-19;69;Rhône;10.85;23.5;17.18
2022-10-21;69;Rhône;16.75;21.0;18.88
2022-10-22;69;Rhône;13.05;23.45;18.25
2022-10-23;69;Rhône;16.7;23.75;20.23
2022-10-24;69;Rhône;16.55;22.95;19.75
2022-10-14;69;Rhône;14.15;18.8;16.48
2022-10-27;69;Rhône;13.85;24.85;19.35
2022-10-28;69;Rhône;17.7;25.4;21.55
2022-10-25;69;Rhône;10.4;20.65;15.52
2022-10-11;69;Rhône;11.45;20.45;15.95
2022-10-29;69;Rhône;12.5;25.35;18.92
2022-10-15;69;Rhône;12.75;24.65;18.7
2022-10-30;69;Rhône;12.25;24.4;18.32
2022-10-01;69;Rhône;7.65;16.3;11.98
2022-10-20;69;Rhône;17.7;21.1;19.4
2022-10-10;69;Rhône;11.5;23.2;17.35
2022-10-17;69;Rhône;17.85;24.7;21.28
2022-10-18;69;Rhône;13.85;25.05;19.45
2022-10-31;69;Rhône;12.6;22.6;17.6
2022-10-26;69;Rhône;15.2;25.5;20.35
2022-10-09;69;Rhône;7.65;19.6;13.62
2022-10-16;69;Rhône;17.0;23.95;20.48
2022-10-12;69;Rhône;13.75;19.2;16.48
2022-10-13;69;Rhône;9.7;18.85;14.28
2022-10-04;69;Rhône;9.6;20.2;14.9
2022-10-07;69;Rhône;12.3;22.85;17.58
2022-10-03;69;Rhône;13.8;18.15;15.98
2022-10-05;69;Rhône;9.0;23.9;16.45
2022-11-04;69;Rhône;7.65;12.15;9.9
2022-11-08;69;Rhône;9.7;18.6;14.15
2022-11-14;69;Rhône;8.55;15.7;12.12
2022-11-10;69;Rhône;8.95;13.65;11.3
2022-11-15;69;Rhône;10.95;15.45;13.2
2022-11-13;69;Rhône;7.25;14.45;10.85
2022-11-17;69;Rhône;11.55;17.2;14.38
2022-11-19;69;Rhône;5.55;10.85;8.2
2022-11-21;69;Rhône;3.7;9.6;6.65
2022-11-02;69;Rhône;8.3;17.4;12.85
2022-11-22;69;Rhône;5.75;9.95;7.85
2022-11-07;69;Rhône;5.45;19.95;12.7
2022-11-24;69;Rhône;2.35;13.8;8.07
2022-11-25;69;Rhône;5.45;10.8;8.12
2022-11-09;69;Rhône;12.75;14.85;13.8
2022-11-27;69;Rhône;3.65;12.8;8.23
2022-11-28;69;Rhône;8.05;10.8;9.43
2022-11-12;69;Rhône;5.5;14.65;10.07
2022-11-16;69;Rhône;8.0;17.15;12.58
2022-11-01;69;Rhône;14.1;19.25;16.68
2022-11-18;69;Rhône;8.8;13.45;11.12
2022-11-20;69;Rhône;3.55;12.0;7.78
2022-11-06;69;Rhône;2.0;17.2;9.6
2022-11-30;69;Rhône;6.45;9.4;7.93
2022-11-05;69;Rhône;7.6;12.05;9.82
2022-11-23;69;Rhône;1.8;10.3;6.05
2022-11-11;69;Rhône;9.25;18.8;14.02
2022-11-29;69;Rhône;5.6;8.9;7.25
2022-11-26;69;Rhône;3.7;8.8;6.25
2022-11-03;69;Rhône;6.9;15.1;11.0
2022-12-16;69;Rhône;0.7;1.6;1.15
2022-12-18;69;Rhône;-3.85;11.8;3.97
2022-12-21;69;Rhône;11.25;16.5;13.88
2022-12-24;69;Rhône;10.1;14.4;12.25
2022-12-25;69;Rhône;5.55;16.25;10.9
2022-12-31;69;Rhône;11.15;17.45;14.3
2022-12-12;69;Rhône;-3.65;0.25;-1.7
2022-12-13;69;Rhône;-2.3;5.0;1.35
2022-12-14;69;Rhône;0.7;10.8;5.75
2022-12-15;69;Rhône;3.8;7.85;5.82
2022-12-19;69;Rhône;8.3;15.0;11.65
2022-12-26;69;Rhône;7.7;14.75;11.22
2022-12-08;69;Rhône;-0.4;3.05;1.33
2022-12-10;69;Rhône;0.6;1.7;1.15
2022-12-01;69;Rhône;5.15;7.2;6.18
2022-12-05;69;Rhône;-1.3;9.15;3.92
2022-12-09;69;Rhône;1.1;2.4;1.75
2022-12-27;69;Rhône;3.2;12.55;7.88
2022-12-28;69;Rhône;-0.3;12.25;5.98
2022-12-29;69;Rhône;9.15;14.4;11.78
2022-12-30;69;Rhône;5.6;13.2;9.4
2022-12-03;69;Rhône;2.95;4.55;3.75
2022-12-17;69;Rhône;-3.7;-1.15;-2.42
2022-12-23;69;Rhône;10.4;15.3;12.85
2022-12-11;69;Rhône;-4.0;-2.3;-3.15
2022-12-20;69;Rhône;13.3;15.0;14.15
2022-12-22;69;Rhône;10.3;15.45;12.88
2022-12-02;69;Rhône;3.85;4.85;4.35
2022-12-06;69;Rhône;-2.15;2.55;0.2
2022-12-07;69;Rhône;1.35;4.0;2.68
2022-12-04;69;Rhône;3.3;5.6;4.45
2023-01-12;69;Rhône;1.45;11.75;6.6
2023-01-15;69;Rhône;4.75;10.5;7.62
2023-01-18;69;Rhône;0.6;2.95;1.78
2023-01-20;69;Rhône;-3.25;2.8;-0.22
2023-01-23;69;Rhône;0.6;2.3;1.45
2023-01-27;69;Rhône;-0.5;1.45;0.48
2023-01-29;69;Rhône;0.5;3.35;1.92
2023-01-30;69;Rhône;-1.35;4.75;1.7
2023-01-19;69;Rhône;-3.15;2.8;-0.18
2023-01-05;69;Rhône;7.9;11.5;9.7
2023-01-22;69;Rhône;-1.05;1.3;0.13
2023-01-10;69;Rhône;3.5;10.15;6.82
2023-01-16;69;Rhône;1.65;9.0;5.32
2023-01-26;69;Rhône;1.05;2.1;1.58
2023-01-28;69;Rhône;-1.55;2.9;0.68
2023-01-31;69;Rhône;2.8;8.95;5.88
2023-01-01;69;Rhône;13.95;17.2;15.58
2023-01-06;69;Rhône;9.15;11.0;10.07
2023-01-07;69;Rhône;7.45;13.9;10.68
2023-01-08;69;Rhône;10.9;13.15;12.02
2023-01-11;69;Rhône;4.75;8.05;6.4
2023-01-13;69;Rhône;6.25;11.8;9.02
2023-01-14;69;Rhône;2.9;11.25;7.07
2023-01-17;69;Rhône;1.9;10.6;6.25
2023-01-21;69;Rhône;-0.65;3.3;1.32
2023-01-24;69;Rhône;0.9;4.2;2.55
2023-01-25;69;Rhône;2.3;3.25;2.78
2023-01-04;69;Rhône;-0.1;9.6;4.75
2023-01-02;69;Rhône;10.35;15.3;12.82
2023-01-03;69;Rhône;6.6;11.85;9.23
2023-01-09;69;Rhône;5.35;10.05;7.7
2023-02-12;69;Rhône;-3.75;10.0;3.12
2023-02-16;69;Rhône;-0.3;17.0;8.35
2023-02-18;69;Rhône;8.6;16.25;12.42
2023-02-13;69;Rhône;-3.8;14.65;5.42
2023-02-22;69;Rhône;4.45;12.75;8.6
2023-02-23;69;Rhône;5.7;14.6;10.15
2023-02-28;69;Rhône;-1.65;5.1;1.72
2023-02-27;69;Rhône;-1.3;7.5;3.1
2023-02-01;69;Rhône;2.25;9.25;5.75
2023-02-05;69;Rhône;3.45;8.65;6.05
2023-02-17;69;Rhône;1.05;16.15;8.6
2023-02-20;69;Rhône;1.7;14.55;8.12
2023-02-26;69;Rhône;-0.1;5.2;2.55
2023-02-04;69;Rhône;3.6;10.6;7.1
2023-02-02;69;Rhône;2.3;10.25;6.28
2023-02-03;69;Rhône;2.55;10.35;6.45
2023-02-09;69;Rhône;-3.55;8.75;2.6
2023-02-06;69;Rhône;2.2;6.9;4.55
2023-02-07;69;Rhône;-0.25;8.4;4.08
2023-02-08;69;Rhône;-4.15;8.7;2.27
2023-02-10;69;Rhône;-4.3;6.6;1.15
2023-02-14;69;Rhône;-1.7;17.15;7.72
2023-02-11;69;Rhône;-4.3;8.2;1.95
2023-02-15;69;Rhône;0.3;15.55;7.92
2023-02-24;69;Rhône;6.45;15.95;11.2
2023-02-25;69;Rhône;4.25;10.45;7.35
2023-02-19;69;Rhône;5.3;12.3;8.8
2023-02-21;69;Rhône;1.5;14.75;8.12
2023-03-08;69;Rhône;0.7;11.95;6.32
2023-03-12;69;Rhône;8.3;16.45;12.38
2023-03-15;69;Rhône;1.4;12.2;6.8
2023-03-21;69;Rhône;3.4;17.65;10.52
2023-03-24;69;Rhône;11.45;16.9;14.18
2023-03-11;69;Rhône;6.4;9.75;8.07
2023-03-13;69;Rhône;7.9;21.6;14.75
2023-03-19;69;Rhône;9.6;16.65;13.12
2023-03-22;69;Rhône;4.8;21.95;13.38
2023-03-25;69;Rhône;6.4;16.4;11.4
2023-03-26;69;Rhône;9.75;15.0;12.38
2023-03-28;69;Rhône;-0.65;13.7;6.52
2023-03-04;69;Rhône;4.35;11.65;8.0
2023-03-06;69;Rhône;-3.3;11.1;3.9
2023-03-07;69;Rhône;-1.5;9.1;3.8
2023-03-14;69;Rhône;8.25;12.6;10.42
2023-03-16;69;Rhône;0.1;17.4;8.75
2023-03-23;69;Rhône;13.55;17.15;15.35
2023-04-14;69;Rhône;6.0;12.45;9.23
2023-03-01;69;Rhône;-2.6;4.55;0.97
2023-03-02;69;Rhône;1.35;9.6;5.48
2023-04-01;69;Rhône;7.65;15.5;11.58
2023-03-03;69;Rhône;-2.25;8.35;3.05
2023-03-05;69;Rhône;-1.35;8.95;3.8
2023-04-06;69;Rhône;0.7;14.95;7.82
2023-04-12;69;Rhône;9.05;14.6;11.82
2023-04-07;69;Rhône;5.75;14.3;10.02
2023-04-08;69;Rhône;3.05;16.15;9.6
2023-03-09;69;Rhône;5.9;16.3;11.1
2023-04-13;69;Rhône;2.6;13.35;7.98
2023-03-10;69;Rhône;9.65;15.95;12.8
2023-04-15;69;Rhône;8.25;11.05;9.65
2023-03-18;69;Rhône;8.5;18.2;13.35
2023-03-17;69;Rhône;10.75;17.0;13.88
2023-04-02;69;Rhône;6.9;10.95;8.93
2023-03-20;69;Rhône;5.85;14.35;10.1
2023-04-17;69;Rhône;6.9;14.6;10.75
2023-03-27;69;Rhône;5.6;8.05;6.82
2023-03-31;69;Rhône;10.6;19.9;15.25
2023-03-29;69;Rhône;9.6;20.95;15.28
2023-04-23;69;Rhône;9.05;18.45;13.75
2023-04-30;69;Rhône;9.8;17.85;13.82
2023-03-30;69;Rhône;13.45;19.75;16.6
2023-04-19;69;Rhône;5.05;20.6;12.82
2023-04-09;69;Rhône;2.65;17.75;10.2
2023-04-18;69;Rhône;4.85;16.85;10.85
2023-04-26;69;Rhône;3.95;18.85;11.4
2023-04-29;69;Rhône;14.1;19.75;16.92
2023-04-11;69;Rhône;9.75;14.85;12.3
2023-04-20;69;Rhône;7.55;14.2;10.88
2023-04-21;69;Rhône;5.5;18.7;12.1
2023-04-03;69;Rhône;7.25;10.5;8.88
2023-04-04;69;Rhône;0.1;11.75;5.92
2023-04-10;69;Rhône;4.65;20.7;12.68
2023-04-22;69;Rhône;12.6;18.25;15.42
2023-04-16;69;Rhône;4.75;10.3;7.52
2023-04-25;69;Rhône;9.35;16.35;12.85
2023-04-28;69;Rhône;15.05;23.5;19.27
2023-04-05;69;Rhône;0.55;12.45;6.5
2023-04-24;69;Rhône;9.85;16.8;13.32
2023-04-27;69;Rhône;8.75;22.8;15.77
2023-05-30;69;Rhône;12.95;26.35;19.65
2023-05-02;69;Rhône;9.3;19.9;14.6
2023-05-04;69;Rhône;11.75;25.1;18.42
2023-05-13;69;Rhône;12.0;17.8;14.9
2023-05-17;69;Rhône;8.45;16.45;12.45
2023-05-18;69;Rhône;8.85;16.05;12.45
2023-05-01;69;Rhône;12.65;18.5;15.58
2023-05-05;69;Rhône;12.4;25.9;19.15
2023-05-27;69;Rhône;13.55;27.95;20.75
2023-05-14;69;Rhône;10.3;20.2;15.25
2023-05-28;69;Rhône;13.6;28.3;20.95
2023-05-29;69;Rhône;12.65;27.2;19.92
2023-05-26;69;Rhône;11.45;25.7;18.58
2023-05-06;69;Rhône;11.25;25.95;18.6
2023-05-10;69;Rhône;10.75;17.15;13.95
2023-05-11;69;Rhône;10.2;17.3;13.75
2023-05-03;69;Rhône;6.25;22.3;14.27
2023-05-07;69;Rhône;14.55;17.4;15.98
2023-05-08;69;Rhône;12.8;21.15;16.98
2023-05-09;69;Rhône;13.2;20.55;16.88
2023-05-15;69;Rhône;11.55;19.65;15.6
2023-05-16;69;Rhône;10.95;13.4;12.18
2023-05-22;69;Rhône;14.5;25.4;19.95
2023-05-23;69;Rhône;15.9;20.85;18.38
2023-05-12;69;Rhône;10.65;18.05;14.35
2023-05-24;69;Rhône;13.55;21.5;17.52
2023-05-25;69;Rhône;9.35;22.05;15.7
2023-05-19;69;Rhône;9.0;19.4;14.2
2023-05-20;69;Rhône;11.1;19.45;15.27
2023-05-21;69;Rhône;12.65;22.15;17.4
2023-05-31;69;Rhône;12.55;27.3;19.92
2023-06-01;69;Rhône;12.2;27.6;19.9
2023-06-12;69;Rhône;16.1;28.85;22.48
2023-06-19;69;Rhône;20.85;31.45;26.15
2023-06-23;69;Rhône;15.05;27.05;21.05
2023-06-29;69;Rhône;16.4;31.45;23.92
2023-06-30;69;Rhône;16.0;23.7;19.85
2023-06-06;69;Rhône;13.55;28.35;20.95
2023-06-07;69;Rhône;15.3;29.15;22.22
2023-06-26;69;Rhône;19.05;30.15;24.6
2023-06-27;69;Rhône;16.5;26.25;21.38
2023-06-02;69;Rhône;14.95;28.3;21.62
2023-06-04;69;Rhône;15.85;27.05;21.45
2023-06-05;69;Rhône;13.6;26.95;20.27
2023-06-08;69;Rhône;16.6;28.6;22.6
2023-06-09;69;Rhône;17.65;23.3;20.48
2023-06-10;69;Rhône;17.05;26.35;21.7
2023-06-15;69;Rhône;13.6;28.6;21.1
2023-06-16;69;Rhône;15.55;29.1;22.32
2023-06-03;69;Rhône;14.05;27.5;20.78
2023-06-11;69;Rhône;17.35;28.25;22.8
2023-06-21;69;Rhône;19.15;28.65;23.9
2023-06-22;69;Rhône;16.6;26.6;21.6
2023-06-24;69;Rhône;15.45;30.1;22.78
2023-06-25;69;Rhône;16.45;33.85;25.15
2023-06-28;69;Rhône;15.55;28.0;21.78
2023-06-13;69;Rhône;17.3;26.65;21.98
2023-06-14;69;Rhône;17.45;27.9;22.67
2023-06-17;69;Rhône;14.05;30.5;22.28
2023-06-18;69;Rhône;16.75;29.7;23.22
2023-06-20;69;Rhône;19.1;31.6;25.35
2023-07-11;69;Rhône;22.35;37.3;29.83
2023-07-13;69;Rhône;17.05;26.45;21.75
2023-07-18;69;Rhône;17.85;35.85;26.85
2023-07-20;69;Rhône;17.95;28.75;23.35
2023-07-24;69;Rhône;20.5;27.0;23.75
2023-07-28;69;Rhône;20.7;31.65;26.17
2023-07-26;69;Rhône;12.75;24.55;18.65
2023-07-29;69;Rhône;20.4;27.05;23.72
2023-07-01;69;Rhône;12.85;23.8;18.33
2023-07-08;69;Rhône;22.7;34.45;28.58
2023-07-10;69;Rhône;22.75;33.7;28.22
2023-07-12;69;Rhône;20.35;25.35;22.85
2023-07-03;69;Rhône;17.75;25.65;21.7
2023-07-05;69;Rhône;18.3;25.85;22.08
2023-07-06;69;Rhône;15.45;28.25;21.85
2023-07-07;69;Rhône;17.55;32.75;25.15
2023-07-15;69;Rhône;22.95;33.05;28.0
2023-07-09;69;Rhône;22.5;35.7;29.1
2023-07-02;69;Rhône;16.95;25.4;21.18
2023-07-14;69;Rhône;14.35;31.95;23.15
2023-07-04;69;Rhône;15.9;29.2;22.55
2023-07-19;69;Rhône;22.5;31.35;26.92
2023-07-21;69;Rhône;18.05;27.9;22.98
2023-07-22;69;Rhône;15.4;30.15;22.78
2023-07-16;69;Rhône;17.45;26.35;21.9
2023-07-23;69;Rhône;17.0;34.6;25.8
2023-07-17;69;Rhône;19.75;29.4;24.58
2023-07-27;69;Rhône;13.45;31.8;22.62
2023-07-30;69;Rhône;17.8;25.85;21.83
2023-07-31;69;Rhône;13.9;29.35;21.62
2023-07-25;69;Rhône;18.05;25.45;21.75
2023-08-02;69;Rhône;19.85;32.75;26.3
2023-08-23;69;Rhône;22.9;37.55;30.22
2023-08-24;69;Rhône;22.45;40.65;31.55
2023-08-25;69;Rhône;23.0;34.05;28.52
2023-08-28;69;Rhône;14.15;18.9;16.52
2023-08-03;69;Rhône;18.05;27.85;22.95
2023-08-04;69;Rhône;15.55;22.25;18.9
2023-08-18;69;Rhône;19.25;37.15;28.2
2023-08-05;69;Rhône;12.5;24.95;18.72
2023-08-01;69;Rhône;19.4;29.1;24.25
2023-08-07;69;Rhône;12.8;23.6;18.2
2023-08-09;69;Rhône;14.15;30.45;22.3
2023-08-10;69;Rhône;16.1;31.95;24.02
2023-08-06;69;Rhône;15.3;21.95;18.62
2023-08-08;69;Rhône;11.05;26.8;18.92
2023-08-15;69;Rhône;20.5;34.35;27.42
2023-08-12;69;Rhône;23.75;34.8;29.28
2023-08-16;69;Rhône;18.7;34.0;26.35
2023-08-13;69;Rhône;20.45;34.8;27.62
2023-08-14;69;Rhône;18.95;33.45;26.2
2023-08-20;69;Rhône;21.85;36.65;29.25
2023-08-21;69;Rhône;22.05;37.3;29.68
2023-08-17;69;Rhône;20.65;36.35;28.5
2023-08-22;69;Rhône;22.4;39.1;30.75
2023-08-27;69;Rhône;15.6;21.65;18.62
2023-08-31;69;Rhône;13.55;26.3;19.92
2023-08-29;69;Rhône;12.8;21.5;17.15
2023-08-11;69;Rhône;18.0;33.45;25.72
2023-08-19;69;Rhône;21.6;37.05;29.33
2023-08-26;69;Rhône;17.3;22.1;19.7
2023-08-30;69;Rhône;14.3;23.45;18.88
2023-09-02;69;Rhône;19.15;30.05;24.6
2023-09-21;69;Rhône;16.15;24.45;20.3
2023-09-29;69;Rhône;14.6;28.1;21.35
2023-09-24;69;Rhône;8.35;21.4;14.88
2023-09-06;69;Rhône;20.8;31.45;26.12
2023-09-07;69;Rhône;19.35;32.95;26.15
2023-09-11;69;Rhône;17.2;33.3;25.25
2023-10-12;69;Rhône;15.55;27.3;21.42
2023-10-14;69;Rhône;14.85;25.1;19.98
2023-10-17;69;Rhône;8.6;22.5;15.55
2023-09-17;69;Rhône;20.0;32.0;26.0
2023-09-18;69;Rhône;17.6;23.45;20.52
2023-09-20;69;Rhône;13.1;27.4;20.25
2023-10-27;69;Rhône;10.85;18.5;14.68
2023-09-25;69;Rhône;8.65;23.95;16.3
2023-10-31;69;Rhône;10.2;16.9;13.55
2023-10-06;69;Rhône;7.2;22.85;15.02
2023-09-23;69;Rhône;9.0;19.5;14.25
2023-10-08;69;Rhône;9.75;27.7;18.73
2023-09-28;69;Rhône;14.15;28.4;21.28
2023-10-13;69;Rhône;15.55;25.1;20.32
2023-09-04;69;Rhône;16.7;34.2;25.45
2023-09-05;69;Rhône;20.6;33.05;26.83
2023-10-25;69;Rhône;10.15;18.55;14.35
2023-09-09;69;Rhône;18.25;33.5;25.88
2023-09-12;69;Rhône;19.05;31.15;25.1
2023-09-15;69;Rhône;15.6;29.25;22.42
2023-09-14;69;Rhône;16.4;26.05;21.22
2023-09-16;69;Rhône;18.85;28.05;23.45
2023-09-19;69;Rhône;16.7;25.55;21.12
2023-09-22;69;Rhône;14.05;22.1;18.08
2023-09-26;69;Rhône;9.7;27.35;18.52
2023-09-27;69;Rhône;10.45;26.9;18.68
2023-09-30;69;Rhône;14.95;23.65;19.3
2023-10-01;69;Rhône;10.7;26.4;18.55
2023-09-01;69;Rhône;14.75;29.5;22.12
2023-10-02;69;Rhône;12.65;29.45;21.05
2023-09-03;69;Rhône;16.4;31.55;23.98
2023-10-04;69;Rhône;12.3;20.25;16.27
2023-10-05;69;Rhône;8.3;21.8;15.05
2023-10-07;69;Rhône;5.55;23.6;14.58
2023-10-10;69;Rhône;12.15;27.9;20.02
2023-10-11;69;Rhône;12.4;28.6;20.5
2023-09-08;69;Rhône;18.65;33.2;25.92
2023-09-10;69;Rhône;17.0;34.4;25.7
2023-10-15;69;Rhône;8.35;16.5;12.42
2023-10-18;69;Rhône;15.05;24.2;19.62
2023-10-20;69;Rhône;14.55;19.6;17.08
2023-09-13;69;Rhône;18.25;20.4;19.32
2023-10-22;69;Rhône;8.25;17.45;12.85
2023-10-23;69;Rhône;9.5;21.6;15.55
2023-10-19;69;Rhône;15.85;21.75;18.8
2023-10-21;69;Rhône;13.65;19.75;16.7
2023-10-26;69;Rhône;13.9;15.75;14.82
2023-10-24;69;Rhône;11.15;14.9;13.02
2023-10-29;69;Rhône;15.15;20.85;18.0
2023-10-03;69;Rhône;18.75;28.0;23.38
2023-10-09;69;Rhône;11.05;30.45;20.75
2023-10-16;69;Rhône;5.65;15.75;10.7
2023-10-28;69;Rhône;11.0;18.3;14.65
2023-10-30;69;Rhône;12.5;19.55;16.02
2023-11-01;69;Rhône;6.4;16.1;11.25
2023-11-05;69;Rhône;10.65;15.95;13.3
2023-11-10;69;Rhône;8.1;13.9;11.0
